,id_recipe,name,Prep Time:,Cook Time:,Total Time:,Servings:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Additional Time:,Yield:
28,6571926,Kozy's Creamy Coconut Rice Pudding,10 mins,45 mins, 1 hr 55 mins,4 ,4,436,26g,22g,49mg,192mg,46g,2g,16g,7g,8mg,74mg,5mg,331mg,4.6,12, 1 hr,
29,6587672,Sweet Sticky Rice with Mangoes,15 mins,20 mins, 1 hr 35 mins,6 ,6,525,14g,12g,,111mg,96g,3g,43g,6g,15mg,24mg,3mg,267mg,4.7,38, 1 hr,6 servings
30,6572525,Grandma's Rice Pudding,5 mins,40 mins,45 mins,4 ,4,301,8g,5g,26mg,99mg,51g,0g,33g,7g,1mg,207mg,1mg,265mg,4.7,7,,4 servings
31,6600299,Thai Sticky Black Rice Pudding,5 mins, 1 hr 20 mins, 1 hr 25 mins,4 ,4,375,13g,11g,,455mg,62g,1g,25g,5g,1mg,27mg,3mg,260mg,,,,4 servings
32,6571027,Scandinavian-Style Rice Porridge,10 mins, 1 hr 45 mins, 1 hr 55 mins,8 ,8,573,35g,22g,97mg,293mg,56g,1g,36g,10g,,295mg,1mg,397mg,4.6,7,,8 servings
33,6599812,Instant Pot® Creamy Vanilla Rice Pudding,5 mins,30 mins,45 mins,8 ,8,214,5g,3g,67mg,106mg,36g,1g,16g,5g,0mg,93mg,1mg,133mg,3.0,6,10 mins,8 servings
34,6600407,Grandma's Baked Rice Pudding with Meringue,15 mins, 1 hr 58 mins, 2 hrs 13 mins,6 ,6,274,4g,2g,76mg,66mg,55g,1g,38g,7g,2mg,140mg,1mg,301mg,4.6,29,,6 servings
35,6738757,Coconut Milk Rice Pudding,5 mins,30 mins, 3 hrs 35 mins,4 ,4,361,20g,15g,73mg,102mg,40g,1g,22g,9g,4mg,225mg,2mg,409mg,4.6,67, 3 hrs,4 servings
36,6589135,Arroz con Leche (Rice Pudding),5 mins,45 mins, 1 hr 20 mins,6 ,6,180,2g,1g,8mg,239mg,34g,1g,9g,6g,0mg,134mg,1mg,190mg,4.6,19,30 mins,6 servings
37,6600829,Rice Pudding with Rose Water,10 mins,50 mins, 2 hrs,6 ,6,261,9g,3g,14mg,59mg,37g,1g,24g,8g,,188mg,1mg,278mg,4.9,7, 1 hr,6 servings
38,6583528,Eggnog-Flavored Rice Pudding,10 mins,10 mins,20 mins,4 ,4,268,12g,7g,114mg,227mg,31g,0g,8g,8g,2mg,169mg,1mg,237mg,4.4,8,,4 servings
39,6599970,Canadian Maple Rice Pudding,5 mins,40 mins,45 mins,5 ,5,259,5g,3g,14mg,57mg,49g,1g,25g,5g,0mg,120mg,1mg,176mg,4.4,66,,5 servings
40,6585076,Tapioca Rice Pudding,10 mins,40 mins, 8 hrs 50 mins,12 ,12,180,3g,2g,55mg,157mg,32g,1g,22g,6g,0mg,134mg,1mg,228mg,3.9,17, 8 hrs,12 servings
41,6569716,Old-Fashioned Rice Pudding II,5 mins, 1 hr 30 mins, 1 hr 35 mins,4 ,4,248,7g,4g,25mg,260mg,37g,0g,24g,9g,1mg,291mg,1mg,383mg,4.3,47,,4 servings
42,6573034,Instant Pot® Old-Fashioned Rice Pudding,5 mins,35 mins,50 mins,4 ,4,329,9g,5g,113mg,281mg,52g,1g,41g,11g,0mg,255mg,1mg,421mg,5.0,2,10 mins,4 servings
43,6579027,Creamy Brown Rice Pudding,5 mins, 2 hrs, 2 hrs 5 mins,8 ,8,326,6g,3g,19mg,298mg,61g,3g,33g,8g,1mg,217mg,1mg,333mg,4.5,35,,8 servings
44,6585217,Apple Rice Pudding,10 mins, 1 hr, 1 hr 10 mins,8 ,8,203,6g,4g,37mg,141mg,33g,2g,17g,4g,2mg,90mg,1mg,167mg,4.7,3,,8 servings
45,6578882,Swedish Rice Pudding,15 mins, 1 hr 20 mins, 1 hr 35 mins,6 ,6,293,8g,4g,109mg,395mg,47g,0g,33g,8g,,144mg,1mg,211mg,4.4,8,,6 servings
46,6579935,Rachel's Creamy Rice Pudding,5 mins,40 mins,45 mins,12 ,12,271,6g,3g,44mg,78mg,47g,1g,32g,8g,0mg,200mg,1mg,364mg,4.5,2,,12 servings
47,6563750,"Easy, Creamy Low-Fat Rice Pudding",5 mins,40 mins,45 mins,6 ,6,376,1g,1g,33mg,160mg,82g,3g,27g,9g,1mg,153mg,2mg,358mg,,,,6 servings
48,6583108,Creme Brulee Rice Pudding,15 mins,20 mins,35 mins,6 ,6,575,34g,20g,306mg,105mg,59g,1g,28g,9g,1mg,103mg,1mg,134mg,,,,6 servings
49,6588582,Rice Pudding V,5 mins, 1 hr, 1 hr 5 mins,6 ,6,305,5g,3g,20mg,295mg,54g,1g,28g,10g,1mg,290mg,0mg,424mg,4.3,33,,6 servings
50,6580050,Creamy Cinnamon Rice Pudding,10 mins,45 mins,55 mins,12 ,12,436,18g,11g,119mg,159mg,59g,1g,45g,12g,1mg,325mg,1mg,428mg,4.3,112,,12 (1 cup) servings
51,6600559,Pumpkin Rice Pudding,10 mins,55 mins, 1 hr 5 mins,6 ,6,310,1g,0g,3mg,251mg,69g,3g,32g,9g,3mg,244mg,2mg,512mg,3.9,19,,1 to 2 - quart baking dish
52,6587542,Rice Pudding With Dates,10 mins,20 mins,30 mins,6 ,6,192,2g,1g,7mg,34mg,41g,2g,23g,5g,0mg,109mg,1mg,277mg,3.9,16,,6 servings
53,6650210,Newfie Rice Pudding,10 mins,30 mins,40 mins,8 ,8,235,4g,2g,47mg,63mg,44g,1g,28g,6g,1mg,135mg,1mg,303mg,4.6,9,,1 8-inch square dish
54,6580723,Brown Rice Pudding,10 mins, 1 hr 40 mins, 1 hr 50 mins,4 ,4,517,40g,24g,284mg,211mg,38g,1g,25g,5g,1mg,93mg,1mg,261mg,4.6,22,,4 servings
55,6564890,Baked Vegan Rice Pudding,10 mins,50 mins, 1 hr 5 mins,6 ,6,266,4g,0g,,161mg,52g,2g,22g,6g,,234mg,2mg,224mg,,,5 mins,6 servings
56,6585600,Eight Treasure Porridge Dessert,10 mins, 2 hrs 5 mins, 5 hrs 15 mins,10 ,10,164,1g,0g,,7mg,36g,3g,10g,4g,0mg,24mg,1mg,199mg,,, 3 hrs,10 servings
57,6582901,Chocolate-Orange Rice Pudding,10 mins,40 mins,50 mins,8 ,8,356,10g,6g,13mg,72mg,61g,2g,38g,8g,3mg,205mg,1mg,347mg,4.5,2,,8 servings
58,6570801,Rice Pudding with Saffron and Cardamom,5 mins,10 mins, 1 hr 15 mins,6 ,6,214,3g,1g,7mg,45mg,42g,1g,21g,5g,0mg,103mg,0mg,168mg,3.0,2, 1 hr,6 servings
59,6571556,Creamiest Ever Rice Pudding,10 mins, 1 hr 10 mins, 5 hrs 50 mins,8 ,8,469,23g,14g,119mg,200mg,54g,1g,30g,12g,0mg,306mg,1mg,391mg,3.8,9, 4 hrs 30 mins,8 servings
60,6604597,Brown Rice Raisin Pudding,10 mins,18 mins,48 mins,5 ,5,302,5g,3g,49mg,187mg,59g,2g,38g,7g,1mg,154mg,1mg,399mg,4.1,17,20 mins,5 servings
