,id_recipe,name,Prep Time:,Cook Time:,Total Time:,Servings:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Additional Time:,Yield:
0,7507398,How to Make Arroz con Leche,10 mins,40 mins,50 mins,6 ,6,515,14g,9g,52mg,199mg,84g,0g,57g,15g,4mg,472mg,1mg,600mg,5.0,1,,
1,6650089,Creamy Rice Pudding,10 mins,40 mins,50 mins,4 ,4,366,7g,4g,64mg,237mg,68g,1g,23g,9g,1mg,167mg,2mg,325mg,4.7,"6,077",,
2,6664619,Best Old-Fashioned Creamy Rice Pudding,5 mins,20 mins,25 mins,4 ,4,331,7g,4g,64mg,237mg,61g,1g,39g,8g,1mg,171mg,2mg,428mg,4.7,775,,
3,6573688,Baked Rice Pudding,5 mins, 1 hr 30 mins, 1 hr 35 mins,10 ,10,155,2g,1g,54mg,145mg,29g,0g,14g,5g,0mg,65mg,1mg,135mg,4.3,326,,
4,6575925,Slow Cooker Rice Pudding,10 mins, 2 hrs 45 mins, 3 hrs 55 mins,8 ,8,176,5g,2g,33mg,113mg,28g,0g,19g,6g,0mg,154mg,1mg,212mg,4.5,157, 1 hr,
5,6575015,Sweet Rice,10 mins,35 mins,45 mins,6 ,6,418,19g,11g,90mg,76mg,54g,1g,24g,9g,0mg,181mg,2mg,334mg,4.5,60,,
6,6585406,Brown Sugar and Cinnamon Rice Pudding,5 mins,15 mins,25 mins,4 ,4,246,2g,1g,6mg,112mg,50g,1g,10g,6g,0mg,94mg,3mg,117mg,4.1,8,5 mins,
7,6585653,Rice Cooker Rice Pudding,,20 mins, 1 hr 50 mins,8 ,8,310,0g,0g,5mg,103mg,66g,1g,37g,11g,,309mg,2mg,409mg,3.2,47, 1 hr 30 mins,
8,6597104,Healthier Creamy Rice Pudding,10 mins, 1 hr 10 mins, 1 hr 20 mins,4 ,4,363,6g,3g,59mg,252mg,69g,2g,33g,9g,2mg,188mg,1mg,491mg,4.6,99,,
9,6579578,Kheer (Rice Pudding),5 mins,30 mins,35 mins,4 ,4,513,33g,24g,10mg,99mg,48g,3g,22g,11g,2mg,195mg,4mg,627mg,4.5,205,,
10,6599841,Rizogalo (Greek Rice Pudding),5 mins,40 mins, 5 hrs 15 mins,6 ,6,176,3g,2g,10mg,44mg,31g,1g,13g,4g,,119mg,1mg,161mg,4.7,11, 4 hrs 30 mins,
11,6663681,Creamiest Rice Pudding,10 mins, 1 hr 15 mins, 9 hrs 25 mins,12 ,12,173,3g,1g,55mg,136mg,29g,0g,25g,8g,0mg,219mg,0mg,275mg,4.6,747, 8 hrs,1 (9x13-inch) dish
12,6593419,Arroz con Leche (Mexican Rice Pudding),10 mins,30 mins,40 mins,10 ,10,443,11g,7g,39mg,151mg,73g,1g,40g,13g,2mg,392mg,2mg,496mg,4.6,25,,10 servings
13,6570332,Creamy Coconut Milk Rice Pudding,10 mins,45 mins,55 mins,10 ,10,487,21g,17g,52mg,138mg,72g,2g,44g,6g,3mg,92mg,5mg,484mg,4.6,36,,
14,6568232,Classic Minute® Rice Pudding,,,,4 ,4,311,6g,3g,108mg,259mg,53g,1g,28g,12g,1mg,239mg,1mg,390mg,4.6,77,,4 servings
15,6582114,Old-Fashioned Rice Pudding I,15 mins, 2 hrs 30 mins, 2 hrs 45 mins,6 ,6,294,7g,4g,80mg,105mg,49g,1g,33g,9g,1mg,208mg,1mg,386mg,3.8,148,,6 servings
16,6664309,Biko,15 mins,45 mins, 11 hrs,12 ,12,463,10g,6g,,17mg,90g,2g,38g,5g,0mg,43mg,2mg,142mg,4.5,25, 10 hrs,1 - 9x13 inch pan
17,6737585,Chef John's Classic Rice Pudding,5 mins,30 mins, 3 hrs 35 mins,4 ,4,235,6g,3g,65mg,180mg,40g,1g,19g,5g,0mg,114mg,1mg,156mg,4.7,130, 3 hrs,4 servings
18,6604011,Chocolate Rice Pudding,,40 mins,40 mins,6 ,6,204,4g,2g,10mg,40mg,39g,1g,14g,4g,0mg,83mg,1mg,170mg,4.2,18,,6 servings
19,6583426,Portuguese Sweet Rice,5 mins, 1 hr, 1 hr 5 mins,8 ,8,296,5g,3g,61mg,93mg,53g,0g,34g,10g,0mg,228mg,1mg,316mg,4.5,47,,8 servings
20,6590889,Japanese Banana Rice Pudding,10 mins,24 mins,49 mins,4 ,4,287,11g,6g,128mg,120mg,43g,2g,24g,5g,6mg,99mg,1mg,371mg,4.8,10,15 mins,2 cups
21,6585599,Instant Pot Rice Pudding,10 mins,30 mins,55 mins,6 ,6,332,5g,3g,19mg,113mg,64g,1g,35g,8g,2mg,226mg,2mg,437mg,4.4,16,15 mins,
22,6577883,Fast Rice Pudding,5 mins,10 mins,15 mins,3 ,3,424,9g,5g,33mg,122mg,76g,2g,45g,11g,2mg,330mg,2mg,391mg,4.1,113,,3 servings
23,6572411,Cinnamon Rice,5 mins,25 mins,30 mins,4 ,4,239,2g,0g,0mg,28mg,50g,1g,8g,4g,0mg,34mg,2mg,159mg,4.3,15,,
24,6574766,Instant Pot Vegan Rice Pudding,5 mins,30 mins,35 mins,6 ,6,154,1g,,,274mg,33g,1g,15g,2g,,107mg,0mg,98mg,4.3,10,,
25,6572808,Arroz con Leche,10 mins,40 mins,50 mins,10 ,10,325,6g,4g,23mg,148mg,59g,2g,32g,8g,3mg,222mg,2mg,388mg,4.4,70,,10 servings
26,6585458,Easy Rice Pudding,10 mins, 1 hr 30 mins, 2 hrs 10 mins,4 ,4,287,8g,5g,24mg,99mg,41g,0g,29g,9g,,284mg,1mg,378mg,3.3,37,30 mins,
27,6569214,Authentic Italian Rice Pudding,10 mins,40 mins, 3 hrs,8 ,8,394,19g,11g,157mg,177mg,45g,0g,27g,10g,0mg,238mg,1mg,307mg,4.4,9, 2 hrs 10 mins,8 servings
