,id_recipe,Prep Time:,Cook Time:,Total Time:,Servings:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Additional Time:,Yield:
0,6648446,15 mins,25 mins,40 mins,12 ,12,134,12g,6g,28mg,315mg,3g,1g,0g,4g,3mg,88mg,0mg,54mg,4.7,"3,106",,
1,6649705,15 mins,, 6 hrs 15 mins,6 ,6,682,47g,15g,48mg,1183mg,53g,3g,3g,13g,4mg,168mg,4mg,336mg,4.7,"1,433", 6 hrs,1 bread bowl with dip
2,6599288,15 mins,30 mins,45 mins,12 ,12,115,9g,5g,25mg,155mg,4g,2g,1g,6g,3mg,177mg,1mg,217mg,4.5,93,,
3,6584600,15 mins,15 mins,30 mins,24 ,24,133,12g,4g,17mg,236mg,2g,1g,,5g,2mg,141mg,0mg,56mg,4.6,430,,
4,6738133,15 mins,50 mins, 1 hr 5 mins,12 ,12,153,12g,6g,28mg,485mg,5g,1g,1g,7g,4mg,138mg,1mg,108mg,4.7,"2,932",,
5,6604897,10 mins,15 mins,30 mins,8 ,8,439,35g,22g,100mg,1059mg,9g,2g,1g,24g,7mg,645mg,2mg,284mg,4.8,19,5 mins,
6,6663167,20 mins,,20 mins,32 ,32,95,7g,3g,16mg,283mg,4g,1g,1g,5g,2mg,109mg,0mg,73mg,4.4,33,,32 servings
7,6738403,20 mins,25 mins,45 mins,16 ,16,82,6g,4g,19mg,203mg,3g,1g,0g,4g,3mg,110mg,0mg,85mg,4.5,685,,4 cups
8,6737708,10 mins,30 mins,40 mins,10 ,10,314,29g,13g,61mg,682mg,8g,2g,1g,9g,18mg,164mg,1mg,193mg,4.8,488,,10 servings
9,6572237,15 mins,,15 mins,48 ,48,100,10g,2g,7mg,109mg,2g,0g,0g,1g,3mg,18mg,0mg,66mg,4.5,48,,6 cups
10,6738685,15 mins,30 mins,45 mins,6 ,6,284,23g,14g,71mg,637mg,9g,3g,1g,13g,10mg,303mg,2mg,258mg,4.7,179,,6 servings
11,6592676,30 mins,, 1 hr,10 ,10,203,10g,6g,20mg,264mg,23g,2g,2g,6g,3mg,113mg,2mg,291mg,4.6,24,30 mins,2 cups
12,6577781,5 mins, 2 hrs, 2 hrs 5 mins,6 ,6,233,18g,11g,56mg,615mg,8g,3g,1g,12g,8mg,291mg,1mg,225mg,4.2,13,,6 servings
13,6597167,15 mins,20 mins,35 mins,56 ,56,80,8g,5g,19mg,90mg,2g,0g,0g,2g,1mg,48mg,0mg,53mg,4.6,546,,7 cups
14,6603595,10 mins,25 mins,35 mins,24 ,24,50,4g,2g,7mg,141mg,2g,1g,0g,2g,3mg,29mg,0mg,32mg,4.5,821,,3 cups
15,6562432,20 mins,30 mins,50 mins,16 ,16,121,10g,6g,27mg,347mg,4g,1g,0g,5g,4mg,121mg,1mg,105mg,5.0,2,,
16,6574865,15 mins,,15 mins,24 ,24,93,5g,3g,9mg,164mg,11g,2g,0g,3g,1mg,50mg,1mg,108mg,4.6,46,,1 bread bowl dip
17,6602303,10 mins,30 mins,40 mins,16 ,16,255,19g,10g,61mg,364mg,8g,1g,6g,13g,15mg,377mg,1mg,235mg,4.5,4,,2 quarts
18,6738150,15 mins,, 1 hr 15 mins,8 ,8,56,5g,2g,6mg,163mg,3g,2g,1g,1g,6mg,28mg,0mg,167mg,4.7,48, 1 hr,
19,6738020,10 mins,20 mins,30 mins,48 ,48,70,6g,2g,9mg,128mg,2g,1g,0g,2g,2mg,34mg,0mg,45mg,4.7,277,,6 cups
20,6591819,10 mins,25 mins,35 mins,16 ,16,194,17g,8g,39mg,380mg,5g,1g,0g,6g,5mg,116mg,1mg,108mg,4.7,"1,201",,1 7x11-inch dish
21,6737796,20 mins,20 mins,40 mins,24 ,24,35,3g,2g,7mg,84mg,2g,1g,0g,2g,6mg,42mg,0mg,60mg,4.2,88,,3 cups
22,6584495,20 mins,20 mins,40 mins,24 ,24,112,11g,5g,22mg,173mg,1g,0g,0g,4g,2mg,92mg,0mg,60mg,4.6,46,,6 cups
23,6573335,10 mins,25 mins,35 mins,12 ,12,99,8g,3g,14mg,206mg,5g,1g,0g,3g,3mg,57mg,0mg,74mg,3.5,2,,12 servings
24,6570358,10 mins,25 mins,35 mins,10 ,10,177,13g,,,576mg,10g,6g,,8g,3mg,1mg,0mg,4mg,4.0,5,,10 servings
25,6595804,15 mins,15 mins,30 mins,56 ,56,40,3g,2g,9mg,100mg,1g,0g,1g,2g,1mg,55mg,0mg,63mg,4.5,530,,7 cups
26,6596625,10 mins,25 mins,35 mins,12 ,12,159,13g,6g,29mg,524mg,5g,1g,1g,7g,4mg,150mg,1mg,107mg,4.8,52,,12 servings
