,id_recipe,Prep Time:,Cook Time:,Total Time:,Servings:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Additional Time:,Yield:
27,6603620,,,,20 ,20,62,6g,1g,5mg,104mg,2g,1g,1g,1g,11mg,29mg,0mg,89mg,4.3,67,,3 1/2 cups
28,6573361,30 mins,20 mins,50 mins,20 ,20,109,2g,1g,6mg,331mg,17g,2g,3g,6g,4mg,98mg,1mg,130mg,4.7,31,,1 bread bowl dip
29,6599237,15 mins,30 mins,45 mins,8 ,8,384,31g,7g,56mg,874mg,9g,3g,1g,20g,9mg,276mg,2mg,213mg,4.4,15,,8 servings
30,6579527,10 mins,15 mins,25 mins,36 ,36,169,16g,10g,49mg,400mg,2g,0g,0g,7g,1mg,201mg,0mg,75mg,4.6,5,,36 servings
31,6597094,5 mins,50 mins,55 mins,16 ,16,174,15g,4g,25mg,387mg,6g,1g,2g,6g,3mg,160mg,1mg,89mg,,,,16 servings
32,6573273,15 mins,35 mins,55 mins,6 ,6,283,25g,16g,67mg,337mg,5g,1g,2g,11g,5mg,266mg,1mg,347mg,4.4,21,5 mins,6 servings
33,6592227,10 mins,20 mins,30 mins,16 ,16,131,11g,7g,34mg,342mg,3g,1g,1g,6g,2mg,166mg,1mg,178mg,,,,1 /4 cup
34,6591235,30 mins,45 mins, 1 hr 15 mins,12 ,12,202,17g,8g,31mg,450mg,7g,1g,2g,7g,13mg,152mg,1mg,191mg,4.0,1,,12 servings
35,6604636,5 mins,,5 mins,8 ,8,306,20g,4g,30mg,439mg,23g,1g,2g,10g,13mg,12mg,1mg,122mg,4.5,19,,8 servings
36,6601410,10 mins,25 mins,35 mins,8 ,8,244,13g,7g,43mg,546mg,22g,3g,1g,11g,7mg,225mg,2mg,179mg,,,,1 8-inch baking dish
37,6650343,15 mins,25 mins,40 mins,12 ,12,103,8g,4g,22mg,322mg,4g,1g,1g,5g,3mg,96mg,0mg,78mg,4.3,9,,12 servings
38,6581735,20 mins,20 mins,40 mins,10 ,10,484,38g,21g,125mg,715mg,10g,1g,3g,26g,16mg,669mg,0mg,197mg,4.0,1,,10 servings
39,6583891,10 mins,35 mins,45 mins,16 ,16,134,9g,5g,28mg,320mg,7g,1g,2g,7g,8mg,173mg,1mg,92mg,4.5,2,,4 cups
40,6572965,20 mins,25 mins,45 mins,10 ,10,386,35g,10g,46mg,624mg,9g,2g,5g,11g,6mg,309mg,1mg,158mg,4.1,31,,10 servings
41,6600448,15 mins,,15 mins,16 ,16,204,22g,3g,10mg,244mg,2g,1g,1g,1g,4mg,30mg,1mg,85mg,4.3,6,,16 servings
42,6602302,10 mins,15 mins,25 mins,8 ,8,159,13g,8g,38mg,458mg,5g,2g,1g,7g,18mg,138mg,2mg,369mg,,,,8 servings
43,6582494,15 mins,15 mins,30 mins,36 ,,,,,,,,,,,,,,,4.0,24,,4 1/2 cups
44,6572385,10 mins,30 mins,40 mins,48 ,48,86,7g,4g,20mg,283mg,3g,0g,1g,4g,2mg,110mg,0mg,92mg,4.1,10,,48 servings
45,6590387,10 mins,,10 mins,24 ,24,64,5g,1g,,122mg,5g,2g,0g,2g,6mg,26mg,2mg,193mg,4.5,2,,3 cups
46,6575909,5 mins,,10 mins,24 ,24,30,2g,1g,5mg,159mg,2g,0g,1g,1g,4mg,42mg,0mg,107mg,3.6,5,5 mins,24 servings
47,6572085,20 mins,15 mins,35 mins,12 ,12,158,9g,5g,25mg,423mg,8g,2g,1g,10g,14mg,298mg,1mg,236mg,3.6,5,,12 servings
48,6565327,15 mins,1 day 1 hr,1 day 1 hr 15 mins,14 ,14,289,23g,8g,36mg,511mg,15g,2g,2g,8g,9mg,167mg,1mg,105mg,5.0,2,,3 1/2 cups
49,6603703,30 mins,20 mins,50 mins,12 ,12,360,29g,16g,96mg,484mg,7g,1g,1g,18g,13mg,460mg,0mg,157mg,4.0,20,,6 cups
50,6580105,20 mins,, 1 hr 20 mins,10 ,10,61,6g,1g,,191mg,3g,1g,1g,1g,8mg,26mg,3mg,177mg,4.7,6, 1 hr,10 servings
51,6575155,15 mins, 1 hr 30 mins, 1 hr 45 mins,10 ,10,207,12g,6g,52mg,633mg,8g,1g,2g,16g,2mg,300mg,1mg,213mg,5.0,1,,10 servings
52,6573204,10 mins,25 mins,35 mins,12 ,12,128,10g,3g,,323mg,8g,5g,0g,5g,3mg,13mg,0mg,36mg,,,,12 servings
53,6571380,15 mins,, 1 hr 15 mins,16 ,16,160,15g,8g,42mg,201mg,2g,1g,0g,6g,1mg,110mg,1mg,119mg,4.3,10, 1 hr,1 cheese ball
54,6563327,30 mins,35 mins, 1 hr 5 mins,16 ,16,136,9g,4g,53mg,176mg,3g,1g,1g,10g,5mg,137mg,1mg,219mg,,,,16 servings
