,id_recipe,Prep Time:,Cook Time:,Total Time:,Servings:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Additional Time:,Yield:
0,7555287,15 mins,25 mins,40 mins,4 ,4,874,57g,25g,369mg,1286mg,34g,6g,8g,68g,101mg,288mg,4mg,1106mg,4.8,11,,
1,7376035,20 mins,25 mins,45 mins,4 servings,4,850,53g,24g,362mg,1122mg,30g,8g,11g,69g,94mg,315mg,5mg,1448mg,4.9,8,,
2,6648262,15 mins,20 mins,45 mins,4 ,4,471,25g,9g,187mg,840mg,25g,1g,2g,42g,3mg,380mg,2mg,389mg,4.8,"4,650",10 mins,4 servings
3,6649218,15 mins,30 mins,45 mins,6 ,6,281,11g,3g,75mg,326mg,14g,1g,1g,30g,0mg,150mg,2mg,260mg,4.4,"3,276",,6 servings
4,6605692,10 mins,20 mins,30 mins,4 ,4,400,28g,5g,96mg,374mg,2g,0g,0g,32g,,73mg,1mg,249mg,4.6,308,,
5,6649962,30 mins, 1 hr, 1 hr 30 mins,2 ,2,528,18g,8g,184mg,1310mg,45g,6g,17g,44g,3mg,445mg,4mg,804mg,4.6,"1,762",,
6,6663930,15 mins,35 mins,50 mins,6 ,6,477,22g,8g,100mg,1022mg,28g,3g,9g,40g,2mg,424mg,2mg,559mg,4.4,"2,187",,
7,6651119,20 mins,55 mins, 1 hr 15 mins,6 ,6,395,12g,5g,116mg,803mg,33g,4g,10g,37g,2mg,307mg,4mg,576mg,4.7,178,,
8,6739510,30 mins,40 mins, 1 hr 10 mins,4 ,4,715,29g,6g,126mg,655mg,67g,6g,3g,46g,20mg,295mg,6mg,1062mg,4.6,254,,
9,6737603,20 mins,10 mins,30 mins,2 ,2,442,25g,12g,217mg,1605mg,6g,1g,3g,47g,5mg,212mg,3mg,517mg,4.9,161,,
10,6577360,10 mins,20 mins,30 mins,4 ,4,367,23g,4g,97mg,384mg,2g,0g,0g,35g,2mg,74mg,1mg,368mg,4.7,270,,
11,6592199,15 mins,20 mins,35 mins,4 ,4,271,14g,8g,93mg,463mg,10g,0g,0g,28g,0mg,90mg,1mg,215mg,4.8,334,,4 servings
12,6574504,15 mins,40 mins, 1 hr 15 mins,4 ,4,259,9g,4g,127mg,603mg,11g,1g,3g,33g,4mg,240mg,2mg,444mg,4.9,9,20 mins,4 servings
