,id_recipe,Prep Time:,Cook Time:,Total Time:,Servings:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Additional Time:,Yield:
13,6664330,10 mins,45 mins,55 mins,8 ,8,278,16g,9g,102mg,517mg,4g,0g,0g,27g,1mg,98mg,2mg,227mg,4.6,339,,8 servings
14,6664386,15 mins,30 mins,45 mins,6 ,6,513,23g,10g,168mg,1249mg,31g,3g,7g,44g,2mg,453mg,4mg,518mg,4.6,"2,303",,6 servings
15,6737161,20 mins,50 mins, 1 hr 10 mins,6 ,6,423,28g,16g,130mg,614mg,14g,1g,1g,28g,3mg,114mg,2mg,261mg,4.6,442,,
16,6738832,20 mins,14 mins,34 mins,2 ,2,1010,46g,15g,259mg,2073mg,85g,7g,14g,61g,5mg,414mg,7mg,898mg,4.7,72,,2 servings
17,6570297,20 mins, 1 hr 30 mins, 1 hr 55 mins,10 ,10,1122,66g,15g,139mg,1491mg,92g,7g,16g,38g,4mg,548mg,6mg,711mg,4.5,76,5 mins,
18,6569825,20 mins,30 mins,50 mins,3 ,3,609,38g,15g,209mg,690mg,19g,2g,7g,46g,12mg,403mg,5mg,572mg,4.5,192,,3 servings
19,6737033,15 mins, 1 hr 15 mins, 1 hr 30 mins,6 ,6,607,40g,17g,174mg,821mg,13g,1g,1g,45g,2mg,110mg,3mg,414mg,4.7,896,,6 servings
20,6737965,15 mins, 1 hr 15 mins, 1 hr 30 mins,4 ,4,364,18g,10g,174mg,644mg,8g,1g,1g,42g,3mg,151mg,2mg,466mg,4.5,697,,4 servings
21,6594517,10 mins,35 mins,45 mins,6 ,6,187,5g,2g,78mg,185mg,4g,1g,1g,31g,5mg,123mg,2mg,438mg,4.4,601,,6 servings
22,6739408,5 mins,45 mins,50 mins,6 ,6,359,11g,4g,47mg,891mg,39g,3g,6g,24g,7mg,196mg,3mg,318mg,4.1,110,,
23,6663271,25 mins,25 mins, 1 hr,4 ,4,695,25g,9g,121mg,3504mg,80g,6g,11g,41g,4mg,388mg,5mg,676mg,4.8,40,10 mins,4 servings
24,6738573,20 mins,12 mins,32 mins,4 ,4,277,10g,4g,88mg,1190mg,10g,3g,5g,37g,26mg,335mg,2mg,777mg,4.8,40,,4 servings
25,6597699,10 mins,30 mins,40 mins,6 ,6,1024,60g,25g,141mg,2569mg,74g,6g,13g,55g,27mg,554mg,6mg,1062mg,4.7,83,,
26,6586242,15 mins,45 mins, 1 hr,6 ,6,466,27g,10g,225mg,981mg,1g,0g,0g,52g,6mg,325mg,3mg,482mg,4.4,645,,12 drumsticks
27,6568378,20 mins,30 mins,50 mins,4 ,4,1168,39g,9g,189mg,1528mg,139g,8g,7g,63g,3mg,417mg,8mg,632mg,4.9,15,,
28,6600349,10 mins,20 mins,30 mins,6 ,6,226,10g,3g,73mg,353mg,4g,0g,0g,28g,0mg,102mg,1mg,233mg,4.7,188,,6 servings
29,6593369,15 mins, 2 hrs 48 mins, 3 hrs 3 mins,6 ,6,1051,47g,21g,243mg,2685mg,99g,10g,23g,57g,6mg,806mg,8mg,1063mg,4.3,43,,6 servings
30,6597568,,,,5 ,5,257,10g,5g,103mg,281mg,5g,1g,1g,35g,3mg,71mg,2mg,399mg,4.4,344,,4 to 6 servings
31,6561473,10 mins,30 mins,40 mins,4 ,4,377,17g,8g,139mg,476mg,21g,1g,0g,35g,54mg,226mg,3mg,423mg,,,,4 chicken breasts
32,6650436,5 mins,15 mins,20 mins,2 ,2,245,9g,4g,156mg,553mg,19g,0g,,28g,,,,264mg,,,,
33,6605962,15 mins,30 mins,45 mins,4 ,4,328,11g,3g,118mg,351mg,22g,2g,2g,33g,,211mg,4mg,320mg,4.0,54,,4 servings
34,6649351,5 mins,15 mins,20 mins,2 ,2,884,34g,18g,105mg,3513mg,97g,5g,,41g,,,,476mg,5.0,1,,
35,6588611,20 mins, 1 hr, 1 hr 25 mins,12 ,12,443,21g,12g,130mg,1284mg,16g,2g,7g,48g,10mg,617mg,3mg,760mg,4.4,103,5 mins,1 9x13-inch baking dish
36,6574266,10 mins,20 mins,30 mins,4 ,4,383,16g,7g,135mg,929mg,26g,4g,11g,33g,8mg,200mg,3mg,581mg,4.8,37,,4 servings
37,6582041,10 mins, 5 hrs, 5 hrs 10 mins,6 ,6,491,22g,11g,107mg,1304mg,38g,1g,5g,35g,2mg,164mg,4mg,521mg,3.8,397,,6 servings
38,6604850,15 mins,15 mins,30 mins,4 ,4,486,13g,5g,87mg,1139mg,50g,5g,13g,40g,3mg,346mg,4mg,708mg,4.3,23,,4 servings
39,6581671,15 mins,40 mins,55 mins,20 ,20,398,16g,9g,76mg,781mg,28g,3g,7g,33g,1mg,477mg,2mg,359mg,3.5,2,,20 servings
40,6591396,25 mins,45 mins, 1 hr 10 mins,5 ,5,382,15g,3g,82mg,802mg,29g,3g,1g,37g,18mg,146mg,3mg,751mg,,,,5 servings
41,6649817,15 mins, 1 hr, 1 hr 15 mins,4 ,4,435,18g,7g,180mg,1065mg,32g,2g,3g,34g,,141mg,3mg,332mg,5.0,1,,4 chicken breasts
42,6578881,45 mins,20 mins, 10 hrs 5 mins,8 ,8,1104,54g,18g,106mg,3563mg,110g,7g,20g,43g,3mg,735mg,7mg,699mg,,, 9 hrs,4 subs
43,6578919,10 mins,35 mins,45 mins,5 ,5,224,7g,3g,111mg,274mg,9g,1g,1g,30g,0mg,135mg,2mg,257mg,4.4,466,,5 chicken breasts
