,id_recipe,name,Prep Time:,Cook Time:,Total Time:,Servings:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Yield:,Additional Time:
40,6664467,Reindeer Food,15 mins,5 mins,50 mins,24 ,24,435,23g,9g,8mg,598mg,52g,3g,28g,9g,1mg,96mg,2mg,283mg,4.8,44,,30 mins
41,6663172,Robbi's M&Ms Cookies,15 mins,20 mins,35 mins,72 ,72,82,4g,1g,6mg,55mg,11g,0g,7g,1g,,9mg,0mg,22mg,4.5,"1,532",72 cookies,
42,6605506,Dill Dip,5 mins,, 8 hrs 5 mins,32 ,32,131,14g,4g,12mg,130mg,1g,0g,,1g,0mg,25mg,0mg,36mg,4.5,338,4 cups, 8 hrs
43,6739425,Caramels,15 mins,25 mins,40 mins,60 ,60,115,6g,4g,20mg,30mg,15g,,11g,1g,0mg,20mg,,25mg,4.7,910,60 caramels,
44,6664280,Jam Filled Butter Cookies,30 mins,10 mins,40 mins,36 ,36,82,4g,3g,22mg,29mg,11g,0g,5g,1g,0mg,4mg,0mg,12mg,4.6,"1,284",3 dozen,
45,6737996,Boiled Peanuts,5 mins, 3 hrs, 3 hrs 5 mins,40 ,40,322,28g,4g,,2345mg,9g,5g,2g,15g,,54mg,3mg,401mg,4.6,93,5 pounds,
46,6648704,Instant Pot Pot Roast,20 mins, 1 hr 30 mins, 2 hrs 5 mins,12 ,12,233,14g,5g,52mg,536mg,11g,2g,3g,15g,6mg,33mg,2mg,458mg,4.5,72,,15 mins
47,6599332,Funeral Sandwiches,15 mins,20 mins, 4 hrs 35 mins,24 ,24,419,12g,11g,80mg,559mg,46g,2g,3g,20g,1mg,95mg,0mg,85mg,3.5,15,24 sandwiches, 4 hrs
48,6664217,Texas Sausage Kolaches (Klobasneks),45 mins,15 mins, 2 hrs 10 mins,20 ,20,264,13g,7g,51mg,367mg,27g,1g,6g,9g,0mg,100mg,2mg,111mg,4.8,27,, 1 hr 10 mins
49,6663996,Pignoli Cookies,30 mins,15 mins,45 mins,36 ,36,101,6g,1g,,7mg,11g,1g,6g,3g,0mg,18mg,1mg,70mg,4.4,192,3 dozen,
50,6649194,Grandma's Chocolate Texas Sheet Cake,15 mins,25 mins,45 mins,24 ,24,259,12g,8g,47mg,170mg,36g,1g,27g,2g,0mg,20mg,1mg,55mg,4.6,47,1 10x15-inch cake,5 mins
51,6737636,Alabama Fire Crackers,15 mins,, 9 hrs 15 mins,30 ,30,181,14g,2g,,320mg,13g,0g,0g,1g,0mg,1mg,0mg,22mg,4.8,297,, 9 hrs
52,6650898,Irish Potato Candy,20 mins,,30 mins,60 ,60,59,2g,2g,4mg,20mg,10g,0g,9g,0g,,3mg,0mg,14mg,4.4,306,5 dozen,10 mins
53,6739397,Easy Lemon Cookies,10 mins,10 mins,20 mins,36 ,36,87,4g,1g,14mg,107mg,12g,0g,7g,1g,,8mg,0mg,16mg,4.6,"1,892",36 cookies,
54,6650426,Chocolate Oatmeal Cookies,15 mins,10 mins,25 mins,36 ,36,79,4g,1g,5mg,92mg,11g,1g,6g,1g,,13mg,1mg,36mg,4.6,514,3 dozen cookies,
55,6603320,Oatmeal Butterscotch Cookies,20 mins,10 mins,30 mins,48 ,48,119,5g,3g,15mg,81mg,16g,1g,10g,1g,,8mg,0mg,41mg,4.5,667,48 cookies,
56,6738702,Baked Hawaiian Sandwiches,15 mins,20 mins,35 mins,24 ,24,426,11g,11g,78mg,488mg,47g,2g,3g,23g,1mg,200mg,0mg,57mg,4.7,193,24 sliders,
57,6575143,Rita's Sweet Holiday Baked Ham,20 mins, 2 hrs, 2 hrs 30 mins,24 ,24,667,42g,15g,127mg,2918mg,28g,0g,23g,42g,86mg,32mg,2mg,775mg,4.7,338,,10 mins
58,6581973,Beef Tamales,30 mins, 4 hrs 30 mins, 5 hrs,36 ,36,347,24g,9g,38mg,248mg,23g,3g,0g,9g,0mg,47mg,3mg,195mg,4.5,197,6 dozen tamales,
59,6650854,Oatmeal Peanut Butter Cookies,15 mins,10 mins,25 mins,48 ,48,120,7g,2g,8mg,152mg,13g,1g,8g,2g,,9mg,0mg,55mg,4.6,"3,122",48 cookies,
60,6664048,Spinach Rolls with Puff Pastry,20 mins,25 mins,45 mins,36 ,36,133,10g,3g,7mg,97mg,10g,1g,0g,3g,1mg,34mg,1mg,46mg,4.7,19,36 spinach rolls,
61,6650131,Rainbow Cookies,45 mins,10 mins, 10 hrs 30 mins,96 ,96,61,3g,2g,13mg,17mg,7g,0g,,1g,0mg,7mg,0mg,21mg,4.7,333,8 dozen, 9 hrs 35 mins
62,6573177,Philly Cheesesteak Egg Rolls,40 mins,35 mins, 1 hr 25 mins,24 ,24,133,9g,5g,28mg,330mg,6g,0g,1g,7g,3mg,87mg,1mg,93mg,4.6,8,24 egg rolls,10 mins
