,id_recipe,name,Prep Time:,Cook Time:,Total Time:,Servings:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Yield:,Additional Time:
0,7965161,Spanish Chorizo Stuffed Chicken Breast,20 mins,30 mins,50 mins,2 ,2,628,42g,15g,162mg,1215mg,10g,1g,1g,47g,1mg,100mg,3mg,516mg,5.0,5,,
1,7643163,Creamy Sausage Orzo,8 mins,22 mins,30 mins,4 ,4,419,24g,9g,46mg,1039mg,31g,5g,8g,21g,69mg,275mg,4mg,778mg,5.0,5,,
2,7488380,Creamy Sausage Orzo,10 mins,25 mins,35 mins,4 servings,4,577,42g,17g,80mg,737mg,22g,1g,3g,12g,6mg,96mg,2mg,452mg,,,,
3,7107673,TikTok Candied Kielbasa Bites,5 mins,35 mins,40 mins,10 ,10,235,9g,3g,23mg,392mg,34g,,,4g,,,,149mg,3.0,2,,
4,6745224,Autumn Ratatouille with Hillshire Farm Smoked Sausage,20 mins,30 mins,50 mins,4 ,4,497,38g,10g,53mg,1538mg,29g,7g,7g,14g,29mg,45mg,1mg,716mg,4.7,18,4 servings,
5,6651020,Cocktail Wieners,10 mins, 2 hrs, 2 hrs 10 mins,10 ,10,389,27g,9g,59mg,1159mg,27g,0g,22g,12g,17mg,12mg,1mg,52mg,4.7,13,,
6,6650251,Easy Sausage Gravy and Biscuits,5 mins,10 mins,15 mins,8 ,8,333,19g,6g,25mg,718mg,31g,1g,8g,10g,0mg,118mg,2mg,209mg,4.8,"1,251",,
7,7963501,Creamy Cajun Shrimp and Sausage Pasta,20 mins,25 mins,45 mins,6 ,6,408,27g,13g,114mg,1095mg,28g,2g,4g,15g,40mg,68mg,2mg,467mg,5.0,1,,
8,7814308,Bologna Sliders with Fried Onions,10 mins,5 mins,15 mins,8 ,8,196,7g,2g,8mg,485mg,27g,2g,5g,7g,2mg,106mg,2mg,149mg,5.0,2,,
9,7253819,Skillet Sausage and Potatoes,15 mins,25 mins,40 mins,4 servings,4,552,36g,13g,71mg,788mg,40g,6g,10g,18g,86mg,60mg,4mg,1057mg,4.6,5,,
10,7253642,Skillet Sausage and Vegetables,15 mins,30 mins,45 mins,5 servings,5,356,16g,3g,85mg,756mg,27g,3g,4g,26g,92mg,53mg,3mg,1020mg,5.0,2,,
11,6663266,Sausage Balls,10 mins,20 mins,30 mins,15 ,15,264,19g,9g,49mg,660mg,11g,0g,0g,13g,0mg,249mg,1mg,125mg,4.5,"1,311",30 sausage balls,
12,6664331,Bisquick Sausage Balls,15 mins,25 mins,40 mins,16 ,16,649,49g,22g,98mg,1298mg,29g,1g,,24g,1mg,488mg,3mg,228mg,3.9,149,64 balls,
13,6663150,Beer Brats,5 mins,20 mins,25 mins,10 ,10,382,27g,9g,69mg,1031mg,10g,1g,1g,14g,2mg,37mg,1mg,402mg,4.6,382,,
14,6598248,Homemade Sweet Italian Sausage (Mild or Hot),20 mins,15 mins, 12 hrs 35 mins,12 ,12,243,16g,6g,74mg,640mg,2g,1g,1g,21g,2mg,33mg,2mg,338mg,4.7,243,3 pounds, 12 hrs
15,6664049,"Italian Sausage, Peppers, and Onions",15 mins,30 mins,45 mins,6 ,6,461,39g,15g,96mg,857mg,7g,2g,3g,17g,56mg,44mg,2mg,445mg,4.7,"1,839",,
16,6738173,Easy Smoked Sausage Skillet,5 mins,15 mins,20 mins,4 ,4,722,45g,14g,72mg,1243mg,55g,6g,5g,23g,96mg,174mg,4mg,395mg,4.4,379,,
17,6651108,Air Fryer Sausage Patties,5 mins,10 mins,15 mins,4 ,4,145,9g,3g,46mg,393mg,1g,,1g,14g,0mg,16mg,1mg,228mg,4.9,15,,
18,6579117,Sausage and Sauerkraut,15 mins, 3 hrs 20 mins, 3 hrs 35 mins,5 ,5,777,62g,26g,128mg,2702mg,29g,7g,20g,25g,31mg,84mg,3mg,509mg,4.7,273,,
19,6739294,Kielbasa with Peppers and Potatoes,10 mins,30 mins,40 mins,6 ,6,404,23g,7g,50mg,697mg,36g,4g,3g,13g,22mg,34mg,2mg,1201mg,4.5,755,,
20,6599504,Turkey Breakfast Sausage,10 mins,15 mins,25 mins,8 ,8,176,9g,2g,84mg,545mg,2g,0g,2g,23g,0mg,32mg,2mg,237mg,4.7,184,,
21,6738466,Sausage Casserole,25 mins, 1 hr 5 mins, 1 hr 35 mins,12 ,12,356,26g,13g,188mg,755mg,8g,1g,1g,22g,4mg,256mg,1mg,307mg,4.7,"1,275",1 9x13-inch casserole,5 mins
