,id_recipe,Prep Time:,Cook Time:,Total Time:,Servings:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Yield:,Additional Time:
0,6588199,10 mins,30 mins,40 mins,12 ,12,50,2g,0g,2mg,443mg,7g,2g,2g,2g,2mg,27mg,1mg,133mg,4.5,321,,
1,6648617,30 mins,30 mins, 1 hr,9 ,9,304,21g,10g,70mg,222mg,21g,4g,6g,12g,16mg,141mg,2mg,460mg,4.7,231,9 enchiladas,
2,6649503,25 mins,30 mins, 1 hr,8 ,8,583,29g,12g,94mg,1216mg,46g,7g,1g,33g,10mg,235mg,7mg,791mg,4.6,505,,5 mins
3,6648696,15 mins,35 mins,50 mins,8 ,8,498,16g,9g,72mg,1227mg,50g,4g,3g,27g,11mg,327mg,4mg,496mg,4.5,"3,058",8 enchiladas,
4,6664579,15 mins, 1 hr 30 mins, 1 hr 45 mins,8 ,8,488,25g,13g,95mg,955mg,33g,4g,3g,33g,11mg,501mg,2mg,341mg,4.4,"1,045",,
5,6664015,15 mins,30 mins,45 mins,8 ,8,352,17g,7g,51mg,794mg,31g,1g,1g,19g,11mg,229mg,2mg,172mg,4.6,"1,470",,
6,6651064,25 mins,25 mins,50 mins,5 ,5,510,36g,21g,95mg,354mg,32g,6g,1g,18g,14mg,513mg,3mg,540mg,4.4,"1,449",10 enchiladas,
7,6650247,15 mins,40 mins,55 mins,6 ,6,619,27g,12g,60mg,1459mg,67g,4g,4g,26g,15mg,340mg,5mg,398mg,4.6,"4,646",,
8,6738859,45 mins,45 mins, 1 hr 30 mins,6 ,6,737,52g,22g,136mg,977mg,42g,5g,3g,29g,75mg,453mg,3mg,502mg,4.7,758,,
9,6648989,35 mins,10 mins,45 mins,6 ,6,477,24g,12g,57mg,609mg,46g,6g,2g,21g,8mg,474mg,2mg,498mg,4.2,79,,
10,6648602,25 mins,40 mins, 1 hr 5 mins,6 ,6,479,20g,11g,55mg,1056mg,55g,12g,2g,23g,17mg,407mg,4mg,811mg,4.4,51,,
11,6663725,45 mins, 1 hr 5 mins, 1 hr 55 mins,8 ,8,710,36g,18g,126mg,1765mg,53g,4g,4g,42g,19mg,509mg,5mg,590mg,4.7,"3,162",1 9x13-inch dish,5 mins
12,6591661,20 mins,,50 mins,5 ,5,644,41g,20g,140mg,1412mg,32g,1g,2g,34g,,289mg,2mg,203mg,4.6,201,10 enchiladas,30 mins
13,6650990,20 mins,30 mins,50 mins,10 ,10,448,21g,10g,60mg,1274mg,41g,3g,2g,22g,1mg,303mg,4mg,239mg,4.4,"1,098",,
14,6579103,20 mins,40 mins, 1 hr,6 ,6,607,37g,21g,136mg,1078mg,43g,3g,3g,27g,4mg,449mg,4mg,435mg,4.4,561,6 enchiladas,
15,6594038,30 mins,20 mins,50 mins,6 ,6,673,34g,15g,136mg,499mg,54g,8g,2g,41g,9mg,407mg,4mg,628mg,4.3,202,,
16,6570892,45 mins, 3 hrs 20 mins, 4 hrs 5 mins,10 ,10,577,38g,19g,112mg,667mg,30g,4g,2g,30g,18mg,373mg,4mg,463mg,4.6,504,,
17,6577309,35 mins,40 mins, 1 hr 25 mins,16 ,16,222,10g,5g,43mg,549mg,16g,3g,1g,17g,10mg,200mg,2mg,316mg,5.0,13,16 enchiladas,10 mins
18,6573101,15 mins, 1 hr, 1 hr 25 mins,6 ,6,724,29g,13g,89mg,1134mg,77g,6g,3g,37g,9mg,495mg,6mg,547mg,4.4,247,12 enchiladas,10 mins
19,6603839,30 mins,30 mins, 1 hr,6 ,6,798,52g,25g,172mg,1081mg,33g,4g,3g,50g,17mg,542mg,3mg,511mg,4.6,400,,
20,6585224,45 mins,35 mins, 1 hr 20 mins,4 ,4,559,25g,7g,84mg,1344mg,49g,8g,7g,37g,23mg,279mg,3mg,866mg,4.7,620,,
21,6664816,20 mins,30 mins,50 mins,6 ,6,565,34g,20g,120mg,1166mg,33g,5g,2g,33g,2mg,120mg,3mg,484mg,4.6,"1,289",6 servings,
22,6649918,15 mins,50 mins, 1 hr 5 mins,8 ,8,322,11g,5g,19mg,994mg,44g,8g,3g,13g,20mg,224mg,3mg,501mg,4.6,160,8 servings,
23,6738111,30 mins, 1 hr 20 mins, 2 hrs,6 ,6,827,47g,28g,163mg,2147mg,53g,6g,3g,47g,41mg,184mg,5mg,760mg,4.5,24,6 servings,10 mins
24,6739314,15 mins,15 mins,30 mins,6 ,6,434,26g,14g,85mg,540mg,24g,3g,1g,26g,13mg,373mg,2mg,295mg,4.2,232,1 9x13-inch baking dish,
25,6589872,10 mins,40 mins,50 mins,6 ,6,456,19g,8g,56mg,1248mg,46g,5g,5g,23g,3mg,197mg,3mg,290mg,4.5,479,6 enchiladas,
26,6737680,25 mins, 1 hr 15 mins, 1 hr 40 mins,7 ,7,584,36g,20g,123mg,599mg,38g,4g,2g,29g,16mg,339mg,4mg,591mg,4.8,551,7 servings,
27,6663321,20 mins,30 mins,50 mins,7 ,7,310,15g,7g,34mg,1177mg,34g,7g,7g,13g,11mg,313mg,3mg,632mg,4.0,134,6 to 8 servings,
28,6650583,30 mins, 4 hrs, 4 hrs 30 mins,10 ,10,824,44g,19g,123mg,1931mg,66g,5g,4g,40g,21mg,543mg,7mg,503mg,4.1,237,10 servings,
29,6737399,15 mins,40 mins,55 mins,6 ,6,556,34g,15g,116mg,1122mg,26g,3g,6g,35g,9mg,434mg,4mg,605mg,4.4,"1,056",6 servings,
30,6589376,20 mins,30 mins,50 mins,8 ,8,755,46g,22g,150mg,639mg,49g,4g,1g,36g,12mg,265mg,5mg,607mg,4.2,426,8 servings,
31,6736997,20 mins,20 mins,40 mins,10 ,10,525,37g,18g,89mg,1178mg,24g,4g,4g,27g,1mg,509mg,3mg,400mg,4.2,68,10 servings,
32,6664367,20 mins,20 mins,40 mins,12 ,12,426,25g,14g,66mg,951mg,33g,3g,,18g,2mg,401mg,3mg,335mg,4.0,58,12 enchiladas,
33,6584496,15 mins,30 mins,45 mins,6 ,6,495,26g,15g,106mg,1247mg,32g,2g,5g,33g,43mg,112mg,3mg,650mg,4.0,58,6 servings,
34,6596093,,,,8 ,8,533,25g,12g,139mg,2043mg,31g,4g,2g,47g,17mg,400mg,3mg,621mg,4.4,222,8 servings,
35,6588164,25 mins,50 mins, 1 hr 30 mins,8 ,8,642,36g,18g,102mg,1684mg,46g,7g,3g,33g,16mg,480mg,4mg,452mg,4.4,46,8 servings,15 mins
36,6738378,45 mins, 1 hr 50 mins, 2 hrs 35 mins,4 ,4,829,47g,24g,146mg,2486mg,58g,7g,11g,45g,27mg,180mg,8mg,1134mg,4.6,186,8 enchiladas,
37,6606372,20 mins,40 mins, 1 hr,5 ,5,688,35g,17g,112mg,1296mg,49g,5g,3g,43g,14mg,754mg,6mg,851mg,4.6,71,5 servings,
38,6574974,25 mins,45 mins, 1 hr 10 mins,8 ,8,366,24g,14g,92mg,508mg,16g,2g,1g,23g,14mg,287mg,1mg,303mg,4.4,837,8 servings,
39,6741588,20 mins,45 mins, 1 hr 5 mins,6 ,6,712,46g,26g,142mg,2089mg,36g,4g,4g,41g,1mg,646mg,3mg,525mg,4.3,939,6 servings,
40,6592806,10 mins,30 mins,40 mins,6 ,6,625,37g,21g,138mg,1588mg,37g,2g,5g,34g,0mg,299mg,3mg,373mg,4.5,169,6 enchiladas,
41,6602781,30 mins,40 mins, 1 hr 10 mins,16 ,16,374,25g,12g,84mg,514mg,17g,2g,1g,21g,2mg,168mg,2mg,244mg,4.7,37,16 enchiladas,
42,6573787,15 mins,30 mins,45 mins,10 ,10,595,26g,11g,54mg,1757mg,68g,5g,6g,24g,2mg,218mg,5mg,527mg,4.4,78,20 enchiladas,
43,6606328,10 mins,30 mins,40 mins,8 ,8,675,45g,21g,134mg,981mg,34g,6g,1g,34g,9mg,332mg,5mg,625mg,4.5,15,8 servings,
44,6569834,30 mins,30 mins, 1 hr,6 ,6,549,31g,16g,98mg,1685mg,34g,4g,3g,33g,27mg,412mg,2mg,429mg,4.6,"1,596",6 servings,
45,6595575,15 mins,45 mins, 1 hr,12 ,12,571,22g,10g,120mg,996mg,65g,5g,3g,27g,10mg,372mg,6mg,505mg,4.2,298,12 servings,
46,6581082,15 mins, 1 hr, 1 hr 15 mins,8 ,8,542,31g,18g,138mg,512mg,29g,4g,2g,39g,24mg,580mg,2mg,580mg,4.2,164,8 servings,
47,6575181,20 mins,35 mins, 1 hr,8 ,8,449,22g,11g,87mg,1522mg,35g,8g,3g,28g,8mg,299mg,4mg,649mg,4.4,523,8 servings,5 mins
48,6591384,20 mins,30 mins,50 mins,12 ,12,265,13g,7g,40mg,664mg,23g,2g,3g,13g,5mg,238mg,2mg,267mg,4.4,663,12 enchiladas,
49,6577973,45 mins, 6 hrs 48 mins, 7 hrs 33 mins,8 ,8,515,27g,11g,79mg,632mg,31g,2g,4g,29g,54mg,407mg,4mg,456mg,4.7,11,8 servings,
50,6570709,30 mins, 1 hr, 1 hr 30 mins,6 ,6,992,55g,31g,218mg,1467mg,63g,5g,5g,60g,60mg,788mg,6mg,750mg,4.6,105,6 servings,
51,6601874,30 mins,30 mins, 1 hr,8 ,8,707,44g,22g,160mg,909mg,39g,2g,2g,38g,11mg,355mg,4mg,403mg,4.7,692,8 servings,
52,6570730,30 mins,20 mins,50 mins,6 ,6,640,49g,26g,170mg,663mg,28g,4g,2g,23g,10mg,334mg,2mg,274mg,4.6,88,6 servings,
53,6736835,20 mins,20 mins,40 mins,6 ,6,465,26g,11g,59mg,822mg,39g,6g,2g,21g,12mg,109mg,2mg,477mg,4.7,94,,
54,6569812,10 mins, 1 hr 15 mins, 1 hr 30 mins,8 ,8,365,19g,10g,89mg,475mg,21g,3g,3g,28g,11mg,247mg,1mg,243mg,4.7,19,8 servings,5 mins
55,6568256,15 mins,30 mins,45 mins,6 ,6,655,40g,18g,136mg,1421mg,42g,6g,4g,33g,13mg,266mg,5mg,893mg,4.7,87,12 enchiladas,
56,6737273,30 mins, 1 hr 15 mins, 1 hr 55 mins,4 ,4,739,35g,13g,101mg,2707mg,78g,14g,24g,35g,95mg,248mg,7mg,1374mg,4.4,27,12 enchiladas,10 mins
57,6595163,25 mins,35 mins, 1 hr,6 ,6,783,36g,17g,86mg,1678mg,80g,5g,4g,33g,11mg,528mg,6mg,461mg,4.6,192,6 servings,
58,6588702,20 mins, 1 hr, 1 hr 30 mins,8 ,8,440,23g,11g,78mg,1247mg,32g,3g,3g,26g,12mg,236mg,4mg,553mg,4.5,2,8 enchiladas,10 mins
59,6664717,15 mins,30 mins,45 mins,5 ,5,933,59g,24g,108mg,1776mg,69g,10g,10g,35g,13mg,789mg,5mg,1007mg,4.5,40,15 enchiladas,
60,6587235,10 mins, 1 hr, 1 hr 15 mins,9 ,9,576,29g,15g,91mg,1508mg,47g,4g,4g,33g,11mg,468mg,4mg,553mg,4.4,145,,5 mins
61,6571988,30 mins,20 mins,50 mins,8 ,8,605,32g,15g,98mg,1341mg,48g,5g,5g,32g,23mg,371mg,5mg,723mg,4.5,120,,
