,id_recipe,name,Prep Time:,Cook Time:,Total Time:,Servings:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Yield:,Additional Time:
28,6663443,Melt-In-Your-Mouth Meatloaf,15 mins, 5 hrs 15 mins, 5 hrs 40 mins,6 ,6,328,17g,7g,136mg,841mg,18g,1g,9g,25g,2mg,87mg,3mg,402mg,4.6,988,,10 mins
29,6649610,Meatloaf with Italian Sausage,10 mins, 1 hr, 1 hr 10 mins,6 ,6,640,50g,19g,170mg,637mg,15g,1g,2g,30g,13mg,57mg,3mg,511mg,4.5,143,6 servings,
30,6663175,Cheesy Meatloaf,15 mins, 1 hr, 1 hr 15 mins,8 ,8,408,23g,10g,136mg,702mg,18g,1g,2g,30g,1mg,285mg,3mg,309mg,4.5,210,8 servings,
31,6739515,Rempel Family Meatloaf,10 mins,45 mins,55 mins,6 ,6,360,24g,10g,143mg,803mg,10g,1g,3g,27g,3mg,134mg,3mg,285mg,4.6,"3,214",6 servings,
32,6664180,Classic Spicy Meatloaf,20 mins, 1 hr 10 mins, 1 hr 30 mins,6 ,6,532,33g,13g,173mg,1691mg,26g,2g,10g,33g,15mg,97mg,5mg,676mg,4.7,68,6 servings,
33,6663514,Easy Salsa Meatloaf,15 mins,45 mins, 1 hr,6 ,6,221,12g,6g,84mg,418mg,9g,1g,1g,18g,1mg,121mg,2mg,286mg,4.5,488,6 servings,
34,6650189,The Most Easy and Delish Meatloaf EVER!,10 mins, 1 hr, 1 hr 10 mins,8 ,8,246,15g,5g,77mg,558mg,11g,1g,1g,17g,3mg,34mg,2mg,248mg,4.6,191,1 - 9x5 inch loaf,
35,6649387,Mary's Meatloaf,20 mins, 2 hrs, 2 hrs 20 mins,6 ,6,450,26g,10g,118mg,582mg,28g,1g,15g,25g,5mg,94mg,3mg,501mg,4.6,562,6 servings,
36,6648309,Turkey Meatloaf Muffins,20 mins,45 mins, 1 hr 5 mins,12 ,12,255,14g,6g,108mg,575mg,11g,1g,3g,23g,2mg,198mg,2mg,278mg,4.9,40,12 servings,
37,6565989,Homemade Souse, 2 hrs, 2 hrs 30 mins, 14 hrs 30 mins,16 ,16,599,41g,17g,221mg,1337mg,13g,2g,2g,42g,16mg,63mg,8mg,782mg,4.0,6,2 loaves, 10 hrs
38,6738156,Chef John's Meatball-Inspired Meatloaf,20 mins, 1 hr 15 mins, 2 hrs,10 ,10,286,15g,6g,86mg,1129mg,19g,2g,6g,20g,11mg,167mg,3mg,483mg,4.7,120,1 meatloaf,25 mins
39,6583138,Amish Meatloaf,15 mins, 1 hr, 1 hr 15 mins,8 ,8,464,21g,7g,118mg,1161mg,46g,1g,34g,24g,9mg,60mg,3mg,510mg,4.5,698,1 - 9x5 inch loaf,
40,6585792,Aunt Libby's Southern Meatloaf,20 mins, 1 hr, 1 hr 30 mins,6 ,6,534,25g,9g,153mg,2215mg,48g,1g,31g,31g,17mg,77mg,5mg,687mg,4.4,16,6 servings,10 mins
41,6589075,My Favorite Pork Turkey Meatloaf,25 mins, 1 hr 10 mins, 1 hr 40 mins,8 ,8,310,17g,5g,125mg,783mg,15g,2g,5g,26g,12mg,58mg,3mg,448mg,4.6,70,8 servings,5 mins
42,6736636,Creamy Mushroom Meatloaf,15 mins, 2 hrs, 2 hrs 15 mins,8 ,8,324,17g,8g,139mg,501mg,14g,1g,0g,28g,2mg,75mg,3mg,452mg,4.7,228,8 servings,
43,6739817,Italian Style Meatloaf I,15 mins, 1 hr, 1 hr 15 mins,6 ,6,539,39g,17g,181mg,941mg,16g,1g,5g,30g,10mg,199mg,4mg,385mg,4.4,712,6 servings,
44,6589520,Wonderful Meatloaf,5 mins,45 mins,50 mins,4 ,4,441,30g,12g,97mg,457mg,22g,1g,12g,20g,7mg,26mg,2mg,439mg,4.0,215,4 servings,
45,6565844,Chef John's Zombie Meatloaf,45 mins, 1 hr 5 mins, 2 hrs,8 ,8,641,41g,18g,196mg,1600mg,22g,2g,9g,46g,8mg,63mg,2mg,427mg,4.9,32,8 servings,10 mins
46,6571790,BBQ Bacon-Wrapped Meatloaf,20 mins,55 mins, 1 hr 25 mins,4 ,4,434,24g,9g,174mg,946mg,26g,2g,15g,27g,6mg,63mg,3mg,502mg,4.4,47,1 meatloaf,10 mins
47,6573267,Cajun Style Meatloaf,20 mins, 1 hr, 1 hr 20 mins,8 ,8,548,41g,17g,158mg,1184mg,19g,1g,8g,26g,15mg,108mg,3mg,523mg,4.7,303,6 to 8 servings,
48,6649496,Grilled BBQ Meatloaf,15 mins, 1 hr, 1 hr 15 mins,6 ,6,656,33g,12g,176mg,1158mg,42g,2g,14g,46g,6mg,115mg,9mg,778mg,4.3,37,2 meatloaves,
49,6596879,Meatloaf that Doesn't Crumble,30 mins, 2 hrs, 2 hrs 30 mins,10 ,10,413,28g,10g,68mg,790mg,23g,1g,6g,18g,14mg,74mg,2mg,351mg,4.6,132,10 servings,
50,6575932,Three-Meat Meatloaf,15 mins, 1 hr 40 mins, 2 hrs,8 ,8,305,17g,6g,130mg,728mg,11g,1g,4g,26g,11mg,55mg,3mg,438mg,4.5,21,1 9x5-inch meat loaf,5 mins
51,6649392,Skillet Meatloaf,20 mins,35 mins,55 mins,6 ,6,311,17g,7g,106mg,871mg,14g,1g,5g,25g,28mg,113mg,3mg,392mg,4.2,124,6 servings,
52,6602106,Meatloaf,10 mins, 1 hr, 1 hr 10 mins,9 ,9,362,23g,9g,117mg,506mg,16g,2g,6g,22g,21mg,31mg,3mg,465mg,3.9,213,9 servings,
53,6585584,Jackie's Special Meatloaf,15 mins, 1 hr, 1 hr 15 mins,6 ,6,257,13g,5g,107mg,478mg,22g,0g,8g,17g,5mg,25mg,2mg,300mg,4.4,159,6 servings,
54,6602231,Meatloaf Muffins,15 mins, 1 hr, 1 hr 15 mins,6 ,6,464,23g,8g,165mg,1285mg,27g,1g,10g,37g,6mg,72mg,5mg,578mg,4.4,163,12 meatloaf muffins,
55,6569550,Heinz® Classic Meatloaf,15 mins, 1 hr, 1 hr 15 mins,6 ,6,517,34g,13g,128mg,797mg,28g,1g,2g,23g,6mg,55mg,3mg,363mg,4.6,89,6 servings,
56,6605875,Italian Style Turkey Meatloaf,10 mins,50 mins, 1 hr 5 mins,6 ,6,163,7g,2g,87mg,651mg,8g,2g,4g,18g,6mg,41mg,2mg,437mg,4.6,223,1 meatloaf,5 mins
57,6739768,Incredibly Cheesy Turkey Meatloaf,15 mins, 1 hr, 1 hr 15 mins,8 ,8,440,25g,12g,173mg,1073mg,17g,1g,6g,38g,3mg,385mg,3mg,431mg,4.5,"1,474",8 servings,
58,6580909,Kids Favorite Meatloaf,20 mins, 1 hr 20 mins, 1 hr 40 mins,8 ,8,334,24g,9g,96mg,612mg,15g,2g,9g,16g,8mg,28mg,5mg,330mg,4.4,161,8 kid-size servings,
59,6604907,My Meatloaf,10 mins, 1 hr 20 mins, 1 hr 30 mins,4 ,4,420,31g,12g,97mg,443mg,14g,1g,4g,21g,3mg,47mg,3mg,348mg,4.2,168,4 servings,
60,6575546,Jalapeno Popper-Stuffed Meatloaf,25 mins,35 mins, 1 hr,4 ,4,678,50g,27g,246mg,1871mg,21g,1g,5g,36g,5mg,338mg,4mg,401mg,4.6,9,1 meatloaf,
61,6593131,Dad's Cheesy Bacon Wrapped Meat Loaf,20 mins, 1 hr 5 mins, 1 hr 30 mins,6 ,6,589,38g,17g,207mg,946mg,17g,1g,4g,44g,2mg,345mg,4mg,513mg,4.7,214,6 servings,5 mins
62,6741726,Lamb Loaf,30 mins,35 mins, 1 hr 10 mins,4 ,4,409,30g,12g,125mg,735mg,12g,2g,4g,22g,7mg,97mg,3mg,431mg,4.9,9,1 9x5-inch loaf pan,5 mins
