,id_recipe,Prep Time:,Cook Time:,Total Time:,Servings:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Additional Time:,Yield:
0,6581988,15 mins,50 mins, 1 hr 5 mins,8 ,8,129,7g,2g,30mg,882mg,6g,0g,5g,10g,21mg,10mg,1mg,106mg,4.7,277,,
1,6737760,10 mins,10 mins,50 mins,6 ,6,531,41g,7g,37mg,1768mg,25g,1g,0g,16g,0mg,12mg,2mg,111mg,4.7,68,30 mins,12 wings
2,6648643,10 mins,10 mins, 1 hr 20 mins,5 ,5,908,97g,17g,24mg,459mg,10g,1g,,2g,9mg,7mg,1mg,41mg,4.8,"3,503", 1 hr,10 chicken wings
3,6650523,15 mins,45 mins, 2 hrs,20 ,20,125,9g,4g,32mg,258mg,4g,0g,0g,7g,4mg,6mg,1mg,58mg,4.5,"1,496", 1 hr,20 chicken wings
4,6596207,10 mins,35 mins,45 mins,2 ,2,318,19g,5g,77mg,1520mg,11g,2g,8g,26g,3mg,41mg,3mg,295mg,4.6,37,,8 wings
5,6737059,10 mins,15 mins,25 mins,8 ,8,256,24g,7g,46mg,302mg,0g,,0g,10g,7mg,8mg,1mg,82mg,4.7,417,,24 wings
6,6588683,15 mins,10 mins,25 mins,6 ,6,311,21g,4g,44mg,1959mg,14g,1g,1g,16g,21mg,19mg,2mg,182mg,4.4,12,,6 servings
7,6577410,10 mins,15 mins,30 mins,24 ,24,509,51g,9g,63mg,79mg,,,,14g,1mg,10mg,1mg,119mg,3.2,23,5 mins,24 wings
8,6598759,20 mins,40 mins, 2 hrs,8 ,8,250,21g,10g,54mg,814mg,8g,1g,0g,9g,11mg,13mg,1mg,105mg,4.8,27, 1 hr,
9,6601482,15 mins,20 mins,35 mins,6 ,6,235,19g,3g,32mg,509mg,5g,2g,1g,13g,4mg,33mg,2mg,206mg,4.8,6,,
10,6739716,20 mins,45 mins, 1 hr 5 mins,4 ,4,406,36g,18g,113mg,1224mg,5g,2g,3g,18g,26mg,33mg,2mg,378mg,4.4,228,,
11,6574849,15 mins,30 mins, 1 hr 45 mins,5 ,5,160,10g,4g,33mg,465mg,10g,1g,0g,8g,9mg,10mg,1mg,85mg,4.6,88, 1 hr,10 chicken wings
12,6737129,15 mins, 2 hrs, 2 hrs 35 mins,16 ,16,224,15g,8g,53mg,502mg,12g,1g,1g,11g,3mg,39mg,1mg,116mg,4.8,8,20 mins,2 cups chicken spread
13,6663430,5 mins,40 mins,45 mins,2 ,2,1106,76g,20g,350mg,3052mg,16g,,,87g,,,,708mg,,,,2 servings
14,6597874,10 mins,10 mins, 1 hr 20 mins,15 ,15,181,14g,4g,27mg,205mg,7g,0g,3g,7g,3mg,5mg,1mg,53mg,4.8,13, 1 hr,15 chicken wings
15,6570593,10 mins,30 mins,40 mins,4 ,4,93,6g,2g,24mg,904mg,1g,1g,0g,8g,1mg,12mg,11mg,85mg,4.8,5,,4 servings
16,6598608,15 mins,55 mins, 1 hr 30 mins,8 ,8,156,13g,8g,36mg,790mg,8g,0g,7g,2g,16mg,15mg,0mg,74mg,4.6,28,20 mins,8 servings
17,7108113,,,,6 ,6,451,32g,9g,144mg,601mg,9g,0g,,31g,,,,388mg,4.9,11,,
18,6650764,10 mins,20 mins,50 mins,3 ,3,710,47g,10g,136mg,2335mg,44g,2g,4g,28g,15mg,131mg,4mg,389mg,4.8,991,20 mins,
19,6650032,10 mins, 6 hrs, 6 hrs 10 mins,6 ,6,578,14g,4g,54mg,2902mg,81g,4g,5g,31g,1mg,197mg,5mg,396mg,4.4,"2,540",,6 sandwiches
20,6664227,15 mins,30 mins,55 mins,4 ,4,218,7g,4g,15mg,907mg,36g,10g,10g,9g,154mg,69mg,1mg,919mg,4.3,334,10 mins,
21,6737792,15 mins,30 mins,45 mins,8 ,8,781,42g,23g,157mg,978mg,52g,2g,6g,47g,11mg,594mg,4mg,532mg,4.6,203,,
22,6650729,20 mins, 1 hr, 1 hr 20 mins,10 ,10,501,26g,10g,93mg,1245mg,34g,5g,2g,34g,43mg,216mg,3mg,1037mg,4.7,334,,
23,6648744,15 mins,10 mins,40 mins,4 ,4,626,32g,8g,199mg,2129mg,54g,3g,2g,30g,37mg,92mg,5mg,489mg,4.7,364,15 mins,
24,6738516,20 mins,10 mins,30 mins,4 ,4,588,33g,8g,83mg,1208mg,40g,3g,5g,30g,12mg,117mg,3mg,417mg,4.6,255,,4 wraps
25,6739102,20 mins,35 mins,55 mins,4 ,4,572,27g,11g,110mg,1329mg,38g,1g,4g,43g,,453mg,3mg,191mg,4.6,128,,
26,6650461,15 mins,5 mins,25 mins,10 ,10,428,24g,7g,28mg,1085mg,40g,1g,,14g,4mg,176mg,0mg,28mg,4.5,"1,382",5 mins,1 16-inch pizza
27,6602153,20 mins, 1 hr 5 mins, 1 hr 45 mins,8 ,8,657,38g,12g,124mg,1734mg,38g,2g,5g,39g,2mg,447mg,2mg,403mg,4.9,11,20 mins,8 servings
28,6739072,15 mins,25 mins, 3 hrs 40 mins,6 ,6,698,29g,18g,126mg,1453mg,63g,3g,3g,44g,28mg,235mg,4mg,459mg,4.2,120, 3 hrs,6 servings
29,6569322,15 mins,30 mins,45 mins,8 ,8,917,53g,29g,180mg,1730mg,67g,2g,7g,45g,1mg,440mg,4mg,569mg,4.5,73,,8 servings
30,6579596,10 mins,22 mins,32 mins,4 ,4,156,12g,6g,23mg,406mg,10g,4g,3g,4g,104mg,51mg,2mg,459mg,4.7,28,,4 servings
31,6580555,5 mins,20 mins,25 mins,4 ,4,665,48g,23g,115mg,1821mg,36g,1g,2g,25g,1mg,225mg,2mg,290mg,4.7,7,,4 servings
32,6738328,20 mins,20 mins,40 mins,8 ,8,125,2g,1g,34mg,263mg,11g,1g,1g,15g,0mg,26mg,1mg,147mg,4.3,611,,8 servings
33,6571943,25 mins,,25 mins,4 ,4,522,26g,6g,34mg,1082mg,55g,4g,3g,15g,15mg,53mg,1mg,385mg,4.5,2,,4 rolls
34,6736626,20 mins,10 mins,35 mins,5 ,5,295,19g,5g,38mg,346mg,19g,1g,0g,12g,1mg,62mg,1mg,87mg,4.9,13,5 mins,20 wontons
35,6587160,20 mins,10 mins, 1 hr 30 mins,12 ,12,379,21g,4g,40mg,1052mg,35g,2g,3g,14g,14mg,30mg,1mg,139mg,4.6,179, 1 hr,12 servings
36,6586079,15 mins,30 mins,45 mins,8 ,8,481,28g,7g,81mg,1283mg,32g,3g,1g,31g,1mg,128mg,1mg,512mg,5.0,3,,
37,6576735,10 mins,5 mins,15 mins,4 ,4,402,11g,5g,45mg,1475mg,63g,5g,7g,20g,14mg,186mg,2mg,465mg,4.8,12,,4 wraps
38,6599568,25 mins,5 mins,30 mins,6 ,6,234,17g,3g,138mg,942mg,9g,0g,0g,12g,8mg,73mg,2mg,125mg,4.9,10,,30 shrimp
39,6568447,20 mins,15 mins,35 mins,4 ,4,374,9g,3g,111mg,1111mg,25g,2g,3g,46g,14mg,98mg,3mg,446mg,4.4,181,,4 burgers
40,6598016,15 mins,15 mins,30 mins,6 ,6,243,9g,2g,110mg,704mg,18g,1g,1g,22g,9mg,28mg,2mg,244mg,5.0,4,,
41,6575164,15 mins,15 mins, 8 hrs 40 mins,20 ,20,35,1g,0g,,243mg,6g,0g,0g,2g,,40mg,1mg,15mg,5.0,5, 8 hrs 10 mins,20 tofu bites
42,6739014,20 mins,10 mins,30 mins,8 ,8,672,48g,17g,90mg,1531mg,36g,3g,3g,28g,21mg,385mg,2mg,299mg,4.8,35,,
43,6594282,15 mins,20 mins,35 mins,4 ,4,533,11g,2g,129mg,3004mg,63g,1g,1g,58g,0mg,48mg,2mg,423mg,4.0,6,,
44,6600445,15 mins,,15 mins,4 ,4,323,25g,5g,63mg,774mg,5g,1g,2g,19g,2mg,35mg,1mg,229mg,4.7,34,,
45,6583125,20 mins,15 mins,35 mins,12 ,12,338,24g,10g,55mg,871mg,16g,0g,3g,13g,8mg,65mg,2mg,99mg,4.6,16,,
46,6570814,10 mins,30 mins,40 mins,8 ,8,509,28g,6g,250mg,1208mg,19g,0g,1g,48g,,204mg,2mg,362mg,4.4,47,,
47,6585456,10 mins,20 mins,30 mins,16 ,16,182,16g,6g,25mg,515mg,7g,1g,1g,5g,0mg,83mg,1mg,29mg,4.0,3,,
48,6585214,15 mins, 1 hr 55 mins, 2 hrs 10 mins,8 ,8,575,33g,19g,117mg,1707mg,40g,4g,2g,30g,36mg,404mg,2mg,928mg,4.9,14,,
49,6569044,10 mins,31 mins,41 mins,30 ,30,153,9g,3g,8mg,396mg,14g,2g,1g,4g,3mg,15mg,2mg,83mg,4.3,15,,15 cups
50,6571909,20 mins,5 mins,25 mins,12 ,12,389,16g,7g,97mg,1067mg,28g,1g,1g,32g,3mg,290mg,3mg,307mg,4.6,9,,12 burgers
51,6591926,20 mins,45 mins, 1 hr 5 mins,12 ,12,527,24g,6g,92mg,1088mg,39g,2g,2g,36g,2mg,110mg,4mg,432mg,4.6,103,,12 wraps
52,6584795,10 mins,20 mins,30 mins,4 ,4,175,2g,0g,0mg,1200mg,33g,5g,5g,9g,80mg,52mg,2mg,615mg,3.0,1,,4 servings
53,6568919,15 mins, 1 hr, 1 hr 20 mins,8 ,8,657,46g,22g,125mg,1113mg,31g,2g,1g,30g,,279mg,2mg,199mg,4.8,4,5 mins,8 servings
54,6605755,15 mins,20 mins, 2 hrs 35 mins,4 ,4,348,12g,3g,66mg,357mg,34g,1g,2g,24g,1mg,72mg,3mg,265mg,,, 2 hrs,4 servings
55,6577480,10 mins,30 mins,40 mins,8 ,8,566,30g,9g,77mg,988mg,44g,2g,1g,28g,4mg,160mg,3mg,260mg,4.5,133,,8 servings
56,6650482,20 mins,55 mins, 1 hr 50 mins,12 ,12,197,10g,5g,95mg,421mg,12g,0g,,16g,,,,218mg,5.0,6,35 mins,12 dutch babies
57,6738497,15 mins,1 mins, 2 hrs 16 mins,12 ,12,351,21g,7g,107mg,1172mg,17g,1g,1g,22g,16mg,180mg,2mg,190mg,4.3,28, 2 hrs,48 balls
58,6586244,5 mins,10 mins,20 mins,1 ,1,607,51g,21g,646mg,1346mg,8g,0g,2g,30g,,178mg,4mg,337mg,4.0,1,5 mins,1 omelette
59,6648865,10 mins,15 mins,30 mins,12 ,12,121,9g,2g,23mg,364mg,8g,2g,2g,3g,23mg,43mg,1mg,177mg,4.5,58,5 mins,12 servings
60,6575663,15 mins, 5 hrs 15 mins, 5 hrs 30 mins,5 ,5,492,24g,10g,74mg,1995mg,43g,2g,1g,25g,0mg,108mg,3mg,276mg,4.9,10,,10 taquitos
61,6571189,15 mins,30 mins,45 mins,10 ,10,165,13g,4g,32mg,356mg,3g,0g,1g,9g,1mg,54mg,1mg,149mg,4.7,31,,10 servings
62,6595519,10 mins, 3 hrs, 3 hrs 10 mins,6 ,6,232,17g,8g,42mg,914mg,10g,3g,3g,11g,45mg,263mg,1mg,359mg,4.0,1,,6 servings
