,id_recipe,Prep Time:,Cook Time:,Total Time:,Servings:,Yield:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Additional Time:
0,7554364,15 mins,40 mins,55 mins,12 ,1 (13x9-inch) coffee cake ,12,474,29g,14g,88mg,324mg,52g,2g,34g,5g,3mg,119mg,2mg,176mg,4.6,8,
1,6650338,25 mins,55 mins, 1 hr 50 mins,12 ,1 bundt cake,12,396,16g,10g,57mg,180mg,60g,1g,,4g,1mg,86mg,2mg,91mg,4.5,686,30 mins
2,6663624,20 mins,25 mins,45 mins,15 ,1 9x13-inch dish,15,236,10g,6g,38mg,201mg,34g,1g,20g,3g,,50mg,1mg,47mg,4.5,"1,024",
3,6570231,15 mins,55 mins, 1 hr 10 mins,12 ,1 9-inch square pan,12,366,17g,9g,65mg,253mg,53g,2g,28g,4g,0mg,33mg,1mg,193mg,4.8,51,
4,6739735,30 mins,50 mins, 1 hr 20 mins,12 ,1 10-inch bundt cake,12,403,20g,11g,85mg,256mg,51g,1g,30g,6g,0mg,70mg,2mg,101mg,4.5,611,
5,6649123,20 mins, 1 hr, 1 hr 20 mins,12 ,1 (9-inch) Bundt cake,12,459,24g,13g,80mg,223mg,60g,1g,44g,4g,1mg,70mg,1mg,105mg,4.6,"1,438",
6,6664005,25 mins,30 mins,55 mins,8 ,1 8x10-inch coffee cake,8,634,38g,16g,101mg,474mg,69g,3g,43g,8g,1mg,108mg,4mg,194mg,4.8,416,
7,6593943,20 mins,35 mins,55 mins,8 ,1 8-inch coffee cake,8,275,11g,7g,47mg,236mg,41g,1g,24g,4g,2mg,52mg,1mg,123mg,4.8,522,
8,6663942,25 mins,40 mins, 1 hr 35 mins,8 ,1 9x12-inch cake,8,631,34g,13g,95mg,435mg,76g,3g,48g,10g,2mg,122mg,3mg,254mg,4.8,120,30 mins
9,6600196,30 mins,45 mins, 1 hr 35 mins,14 ,1 10-inch bundt cake,14,321,16g,6g,54mg,284mg,41g,1g,27g,4g,,85mg,1mg,56mg,4.2,292,20 mins
10,6577367,15 mins,25 mins,40 mins,9 ,1 9-inch cake,9,259,11g,5g,36mg,502mg,36g,1g,,4g,,90mg,2mg,96mg,4.3,25,
11,6579140,30 mins, 1 hr, 1 hr 30 mins,12 ,1 to 10 - inch round pan,12,447,20g,11g,135mg,287mg,61g,1g,37g,8g,1mg,97mg,2mg,119mg,4.5,74,
12,6583752,,,,24 ,1 -9x13 inch cake,24,141,5g,3g,26mg,137mg,24g,1g,15g,2g,0mg,15mg,1mg,60mg,4.7,83,
13,6565595,25 mins,40 mins, 1 hr 35 mins,12 ,1 9x13-inch coffee cake,12,675,28g,19g,117mg,246mg,98g,2g,,8g,,,,168mg,4.4,11,30 mins
14,6582987,15 mins,15 mins,30 mins,9 ,1 to 9 - inch square pan,9,268,11g,4g,29mg,225mg,39g,1g,21g,4g,,91mg,1mg,69mg,4.3,296,
15,6568633,,,,12 ,1 to 8 - inch square cake,12,274,12g,7g,56mg,240mg,38g,2g,20g,4g,2mg,34mg,1mg,171mg,4.4,259,
16,6591373,,,,12 ,1 Bundt or tube pan,12,702,42g,11g,78mg,438mg,80g,3g,59g,7g,1mg,76mg,2mg,264mg,4.7,67,
17,6736577,30 mins,40 mins, 1 hr 10 mins,12 ,1 9x13-inch coffee cake,12,575,34g,19g,114mg,371mg,60g,1g,31g,9g,0mg,97mg,2mg,152mg,4.5,225,
18,6605889,15 mins,35 mins,50 mins,12 ,12 servings,12,249,9g,6g,37mg,345mg,40g,1g,23g,3g,11mg,68mg,1mg,81mg,4.6,173,
19,6740900,40 mins,30 mins, 1 hr 10 mins,8 ,1 8-inch layer cake,8,370,7g,4g,40mg,357mg,72g,3g,46g,7g,3mg,198mg,2mg,306mg,4.5,116,
20,6592482,15 mins,35 mins,50 mins,16 ,1 9x13-inch cake,16,203,7g,4g,39mg,171mg,33g,1g,20g,3g,0mg,51mg,1mg,53mg,4.5,75,
21,6568165,15 mins,40 mins,55 mins,12 ,1 - 9x13 inch pan,12,363,21g,13g,99mg,259mg,37g,2g,6g,7g,2mg,116mg,2mg,116mg,4.6,94,
22,6572968,,,,24 ,1 - 10x10 inch cake,24,150,7g,3g,10mg,129mg,21g,1g,12g,2g,0mg,11mg,1mg,78mg,4.5,57,
23,6603230,,,,12 ,1 to 9 - inch round cake,12,266,12g,2g,16mg,154mg,37g,1g,23g,4g,0mg,88mg,1mg,78mg,4.6,97,
24,6589506,,,,12 ,1 9x9-inch pan,12,364,21g,10g,65mg,236mg,40g,1g,22g,5g,0mg,69mg,2mg,110mg,4.6,299,
25,6583660,30 mins,45 mins, 1 hr 30 mins,12 ,1 - 9x13 inch pan,12,468,15g,9g,68mg,540mg,76g,2g,38g,8g,3mg,115mg,3mg,149mg,4.6,360,15 mins
26,6663915,20 mins,40 mins, 1 hr,8 ,1 9-inch cake,8,246,14g,8g,100mg,139mg,28g,1g,15g,4g,3mg,35mg,1mg,86mg,4.1,72,
27,6581220,,,,8 ,1 loaf,8,320,17g,3g,2mg,171mg,41g,2g,27g,3g,0mg,54mg,1mg,210mg,4.2,10,
28,6596862,20 mins,45 mins, 1 hr 5 mins,12 ,1 bundt pan,12,337,16g,8g,66mg,324mg,44g,1g,25g,5g,0mg,80mg,1mg,108mg,4.6,55,
29,6602248,15 mins,30 mins,45 mins,9 ,9 servings,9,293,12g,5g,35mg,344mg,42g,1g,21g,4g,2mg,127mg,2mg,83mg,5.0,23,
30,6587069,15 mins,35 mins,50 mins,12 ,1 (7x11-inch) cake,12,232,6g,1g,31mg,153mg,44g,1g,31g,3g,5mg,36mg,1mg,118mg,4.6,58,
31,6586841,15 mins,45 mins, 9 hrs,12 ,1 to 8 - inch square cake,12,177,7g,4g,30mg,102mg,26g,1g,18g,2g,0mg,40mg,1mg,57mg,4.4,186, 8 hrs
32,6569845,10 mins,25 mins,35 mins,12 ,12 servings,12,204,8g,5g,37mg,187mg,30g,1g,18g,3g,0mg,33mg,1mg,58mg,3.9,40,
33,6583979,10 mins,30 mins,45 mins,12 ,1 to 9 - inch springform pan,12,170,8g,1g,16mg,160mg,23g,1g,14g,2g,3mg,21mg,1mg,109mg,4.5,170,5 mins
34,6595268,,,,14 ,1 10-inch tube cake,14,512,31g,9g,57mg,238mg,57g,3g,,6g,1mg,27mg,2mg,198mg,4.4,17,
35,6595292, 1 hr 30 mins,30 mins, 2 hrs,24 ,1 9x13-inch cake,24,207,9g,5g,44mg,164mg,29g,1g,13g,4g,,19mg,1mg,56mg,4.2,32,
36,6598097,35 mins,55 mins, 2 hrs 40 mins,12 ,1 coffee cake,12,657,32g,19g,113mg,293mg,85g,3g,62g,6g,0mg,98mg,3mg,210mg,4.0,1, 1 hr 10 mins
37,6741606,30 mins,45 mins, 1 hr 15 mins,16 ,1 9x13-inch coffee cake,16,215,8g,4g,39mg,165mg,34g,1g,19g,3g,3mg,52mg,1mg,128mg,4.6,163,
38,6738536,20 mins,55 mins, 1 hr 15 mins,14 ,1 10-inch cake,14,248,11g,7g,51mg,277mg,35g,1g,18g,3g,0mg,47mg,1mg,55mg,4.6,196,
39,6599691,25 mins,45 mins, 1 hr 10 mins,12 slices,1 9x13-inch pan,12,360,11g,2g,62mg,265mg,63g,1g,42g,5g,11mg,69mg,2mg,108mg,4.4,98,
40,6603453,20 mins,50 mins, 1 hr 10 mins,10 ,1 9x13-inch cake,10,350,14g,8g,76mg,415mg,53g,1g,33g,5g,2mg,82mg,1mg,93mg,4.7,226,
41,6739064,20 mins,30 mins,50 mins,12 ,1 - 9x13 inch pan,12,486,30g,14g,85mg,280mg,53g,2g,35g,5g,0mg,98mg,2mg,122mg,4.7,829,
42,6582020,15 mins,45 mins, 1 hr,24 ,2 9-inch loaf cakes,24,256,11g,2g,26mg,141mg,34g,1g,11g,6g,0mg,70mg,2mg,128mg,4.1,14,
43,6598664,15 mins,30 mins,45 mins,20 ,2 9-inch round coffee cakes,20,236,10g,2g,12mg,178mg,33g,1g,,3g,1mg,49mg,1mg,109mg,4.6,200,
44,6603908,25 mins,25 mins,50 mins,12 ,1 9x13-inch cake,12,381,17g,10g,60mg,244mg,55g,2g,,5g,0mg,73mg,2mg,122mg,4.3,149,
45,6588987,30 mins, 1 hr, 1 hr 45 mins,16 ,1 9- or 10-inch Bundt cake,16,482,21g,10g,75mg,234mg,68g,2g,43g,7g,1mg,112mg,2mg,198mg,4.5,105,15 mins
46,6570739,25 mins,45 mins, 2 hrs 25 mins,12 ,1 9-inch coffee cake,12,419,24g,14g,88mg,198mg,46g,1g,25g,6g,0mg,65mg,2mg,107mg,4.4,88, 1 hr 15 mins
47,6663490,20 mins,50 mins, 1 hr 10 mins,12 ,1 (10-inch) cake,12,340,16g,9g,80mg,324mg,46g,2g,26g,5g,3mg,94mg,2mg,108mg,4.7,42,
48,6579750,45 mins,55 mins, 1 hr 40 mins,12 ,1 9x13-inch coffee cake,12,506,21g,13g,83mg,307mg,76g,2g,43g,6g,13mg,78mg,2mg,184mg,4.6,141,
49,6573397,30 mins, 1 hr, 1 hr 30 mins,10 ,1 8-inch round cake,10,173,7g,3g,30mg,116mg,26g,1g,15g,3g,3mg,45mg,1mg,77mg,4.6,400,
50,6574356,15 mins,30 mins,45 mins,24 ,1 9x13-inch cake,24,287,13g,8g,48mg,124mg,42g,1g,29g,3g,0mg,88mg,1mg,70mg,4.3,12,
51,6572859,20 mins,45 mins, 1 hr 35 mins,12 ,1 9x13-inch cake,12,640,30g,15g,88mg,225mg,90g,3g,63g,6g,3mg,94mg,2mg,173mg,4.4,160,30 mins
