,id_recipe,name,Prep Time:,Cook Time:,Total Time:,Servings:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Yield:,Additional Time:
0,7969090,Everything Bagel Seasoned Chicken Casserole,15 mins,50 mins, 1 hr 5 mins,5 ,5,314,12g,4g,94mg,700mg,18g,1g,1g,32g,2mg,93mg,2mg,346mg,5.0,1,,
1,7569687,Baked Mac ‘n' Cheese with Chicken Meatballs,15 mins,30 mins,45 mins,6 ,6,617,42g,17g,172mg,996mg,26g,2g,8g,34g,4mg,545mg,2mg,597mg,,,,
2,6580217,Easy Tuna Pasta Bake,15 mins,30 mins,45 mins,4 ,4,857,39g,21g,140mg,518mg,80g,4g,5g,49g,2mg,355mg,5mg,533mg,4.3,17,,
3,6648983,Best Tuna Casserole,10 mins,20 mins,30 mins,6 ,6,595,26g,12g,99mg,1061mg,58g,4g,5g,32g,7mg,319mg,5mg,602mg,4.3,"2,851",,
4,6573719,Campbell's Tuna Noodle Casserole,10 mins,35 mins,45 mins,8 ,,,,,,,,,,,,,,,4.4,511,,
5,6650502,Baked Spaghetti,15 mins, 1 hr 15 mins, 1 hr 30 mins,8 ,8,797,41g,21g,126mg,1326mg,61g,5g,,44g,2mg,667mg,4mg,722mg,4.7,"1,504",1 9x13-inch casserole,
6,6663886,Chicken Noodle Casserole,30 mins,55 mins, 1 hr 25 mins,6 ,6,542,34g,18g,133mg,895mg,36g,1g,2g,23g,0mg,79mg,3mg,283mg,4.4,"2,397",1 2-quart casserole,
7,6663824,Quick and Easy Tuna Casserole,5 mins,25 mins,30 mins,6 ,6,545,20g,10g,93mg,1523mg,58g,4g,,32g,9mg,270mg,5mg,374mg,4.3,691,,
8,6650751,Baked Macaroni and Cheese,10 mins,35 mins,45 mins,6 ,6,472,22g,14g,66mg,356mg,46g,2g,,22g,0mg,448mg,2mg,294mg,4.1,635,1 (2-quart) casserole,
9,6663480,No-Noodle Zucchini Lasagna,30 mins, 1 hr, 1 hr 35 mins,8 ,8,494,27g,14g,118mg,2200mg,23g,6g,11g,41g,39mg,806mg,5mg,1418mg,4.6,666,1 (9x13-inch) lasagna,5 mins
10,7644847,Cajun Shrimp and Sausage Pasta Bake,15 mins,45 mins, 1 hr,4 ,4,635,39g,19g,219mg,2457mg,35g,2g,5g,35g,50mg,348mg,2mg,614mg,5.0,2,,
11,6751352,Lasagna Casserole,35 mins,50 mins, 1 hr 25 mins,6 ,6,914,56g,23g,131mg,4559mg,65g,5g,,37g,,,,867mg,4.8,5,,
12,6580039,The Best Spaghetti Casserole,15 mins,55 mins, 1 hr 10 mins,12 ,12,481,17g,7g,71mg,826mg,51g,5g,16g,28g,3mg,306mg,4mg,658mg,4.4,185,,
13,6649812,Grandma's Ground Beef Casserole,10 mins,50 mins, 1 hr,6 ,6,519,30g,15g,120mg,1597mg,39g,4g,8g,25g,12mg,167mg,5mg,831mg,4.4,537,1 9x13-inch casserole,
14,6602934,Chili Mac,20 mins,35 mins,55 mins,6 ,6,430,17g,7g,83mg,894mg,37g,3g,6g,32g,23mg,43mg,4mg,440mg,4.5,170,,
15,6663479,Easy Tuna Casserole,15 mins,30 mins,45 mins,8 ,8,462,29g,10g,23mg,706mg,37g,1g,1g,12g,,113mg,1mg,93mg,4.3,"1,772",,
16,6650656,Chicken and Pasta Casserole with Mixed Vegetables,15 mins,45 mins, 1 hr,6 ,6,395,20g,6g,47mg,926mg,35g,4g,3g,20g,7mg,108mg,4mg,368mg,4.3,366,,
17,6650001,Chef John's Macaroni and Cheese,15 mins,45 mins, 1 hr,6 ,6,695,32g,20g,95mg,928mg,73g,3g,8g,29g,0mg,572mg,3mg,418mg,4.4,"1,719",,
18,6570797,Taco Lasagna,20 mins,45 mins, 1 hr 5 mins,12 ,12,475,29g,15g,97mg,1041mg,28g,4g,4g,27g,4mg,336mg,3mg,542mg,4.6,574,1 9x13-inch pan,
19,6569883,Yummy Pork Noodle Casserole,15 mins,45 mins, 1 hr,6 ,6,580,33g,17g,142mg,1575mg,33g,2g,4g,38g,9mg,344mg,4mg,616mg,4.6,132,,
20,6664741,Baked Cream Cheese Spaghetti Casserole,15 mins,50 mins, 1 hr 5 mins,12 ,12,331,15g,8g,54mg,463mg,31g,3g,7g,16g,1mg,114mg,2mg,391mg,4.8,25,1 9x13-inch casserole,
21,6663602,Easy Macaroni Tuna Casserole,10 mins,35 mins,45 mins,6 ,6,438,27g,16g,74mg,882mg,31g,1g,6g,18g,1mg,240mg,3mg,308mg,4.5,117,,
22,6606323,Chicken Alfredo Casserole,15 mins,45 mins, 1 hr,6 ,6,468,24g,12g,86mg,693mg,32g,2g,4g,31g,0mg,387mg,2mg,250mg,4.7,38,6 servings,
23,6739117,Tuna Noodle Casserole from Scratch,30 mins,50 mins, 1 hr 20 mins,6 ,6,546,31g,19g,121mg,786mg,40g,3g,7g,27g,7mg,302mg,3mg,486mg,4.4,"1,719",,
24,6591461,Johnny Marzetti Casserole,30 mins, 1 hr 5 mins, 1 hr 50 mins,6 ,6,790,53g,25g,152mg,1301mg,39g,3g,,41g,15mg,559mg,5mg,817mg,4.5,200,1 7x11-inch casserole,15 mins
25,6649494,Classic Tuna Noodle Casserole,10 mins,25 mins,35 mins,4 ,4,362,9g,4g,81mg,497mg,36g,4g,5g,33g,6mg,91mg,3mg,710mg,4.3,162,1 (1 1/2-quart) dish,
26,6649768,Spaghetti Pizza,20 mins, 1 hr, 1 hr 25 mins,8 ,8,298,13g,6g,35mg,758mg,30g,2g,,15g,1mg,255mg,2mg,318mg,4.6,295,,5 mins
27,6594573,Chow Mein Noodle Casserole,20 mins,30 mins,50 mins,4 ,4,597,36g,9g,75mg,1514mg,42g,4g,2g,29g,3mg,88mg,5mg,549mg,4.0,221,1 9x13-inch casserole,
28,6739228,Pizza Casserole,20 mins,40 mins, 1 hr,7 ,7,387,25g,9g,79mg,903mg,18g,3g,5g,20g,16mg,157mg,2mg,283mg,4.3,"2,282",1 (2-quart) casserole,
29,6738110,Ground Turkey Noodle Bake,20 mins,40 mins, 1 hr,4 ,4,510,27g,13g,170mg,979mg,30g,3g,,37g,9mg,381mg,4mg,805mg,4.4,344,1 8-inch square casserole,
30,6567457,Best Tuna Noodle Casserole,20 mins,35 mins,55 mins,8 ,8,481,20g,10g,91mg,1481mg,51g,3g,6g,28g,8mg,256mg,3mg,466mg,4.6,61,1 9x13-inch casserole,
31,6665022,A Minnesotan's Beef and Macaroni Hotdish,15 mins,25 mins,40 mins,6 ,6,336,13g,5g,46mg,1040mg,36g,4g,7g,20g,27mg,47mg,4mg,761mg,4.7,78,9 1/2 cups,
32,6664058,Creamy Chicken Cordon Bleu Casserole,20 mins,45 mins, 1 hr 15 mins,8 ,8,455,24g,12g,110mg,687mg,30g,1g,3g,30g,10mg,311mg,2mg,411mg,4.6,180,1 9x13-inch casserole,10 mins
33,6648819,Sloppy Joe Casserole,15 mins,50 mins, 1 hr 5 mins,8 ,8,513,19g,10g,59mg,675mg,64g,4g,14g,25g,43mg,47mg,4mg,561mg,4.3,217,8 servings,
34,6605603,Crawfish Fettuccine I,15 mins, 1 hr 15 mins, 1 hr 30 mins,8 ,8,490,23g,13g,122mg,682mg,49g,3g,6g,24g,14mg,296mg,3mg,446mg,4.7,144,8 servings,
35,6737496,Turkey Tetrazzini II,20 mins, 1 hr, 1 hr 20 mins,8 ,8,565,22g,12g,105mg,774mg,52g,2g,5g,38g,0mg,290mg,4mg,458mg,4.3,"1,029",8 servings,
36,6590067,Kid's Favorite Pizza Casserole,15 mins,35 mins,55 mins,6 ,6,497,22g,11g,94mg,1054mg,37g,3g,5g,37g,8mg,631mg,3mg,386mg,4.4,130,6 servings,5 mins
37,6568453,Leftover Meatloaf Casserole,15 mins,30 mins,45 mins,8 ,8,388,10g,4g,52mg,516mg,56g,4g,7g,20g,6mg,129mg,4mg,447mg,2.5,4,8 servings,
38,6572331,Ham and Noodle Casserole,20 mins,50 mins, 1 hr 10 mins,6 ,6,465,27g,13g,92mg,1037mg,31g,2g,3g,24g,19mg,350mg,2mg,348mg,4.5,318,6 servings,
39,6574295,Hamburger and Macaroni Hot Dish,10 mins,20 mins,30 mins,4 ,4,565,20g,7g,72mg,684mg,65g,4g,7g,33g,2mg,145mg,5mg,554mg,4.4,68,4 servings,
40,6582141,Pepperoni Casserole,15 mins,40 mins,55 mins,8 ,8,694,34g,14g,86mg,1732mg,54g,4g,8g,41g,1mg,426mg,4mg,507mg,4.4,165,8 servings,
41,6599836,Hamburger Casserole,20 mins,20 mins,40 mins,6 ,6,457,15g,6g,91mg,1143mg,56g,7g,7g,25g,8mg,84mg,7mg,722mg,4.3,406,6 servings,
42,6650539,Tuna Noodle Casserole I,10 mins,50 mins, 1 hr,6 ,6,346,15g,8g,71mg,721mg,34g,3g,5g,19g,5mg,239mg,3mg,263mg,4.2,441,6 servings,
43,6739018,Pesto Chicken Penne Casserole,15 mins, 1 hr, 1 hr 15 mins,12 ,12,760,47g,18g,114mg,1210mg,41g,3g,4g,45g,8mg,684mg,4mg,542mg,4.6,734,12 servings,
44,6739660,Manicotti Italian Casserole,10 mins,30 mins,40 mins,8 ,8,909,43g,18g,127mg,2248mg,78g,9g,24g,52g,5mg,745mg,5mg,1187mg,4.5,731,8 servings,
45,6601969,Kraft Mac and Cheese Tuna Casserole,20 mins,50 mins, 1 hr 10 mins,8 ,8,532,33g,13g,43mg,1012mg,42g,2g,6g,15g,4mg,179mg,2mg,280mg,4.9,12,,
46,6596325,One-Pot Chili Mac and Cheese,10 mins,20 mins,30 mins,6 ,6,463,19g,7g,66mg,1233mg,46g,7g,8g,29g,10mg,161mg,4mg,633mg,4.7,172,6 servings,
47,6596427,Pepperoni Pizza Casserole,15 mins,45 mins, 1 hr,8 ,8,586,34g,15g,134mg,1276mg,31g,3g,7g,38g,1mg,595mg,3mg,512mg,4.3,78,8 servings,
48,6599682,Shannon's Smoky Macaroni and Cheese,20 mins,45 mins, 1 hr 15 mins,10 ,10,651,35g,21g,107mg,712mg,51g,2g,9g,32g,0mg,773mg,2mg,405mg,4.5,158,10 servings,10 mins
49,6575994,Healthier Homemade Mac and Cheese,20 mins,30 mins,50 mins,4 ,4,770,22g,13g,60mg,750mg,107g,11g,10g,43g,0mg,624mg,5mg,621mg,4.2,32,4 servings,
50,6596813,Fresh Asparagus and Chicken Casserole,30 mins,45 mins, 1 hr 15 mins,6 ,6,376,20g,10g,77mg,323mg,33g,4g,4g,17g,32mg,186mg,4mg,440mg,4.0,241,,
51,6569322,Baked Buffalo Chicken Mac and Cheese,15 mins,30 mins,45 mins,8 ,8,917,53g,29g,180mg,1730mg,67g,2g,7g,45g,1mg,440mg,4mg,569mg,4.5,73,8 servings,
52,6581774,Chicken Tetrazzini IV,15 mins,45 mins, 1 hr,4 ,4,730,43g,24g,173mg,919mg,53g,3g,2g,33g,0mg,180mg,3mg,365mg,4.4,840,4 servings,
53,6600114,Shrimp Alfredo Broccoli Bake,10 mins,37 mins,47 mins,4 ,4,577,33g,13g,219mg,1381mg,39g,3g,5g,34g,43mg,167mg,5mg,429mg,4.7,33,4 servings,
54,6581996,Cheeseburger Macaroni Casserole,15 mins, 1 hr, 1 hr 30 mins,8 ,8,558,38g,22g,123mg,572mg,27g,2g,3g,25g,8mg,303mg,5mg,372mg,4.2,15,8 servings,15 mins
55,6739737,Portobello Penne Pasta Casserole,15 mins,30 mins,45 mins,8 ,8,380,21g,6g,23mg,811mg,32g,3g,5g,16g,2mg,354mg,2mg,438mg,4.5,920,8 servings,
56,6601126,Amish Casserole,20 mins,35 mins,55 mins,6 ,6,630,30g,14g,142mg,1472mg,57g,2g,11g,33g,27mg,305mg,5mg,513mg,3.9,167,6 servings,
57,6602607,Deluxe Ham Casserole,20 mins,40 mins, 1 hr,8 ,8,548,31g,14g,56mg,916mg,49g,3g,5g,19g,11mg,289mg,2mg,337mg,4.4,139,8 servings,
