,id_recipe,Prep Time:,Cook Time:,Total Time:,Servings:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Additional Time:,Yield:
10,6569418,10 mins,15 mins,25 mins,6 ,6,348,10g,2g,115mg,1012mg,45g,3g,5g,19g,45mg,123mg,4mg,333mg,4.4,174,,6 servings
11,6566488,,,,16 ,16,332,9g,3g,38mg,919mg,43g,3g,3g,19g,23mg,133mg,3mg,331mg,4.4,150,,16 fajitas
12,6649087,20 mins,15 mins,40 mins,6 ,6,240,9g,3g,27mg,820mg,23g,3g,3g,17g,40mg,69mg,3mg,353mg,4.9,10,5 mins,6 servings
13,6589400,25 mins,34 mins,59 mins,12 ,12,211,8g,3g,47mg,411mg,16g,2g,2g,18g,27mg,55mg,1mg,279mg,4.7,20,,12 servings
14,6601699,10 mins,15 mins,25 mins,4 ,4,552,31g,13g,79mg,762mg,40g,3g,2g,28g,13mg,313mg,3mg,185mg,4.8,55,,4 servings
15,6741840,20 mins,10 mins,30 mins,8 ,8,100,3g,0g,129mg,398mg,5g,1g,1g,14g,22mg,30mg,2mg,176mg,4.7,86,,
16,6597496,25 mins,30 mins, 1 hr 25 mins,4 ,4,404,17g,5g,36mg,757mg,42g,5g,5g,20g,85mg,107mg,4mg,502mg,4.4,35,30 mins,
17,6586744,30 mins,20 mins,50 mins,5 ,5,51,2g,0g,,5mg,8g,2g,3g,2g,129mg,22mg,1mg,275mg,4.5,78,,5 servings
18,6588069,5 mins,15 mins,50 mins,5 ,5,402,13g,3g,52mg,625mg,46g,5g,6g,26g,228mg,113mg,4mg,578mg,4.8,4,30 mins,10 fajitas
19,6585903,25 mins,25 mins, 2 hrs 50 mins,6 ,6,357,29g,6g,39mg,235mg,5g,1g,2g,14g,21mg,12mg,2mg,288mg,4.3,34, 2 hrs,
20,6599271,15 mins,10 mins,25 mins,4 ,4,410,10g,2g,66mg,709mg,46g,4g,12g,32g,58mg,111mg,4mg,508mg,4.6,40,,8 fajitas
21,6571119,10 mins,30 mins,40 mins,8 ,8,184,6g,1g,35mg,232mg,17g,2g,2g,15g,32mg,46mg,2mg,230mg,5.0,5,,8 fajitas
22,6595783,10 mins,14 mins,24 mins,6 ,6,455,28g,16g,106mg,1265mg,29g,3g,4g,24g,22mg,254mg,1mg,384mg,4.0,5,,6 servings
23,6738815,15 mins,10 mins,55 mins,5 ,5,210,8g,2g,113mg,344mg,6g,2g,2g,28g,30mg,35mg,2mg,453mg,4.4,"1,249",30 mins,
24,6574300,20 mins,20 mins, 1 hr 10 mins,6 ,6,198,14g,2g,,130mg,18g,4g,7g,3g,56mg,39mg,1mg,404mg,4.6,157,30 mins,
25,6587974,30 mins, 6 hrs 30 mins, 7 hrs,20 ,20,208,8g,4g,43mg,436mg,18g,2g,3g,17g,16mg,38mg,2mg,234mg,4.7,7,,
26,6563206,15 mins,15 mins,30 mins,4 ,4,340,10g,2g,32mg,767mg,43g,4g,6g,18g,42mg,104mg,3mg,342mg,5.0,3,,8 fajitas
27,6599152,10 mins,20 mins,30 mins,4 ,4,442,17g,3g,173mg,1202mg,48g,4g,4g,25g,66mg,136mg,5mg,425mg,4.5,6,,4 fajitas
28,6595493,10 mins, 8 hrs, 8 hrs 10 mins,4 ,4,417,6g,1g,97mg,1793mg,47g,10g,7g,46g,5mg,75mg,4mg,930mg,4.5,19,,
29,6569608,15 mins,10 mins,25 mins,5 ,5,424,11g,2g,,925mg,67g,7g,3g,30g,99mg,62mg,6mg,420mg,4.7,6,,10 fajitas
30,6577636,20 mins,15 mins,35 mins,4 ,4,531,23g,8g,25mg,1111mg,65g,6g,5g,18g,74mg,285mg,5mg,558mg,4.6,175,,
31,6577270,15 mins,25 mins, 2 hrs 40 mins,4 ,4,451,22g,5g,38mg,1974mg,48g,6g,3g,27g,47mg,57mg,3mg,582mg,4.7,71, 2 hrs,4 servings
32,6738598,10 mins,25 mins,35 mins,8 ,8,397,17g,7g,104mg,821mg,20g,2g,3g,40g,18mg,241mg,2mg,548mg,4.5,391,,8 sandwiches
33,6585793,20 mins,7 mins,27 mins,4 ,4,173,9g,2g,40mg,49mg,7g,2g,3g,16g,43mg,27mg,1mg,296mg,4.4,22,,4 servings
34,6584783,10 mins,20 mins, 2 hrs 30 mins,6 ,,,,,,,,,,,,,,,4.5,44, 2 hrs,6 servings
35,6600724,20 mins,20 mins,41 mins,2 ,2,648,34g,16g,182mg,1229mg,23g,10g,4g,65g,57mg,491mg,3mg,914mg,4.0,4,1 mins,2 fajita bowls
36,6573252,15 mins,20 mins, 1 hr 35 mins,8 ,8,603,24g,6g,65mg,1193mg,67g,5g,4g,29g,42mg,171mg,5mg,437mg,5.0,5, 1 hr,8 servings
37,6738326,20 mins,16 mins,56 mins,4 ,4,693,45g,13g,209mg,975mg,42g,6g,5g,33g,49mg,324mg,6mg,634mg,4.6,28,20 mins,4 fajitas
38,6587332,30 mins,10 mins, 3 hrs 40 mins,6 ,6,467,20g,11g,57mg,2080mg,44g,8g,3g,29g,33mg,359mg,4mg,580mg,4.5,2, 3 hrs,6 servings
39,6583177,20 mins,30 mins,50 mins,4 ,4,430,19g,4g,129mg,562mg,12g,3g,7g,49g,82mg,83mg,5mg,744mg,4.5,4,,4 servings
40,6601710,10 mins,15 mins, 1 hr,12 ,12,112,7g,2g,18mg,20mg,4g,1g,2g,7g,42mg,12mg,1mg,191mg,4.6,20,35 mins,12 servings
41,6577947,30 mins,20 mins, 10 hrs 50 mins,4 ,4,234,11g,3g,31mg,1071mg,17g,4g,6g,19g,59mg,49mg,3mg,567mg,4.1,12, 10 hrs,4 servings
42,6569184,15 mins,10 mins,35 mins,6 ,6,167,3g,1g,58mg,309mg,24g,2g,3g,10g,44mg,69mg,2mg,225mg,,,10 mins,
43,6581653,20 mins,25 mins,45 mins,4 ,4,228,12g,2g,82mg,344mg,9g,2g,4g,22g,83mg,40mg,2mg,695mg,5.0,4,,4 servings
44,6584157,20 mins,30 mins,50 mins,4 ,4,349,6g,1g,65mg,400mg,46g,8g,6g,29g,80mg,96mg,3mg,570mg,4.7,3,,4 servings
45,6594124,15 mins,10 mins,55 mins,4 ,4,508,20g,4g,346mg,762mg,36g,4g,5g,43g,83mg,156mg,8mg,596mg,5.0,1,30 mins,
46,6737502,30 mins,5 mins,50 mins,4 ,4,257,13g,6g,49mg,136mg,20g,4g,3g,17g,48mg,63mg,1mg,336mg,3.9,35,15 mins,4 servings
47,6572843,20 mins,20 mins,40 mins,4 ,4,310,7g,2g,128mg,645mg,41g,4g,5g,20g,69mg,123mg,5mg,400mg,5.0,1,,8 fajitas
48,6600100,10 mins,15 mins,25 mins,4 ,4,207,13g,2g,,606mg,13g,3g,3g,13g,52mg,101mg,3mg,486mg,4.2,56,,4 servings
49,6597178,30 mins,36 mins, 1 hr 6 mins,8 ,8,449,15g,7g,88mg,1239mg,42g,9g,2g,38g,19mg,294mg,3mg,653mg,4.6,8,,8 servings
50,6593524,20 mins,15 mins,35 mins,4 ,4,331,9g,2g,173mg,1035mg,37g,4g,4g,24g,99mg,126mg,5mg,460mg,4.0,2,,4 servings
51,6600616,10 mins,10 mins,20 mins,6 ,6,402,15g,3g,173mg,1008mg,43g,6g,4g,26g,109mg,142mg,6mg,620mg,5.0,4,,6 servings
52,6584809,20 mins,30 mins,50 mins,4 ,4,247,7g,1g,82mg,81mg,15g,4g,5g,32g,124mg,71mg,4mg,650mg,5.0,1,,4 servings
53,6582848,15 mins,8 mins,23 mins,4 ,4,375,15g,4g,39mg,664mg,39g,3g,8g,19g,33mg,95mg,3mg,462mg,4.0,2,,4 servings
54,6580680,15 mins,10 mins,55 mins,8 ,8,309,9g,2g,49mg,546mg,32g,2g,3g,25g,21mg,90mg,3mg,385mg,4.6,15,30 mins,8 servings
55,6571551,10 mins,15 mins,25 mins,6 ,6,547,26g,11g,100mg,2638mg,62g,2g,4g,26g,77mg,293mg,3mg,461mg,4.4,9,,6 servings
56,6603469,15 mins,40 mins,55 mins,6 ,6,395,13g,2g,45mg,1234mg,50g,7g,3g,22g,30mg,88mg,2mg,808mg,4.2,180,,6 servings
57,6590315,30 mins,10 mins, 1 hr 40 mins,12 ,12,341,22g,3g,,545mg,34g,9g,5g,5g,81mg,64mg,2mg,666mg,4.3,28, 1 hr,12 fajitas
58,6591030,15 mins,30 mins,45 mins,4 ,4,542,15g,3g,173mg,1285mg,73g,6g,6g,29g,58mg,106mg,7mg,561mg,4.8,11,,4 servings
59,6583780,15 mins,15 mins,30 mins,4 ,4,669,24g,8g,198mg,1107mg,77g,7g,6g,38g,28mg,317mg,7mg,830mg,4.4,99,,8 fajitas
60,6578121,15 mins,,30 mins,4 ,4,391,14g,4g,31mg,1068mg,47g,3g,13g,22g,29mg,29mg,1mg,372mg,4.4,18,15 mins,8 tacos
