,id_recipe,name,Prep Time:,Cook Time:,Total Time:,Servings:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Yield:,Additional Time:
0,6651067,Old-Fashioned Potato Cakes,10 mins,10 mins,20 mins,4 ,4,255,5g,1g,49mg,627mg,45g,3g,3g,7g,9mg,44mg,2mg,407mg,4.4,272,,
1,6649259,Potato Pancakes,10 mins,15 mins,25 mins,6 ,6,283,8g,1g,31mg,415mg,47g,6g,3g,7g,50mg,39mg,2mg,1077mg,4.6,290,,
2,6664226,My Crispy Mashed Potato Pancake,5 mins,10 mins,15 mins,3 ,3,214,9g,2g,127mg,470mg,27g,2g,2g,7g,9mg,53mg,1mg,469mg,4.4,228,,
3,6738656,German Potato Pancakes,20 mins,25 mins,45 mins,6 ,6,283,11g,2g,62mg,246mg,41g,5g,2g,7g,43mg,47mg,2mg,943mg,4.6,889,,
4,6598824,Irish Boxty,15 mins,15 mins,30 mins,6 ,6,227,10g,2g,32mg,121mg,29g,2g,1g,5g,10mg,24mg,2mg,305mg,4.3,118,,
5,6663261,Potato Latkes,15 mins,20 mins,35 mins,6 ,6,199,11g,2g,62mg,191mg,22g,2g,,5g,6mg,24mg,1mg,472mg,4.5,638,12 latkes,
6,6739299,Instant Potato Pancakes,10 mins,20 mins,30 mins,4 ,4,135,11g,5g,55mg,346mg,8g,1g,0g,3g,8mg,30mg,0mg,144mg,4.3,76,,
7,6591059,Easy Leftover Potato Pancakes,5 mins,10 mins,15 mins,5 ,5,254,15g,6g,84mg,1350mg,24g,2g,2g,7g,15mg,109mg,1mg,492mg,4.4,178,10 pancakes,
8,6580018,Air Fryer Latkes,20 mins,20 mins,40 mins,5 ,5,97,7g,2g,33mg,121mg,19g,2g,1g,3g,9mg,14mg,1mg,439mg,5.0,4,10 latkes,
9,6592470,Leftover Mashed Potato Pancakes,5 mins,8 mins,13 mins,2 ,2,373,17g,6g,101mg,805mg,47g,4g,4g,9g,13mg,93mg,2mg,697mg,4.6,20,2 servings,
10,6577934,Panko Crusted Mashed Potato Cakes,,,,8 ,8,164,7g,1g,47mg,40mg,22g,1g,1g,4g,10mg,13mg,1mg,166mg,4.3,52,8 pancakes,
11,6597035,Cheesy Potato Pancakes,15 mins,20 mins,35 mins,6 ,6,427,22g,8g,95mg,1159mg,43g,4g,2g,15g,28mg,258mg,3mg,698mg,4.6,97,6 servings,
12,6602895,Easy Potato Pancakes,20 mins,20 mins,40 mins,5 ,5,291,10g,2g,74mg,42mg,43g,5g,,8g,44mg,42mg,2mg,961mg,4.2,160,10 pancakes,
13,6737839,Mom's Potato Latkes,15 mins,15 mins,30 mins,4 ,4,371,30g,5g,93mg,286mg,22g,3g,,6g,24mg,30mg,1mg,540mg,4.8,148,,
14,6574739,Baked Potato Latkes,10 mins,10 mins,20 mins,5 ,5,219,11g,2g,74mg,731mg,26g,2g,3g,5g,12mg,28mg,1mg,379mg,4.7,29,5 latkes,
15,6583011,Foolproof Potato Latkes,15 mins,25 mins,40 mins,5 ,5,289,13g,2g,74mg,1068mg,37g,5g,3g,7g,37mg,97mg,2mg,814mg,4.3,35,10 latkes,
16,6584781,Bramboracky (Czech Savory Potato Pancakes),30 mins,30 mins, 1 hr,3 ,3,527,11g,2g,110mg,74mg,94g,12g,4g,15g,98mg,103mg,5mg,2163mg,4.7,26,6 large pancakes,
17,6593878,Corned Beef Potato Pancakes,15 mins,30 mins,45 mins,4 ,4,260,9g,3g,83mg,451mg,29g,4g,2g,16g,33mg,36mg,3mg,767mg,3.8,26,,
