,id_recipe,Prep Time:,Cook Time:,Total Time:,Servings:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Additional Time:,Yield:
0,6648446,15 mins,25 mins,40 mins,12 ,12,134,12g,6g,28mg,315mg,3g,1g,0g,4g,3mg,88mg,0mg,54mg,4.7,"3,106",,
1,6563672,5 mins,20 mins,25 mins,7 ,7,293,28g,6g,22mg,561mg,5g,1g,0g,6g,4mg,129mg,0mg,18mg,4.6,202,,
2,6584600,15 mins,15 mins,30 mins,24 ,24,133,12g,4g,17mg,236mg,2g,1g,,5g,2mg,141mg,0mg,56mg,4.6,430,,
3,6738133,15 mins,50 mins, 1 hr 5 mins,12 ,12,153,12g,6g,28mg,485mg,5g,1g,1g,7g,4mg,138mg,1mg,108mg,4.7,"2,932",,
4,6604897,10 mins,15 mins,30 mins,8 ,8,439,35g,22g,100mg,1059mg,9g,2g,1g,24g,7mg,645mg,2mg,284mg,4.8,19,5 mins,
5,6663167,20 mins,,20 mins,32 ,32,95,7g,3g,16mg,283mg,4g,1g,1g,5g,2mg,109mg,0mg,73mg,4.4,33,,32 servings
6,6664999,15 mins,20 mins,35 mins,20 ,20,161,14g,4g,27mg,273mg,5g,1g,1g,5g,6mg,56mg,0mg,78mg,4.7,54,,5 cups
7,6738403,20 mins,25 mins,45 mins,16 ,16,82,6g,4g,19mg,203mg,3g,1g,0g,4g,3mg,110mg,0mg,85mg,4.5,685,,4 cups
8,6562119,5 mins,20 mins,25 mins,7 ,7,221,19g,6g,23mg,481mg,7g,1g,1g,6g,6mg,150mg,0mg,60mg,4.6,152,,5 to 8 servings
9,6737708,10 mins,30 mins,40 mins,10 ,10,314,29g,13g,61mg,682mg,8g,2g,1g,9g,18mg,164mg,1mg,193mg,4.8,488,,10 servings
10,6738685,15 mins,30 mins,45 mins,6 ,6,284,23g,14g,71mg,637mg,9g,3g,1g,13g,10mg,303mg,2mg,258mg,4.7,179,,6 servings
11,6577781,5 mins, 2 hrs, 2 hrs 5 mins,6 ,6,233,18g,11g,56mg,615mg,8g,3g,1g,12g,8mg,291mg,1mg,225mg,4.2,13,,6 servings
