,id_recipe,Prep Time:,Cook Time:,Total Time:,Servings:,Yield:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Additional Time:
0,6649329,20 mins, 2 hrs 10 mins, 2 hrs 30 mins,12 ,1 9x13-inch dish,12,424,23g,16g,51mg,442mg,52g,1g,38g,5g,19mg,33mg,1mg,119mg,4.7,736,
1,6574002,10 mins,,40 mins,7 ,,7,289,8g,7g,10mg,350mg,41g,1g,35g,10g,7mg,43mg,0mg,93mg,4.7,131,30 mins
2,6738426,20 mins,,20 mins,7 ,,7,315,11g,1g,,61mg,55g,4g,49g,4g,22mg,44mg,1mg,239mg,4.6,61,
3,6590571,20 mins,5 mins, 5 hrs 25 mins,10 ,,10,412,33g,17g,90mg,161mg,27g,2g,23g,5g,6mg,64mg,1mg,175mg,4.7,95, 5 hrs
4,6649243,15 mins,10 mins, 1 hr 55 mins,16 ,1 (9x13-inch) dish,16,371,22g,15g,54mg,327mg,41g,1g,34g,4g,11mg,33mg,1mg,78mg,4.8,"1,842", 1 hr 30 mins
5,6582429,15 mins,,1 day 15 mins,6 ,6 servings,6,338,10g,8g,11mg,364mg,49g,1g,27g,11g,9mg,61mg,0mg,207mg,4.5,57,1 day
6,6596716,10 mins,, 1 hr,15 ,1 9x13-inch dish,15,248,9g,5g,23mg,87mg,41g,1g,27g,3g,4mg,47mg,1mg,132mg,4.7,142,50 mins
7,6648654,15 mins,, 3 hrs 15 mins,12 ,,12,123,3g,0g,,62mg,23g,1g,21g,1g,5mg,12mg,0mg,86mg,4.7,85, 3 hrs
8,6601503,5 mins,, 1 hr 5 mins,8 ,8 servings,8,393,17g,14g,9mg,327mg,52g,1g,50g,10g,12mg,45mg,1mg,122mg,4.5,201, 1 hr
9,6648430, 1 hr 10 mins,, 6 hrs 25 mins,18 ,1 - 9x13 inch dish,18,189,4g,3g,6mg,106mg,35g,,4g,4g,0mg,56mg,0mg,66mg,4.4,96, 5 hrs 15 mins
10,6575581,5 mins,5 mins, 3 hrs 10 mins,6 ,6 servings,6,148,2g,1g,7mg,39mg,29g,,29g,5g,0mg,98mg,0mg,123mg,4.5,31, 3 hrs
11,6582204,5 mins,10 mins, 3 hrs 15 mins,32 ,32 bite-size pieces,32,68,,,,30mg,16g,,6g,2g,,2mg,,1mg,4.8,13, 3 hrs
12,6599463,5 mins,5 mins, 2 hrs 10 mins,12 ,,12,78,,,,37mg,19g,1g,16g,1g,1mg,2mg,0mg,31mg,4.7,26, 2 hrs
13,6598364,30 mins,, 8 hrs,12 ,1 9x13-inch pan,12,436,24g,14g,75mg,269mg,53g,1g,43g,5g,2mg,47mg,1mg,97mg,4.2,25, 7 hrs 30 mins
14,6605514,,,,9 ,8 to 10 servings,9,236,9g,7g,8mg,285mg,33g,1g,31g,9g,6mg,40mg,0mg,122mg,4.6,88,
15,6574760,30 mins,15 mins, 1 hr 45 mins,10 ,10 servings,10,521,28g,19g,61mg,603mg,65g,2g,46g,6g,27mg,43mg,1mg,143mg,4.7,249, 1 hr
