,id_recipe,name,Prep Time:,Cook Time:,Total Time:,Servings:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Additional Time:,Yield:
0,6664373,Best Spanish Rice,10 mins,20 mins,30 mins,5 ,5,286,6g,1g,2mg,697mg,51g,2g,2g,6g,1mg,31mg,2mg,218mg,4.6,"3,165",,
1,6663926,Instant Pot Mexican Rice,10 mins,20 mins,35 mins,4 ,4,225,4g,1g,2mg,788mg,41g,1g,2g,5g,4mg,26mg,2mg,186mg,4.4,105,5 mins,
2,6604674,Flavorful Spanish Rice and Beans,10 mins,25 mins,35 mins,4 ,4,318,6g,1g,,2176mg,57g,7g,3g,9g,3mg,74mg,4mg,134mg,4.3,18,,
3,6739856,Spanish Rice II,10 mins,30 mins,40 mins,4 ,4,270,8g,1g,,882mg,46g,3g,2g,5g,18mg,42mg,2mg,219mg,4.5,"1,861",,4 servings
4,6739264,Arroz Rojo (Mexican Red Rice),15 mins,25 mins,50 mins,5 ,5,213,6g,1g,1mg,109mg,35g,2g,3g,5g,8mg,25mg,2mg,205mg,4.7,84,10 mins,
5,6577989,Quick and Easy Spanish Rice,10 mins,25 mins,35 mins,6 ,6,235,5g,1g,,169mg,42g,1g,2g,4g,12mg,18mg,3mg,105mg,4.3,54,,6 servings
6,6568850,Arroz Rojo,20 mins,40 mins, 1 hr,5 ,5,217,6g,2g,5mg,504mg,37g,3g,4g,4g,10mg,35mg,3mg,348mg,3.8,17,,5 servings
7,6570887,Rice Cooker Spanish Rice,15 mins,20 mins,35 mins,8 ,8,280,7g,2g,8mg,693mg,48g,3g,5g,7g,19mg,53mg,4mg,353mg,3.8,18,,8 servings
8,6570084,Better Spanish Rice,10 mins,10 mins,20 mins,4 ,4,164,3g,1g,,166mg,28g,1g,3g,4g,10mg,41mg,3mg,182mg,4.6,47,,4 servings
9,6738720,Spicy Spanish-Style Rice,10 mins,25 mins,45 mins,8 ,8,194,2g,1g,4mg,436mg,39g,1g,1g,4g,4mg,25mg,3mg,141mg,4.6,60,10 mins,8 servings
10,6595882,Spanish Brown Rice,10 mins,50 mins, 1 hr 10 mins,4 ,4,199,2g,0g,,396mg,42g,3g,4g,5g,7mg,43mg,1mg,430mg,4.5,35,10 mins,4 side dish servings
11,6582892,Easy Spanish Rice,10 mins,25 mins,35 mins,8 ,8,168,4g,1g,,18mg,30g,1g,1g,3g,5mg,22mg,2mg,129mg,3.9,17,,
12,6576878,Quick Spanish Rice,15 mins,20 mins,35 mins,6 ,6,203,6g,4g,15mg,607mg,31g,3g,5g,4g,33mg,69mg,4mg,323mg,4.4,22,,6 servings
13,6594414,Easy Arroz con Gandules,,,,12 ,12,237,5g,1g,,400mg,42g,6g,2g,7g,23mg,41mg,2mg,410mg,3.8,68,,12 servings
14,6584100,Easy Authentic Spanish Rice,10 mins,45 mins,55 mins,8 ,8,253,14g,9g,37mg,522mg,27g,2g,1g,5g,10mg,104mg,1mg,211mg,4.4,71,,
15,6601073,Spanish Rice Original,20 mins,55 mins, 1 hr 15 mins,6 ,6,373,19g,5g,19mg,1196mg,46g,5g,7g,9g,44mg,76mg,4mg,520mg,4.6,306,,
16,6587157,Slow Cooker Spanish Rice,20 mins, 3 hrs 5 mins, 3 hrs 25 mins,6 ,6,399,18g,7g,69mg,1429mg,38g,4g,7g,22g,50mg,82mg,6mg,717mg,4.3,12,,
17,6581039,Vegan Spanish Rice,15 mins,35 mins,50 mins,4 ,4,268,8g,1g,,714mg,43g,3g,4g,5g,28mg,57mg,3mg,319mg,4.2,5,,
18,6587955,Brown Spanish Rice,0 mins, 1 hr 5 mins, 1 hr 5 mins,6 ,6,156,1g,0g,2mg,1479mg,32g,3g,1g,4g,7mg,34mg,1mg,208mg,4.1,23,,
19,6592772,Keto Cauliflower Spanish Rice,15 mins,20 mins,35 mins,6 ,6,124,9g,1g,,159mg,10g,3g,2g,3g,3mg,21mg,1mg,153mg,4.7,7,,3 cups
20,6591560,Baked Mexican Rice,15 mins,35 mins,55 mins,6 ,6,238,5g,1g,,389mg,43g,3g,3g,5g,24mg,50mg,3mg,285mg,5.0,3,5 mins,6 servings
21,6581267,Simple Spanish Rice,10 mins,30 mins,40 mins,4 ,4,359,15g,2g,,1270mg,52g,4g,14g,6g,63mg,81mg,6mg,625mg,4.4,12,,4 servings
22,6602998,Spanish Rice,20 mins,40 mins, 1 hr,6 ,6,269,3g,0g,,153mg,55g,2g,3g,5g,22mg,43mg,4mg,252mg,3.9,157,,6 servings
23,6584970,Linnie's Spanish Rice,,30 mins,30 mins,4 ,4,200,1g,0g,,674mg,44g,2g,4g,5g,2mg,45mg,3mg,389mg,4.3,154,,4 side servings
24,6599171,Easy Slow Cooker Spanish Rice,10 mins, 3 hrs 5 mins, 3 hrs 15 mins,8 ,8,403,19g,9g,86mg,660mg,32g,4g,7g,27g,41mg,175mg,5mg,805mg,4.0,2,,8 servings
25,6572936,Spicy American Spanish Rice,15 mins,35 mins,50 mins,8 ,8,302,20g,9g,60mg,694mg,19g,3g,6g,13g,25mg,43mg,3mg,623mg,4.4,18,,8 servings
