,id_recipe,Prep Time:,Cook Time:,Total Time:,Servings:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Additional Time:,Yield:
0,6600334,20 mins,15 mins,35 mins,8 ,8,557,27g,4g,134mg,513mg,54g,4g,7g,26g,9mg,43mg,2mg,297mg,4.9,7,,
1,6739484,10 mins,15 mins, 1 hr 25 mins,6 ,6,582,33g,6g,126mg,416mg,52g,4g,5g,19g,4mg,41mg,3mg,252mg,4.5,175, 1 hr,
2,6570287,15 mins,,15 mins,4 ,4,240,22g,3g,20mg,252mg,2g,0g,1g,9g,3mg,13mg,1mg,121mg,4.5,366,,
3,6664989,10 mins,,10 mins,4 ,4,228,17g,3g,24mg,255mg,5g,0g,4g,13g,1mg,31mg,1mg,150mg,4.6,"2,320",,
4,6571171,5 mins,,5 mins,3 ,3,142,6g,1g,26mg,240mg,4g,0g,4g,17g,0mg,7mg,1mg,156mg,4.6,166,,
5,6585484,15 mins,,15 mins,4 ,4,423,23g,4g,56mg,1027mg,6g,1g,3g,47g,4mg,41mg,3mg,472mg,4.8,24,,
6,6586847,15 mins,,15 mins,4 ,4,148,7g,1g,20mg,121mg,6g,1g,4g,16g,2mg,12mg,1mg,189mg,4.7,58,,4 servings
7,6605420,5 mins,,5 mins,2 ,2,107,2g,0g,20mg,145mg,4g,1g,2g,17g,2mg,21mg,1mg,235mg,4.1,154,,2 servings
8,6585145,10 mins,,10 mins,6 ,6,189,5g,1g,141mg,175mg,3g,0g,2g,32g,0mg,29mg,2mg,318mg,4.5,4,,
9,6587931,15 mins,,15 mins,4 ,4,169,11g,2g,19mg,180mg,2g,0g,1g,16g,7mg,16mg,1mg,191mg,4.8,45,,
10,6577815,15 mins,,15 mins,8 ,8,187,13g,2g,80mg,260mg,4g,0g,2g,14g,2mg,40mg,1mg,203mg,4.4,141,,
11,6593503,20 mins,,20 mins,12 ,12,156,7g,1g,19mg,306mg,10g,1g,7g,14g,1mg,18mg,1mg,168mg,4.9,22,,1 quart
12,6590899,5 mins,,5 mins,6 ,6,103,1g,0g,17mg,160mg,7g,2g,2g,17g,5mg,19mg,2mg,233mg,4.4,40,,6 servings
13,6599632,10 mins,,10 mins,3 ,3,95,3g,1g,20mg,148mg,1g,0g,1g,16g,1mg,32mg,1mg,160mg,4.0,1,,3 lettuce wraps
14,6649796,10 mins,,10 mins,4 ,4,227,5g,2g,15mg,701mg,30g,6g,1g,17g,16mg,91mg,3mg,326mg,4.5,71,,
15,6576981,10 mins,,10 mins,4 ,4,179,11g,4g,37mg,119mg,2g,1g,1g,17g,13mg,24mg,1mg,219mg,4.9,13,,
16,6571047,5 mins,,5 mins,1 ,1,240,10g,3g,46mg,429mg,3g,0g,1g,34g,1mg,67mg,2mg,319mg,4.7,23,,1 serving
17,6596881,15 mins,15 mins,1 day 1 hr 30 mins,6 ,6,572,38g,8g,29mg,847mg,45g,2g,4g,14g,2mg,50mg,2mg,271mg,4.5,415,1 day 1 hr,
18,6576947,10 mins,,10 mins,4 ,4,140,6g,1g,22mg,110mg,5g,0g,4g,16g,,9mg,1mg,153mg,4.4,96,,
19,6599437,15 mins,15 mins, 1 hr 30 mins,6 ,6,499,22g,4g,38mg,495mg,53g,3g,9g,23g,10mg,39mg,3mg,512mg,4.4,194, 1 hr,
20,6592197,15 mins,10 mins, 1 hr 25 mins,12 ,12,378,23g,4g,18mg,366mg,31g,2g,2g,12g,1mg,28mg,2mg,125mg,4.5,136, 1 hr,12 servings
21,6588188,20 mins,20 mins,40 mins,8 ,8,420,23g,4g,23mg,283mg,36g,3g,3g,18g,6mg,34mg,2mg,288mg,5.0,24,,
22,6577066,10 mins,15 mins,30 mins,4 ,4,142,10g,2g,60mg,168mg,4g,0g,3g,10g,1mg,19mg,1mg,143mg,4.5,69,5 mins,
23,6737224,20 mins,,20 mins,4 ,4,294,18g,3g,27mg,154mg,11g,7g,2g,24g,31mg,33mg,2mg,755mg,4.7,289,,
24,6569235,10 mins,13 mins,23 mins,8 ,8,301,6g,1g,11mg,67mg,45g,3g,2g,16g,1mg,19mg,2mg,160mg,4.1,65,,8 servings
25,6579618,20 mins,, 1 hr 20 mins,4 ,4,203,6g,1g,64mg,78mg,3g,1g,1g,34g,5mg,40mg,1mg,718mg,4.9,21, 1 hr,
26,6664697,20 mins,,20 mins,4 ,4,218,14g,2g,9mg,402mg,15g,3g,5g,11g,17mg,57mg,2mg,455mg,4.6,11,,4 servings
27,6592728,10 mins,, 1 hr 10 mins,2 ,2,217,6g,1g,24mg,342mg,26g,4g,18g,18g,20mg,77mg,5mg,555mg,4.8,52, 1 hr,
28,6572287,20 mins,10 mins, 2 hrs 30 mins,14 ,14,367,26g,5g,104mg,855mg,20g,1g,8g,12g,4mg,55mg,1mg,258mg,4.1,23, 2 hrs,
