,id_recipe,Prep Time:,Cook Time:,Total Time:,Servings:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Additional Time:,Yield:
29,6578209,10 mins,,10 mins,1 ,1,349,9g,1g,45mg,1898mg,37g,2g,30g,34g,2mg,39mg,3mg,418mg,2.8,6,,
30,6576989,15 mins,10 mins, 1 hr 45 mins,10 ,10,553,38g,6g,24mg,578mg,40g,3g,2g,14g,9mg,31mg,2mg,244mg,4.3,19, 1 hr 20 mins,10 servings
31,6573308,20 mins,,20 mins,8 ,8,111,4g,1g,24mg,570mg,5g,1g,,13g,11mg,26mg,1mg,108mg,4.6,5,,
32,6569653,25 mins,15 mins, 1 hr 55 mins,6 ,6,342,10g,2g,108mg,220mg,41g,3g,2g,22g,4mg,32mg,3mg,223mg,4.0,171, 1 hr 15 mins,
33,6581498,5 mins,,5 mins,4 ,4,168,6g,1g,37mg,638mg,8g,0g,6g,20g,0mg,19mg,1mg,222mg,4.9,7,,4 servings
34,6599844,10 mins,10 mins,20 mins,4 ,4,491,18g,10g,55mg,1611mg,55g,3g,8g,26g,1mg,21mg,3mg,224mg,4.4,71,,4 servings
35,6584034,15 mins,,15 mins,12 ,12,186,14g,2g,106mg,190mg,2g,0g,1g,14g,1mg,23mg,1mg,152mg,4.6,238,,
36,6587578,15 mins,10 mins, 1 hr 25 mins,10 ,10,337,9g,2g,23mg,350mg,46g,3g,9g,17g,1mg,51mg,2mg,219mg,4.4,24, 1 hr,
37,6602622,5 mins,,5 mins,8 ,8,46,3g,1g,6mg,72mg,1g,0g,0g,4g,1mg,4mg,0mg,47mg,4.6,45,,8 servings
38,6649979,10 mins,,10 mins,4 ,4,274,18g,3g,22mg,212mg,11g,5g,4g,19g,8mg,38mg,2mg,523mg,4.6,28,,
39,6595484,15 mins,,20 mins,8 ,8,523,28g,5g,71mg,775mg,46g,3g,3g,22g,12mg,42mg,3mg,341mg,4.5,2,5 mins,8 servings
40,6596864,5 mins,,25 mins,5 ,5,790,71g,11g,64mg,775mg,15g,2g,9g,27g,18mg,44mg,2mg,370mg,4.0,74,20 mins,4 to 6 servings
41,6592187,5 mins,, 1 hr 5 mins,2 ,2,173,9g,2g,19mg,676mg,6g,0g,4g,17g,0mg,35mg,2mg,196mg,3.0,1, 1 hr,2 servings
42,6581586,15 mins,5 mins,30 mins,6 ,6,139,5g,1g,168mg,470mg,7g,0g,7g,16g,1mg,36mg,2mg,210mg,4.1,22,10 mins,6 servings
43,6597272,10 mins,, 1 hr 10 mins,2 ,2,408,31g,4g,135mg,390mg,13g,3g,9g,22g,2mg,41mg,2mg,329mg,4.7,47, 1 hr,2 servings
44,6595387,15 mins,,15 mins,4 ,4,277,8g,1g,19mg,46mg,28g,6g,1g,25g,21mg,100mg,5mg,852mg,4.0,1,,4 servings
45,6569706,15 mins,, 2 hrs 15 mins,5 ,5,144,6g,1g,41mg,89mg,2g,1g,0g,22g,4mg,22mg,1mg,449mg,5.0,3, 2 hrs,5 servings
46,6650879,30 mins,,30 mins,4 ,4,344,13g,2g,35mg,763mg,32g,8g,7g,28g,79mg,203mg,7mg,1034mg,4.1,8,,4 servings
47,6588043,10 mins,,10 mins,6 ,6,239,15g,2g,19mg,65mg,10g,7g,1g,18g,13mg,22mg,2mg,678mg,4.6,56,,6 servings
48,6602614,10 mins,10 mins,20 mins,3 ,3,251,5g,1g,42mg,389mg,34g,9g,2g,26g,125mg,120mg,1mg,378mg,4.5,4,,6 tostadas
49,6586657,30 mins,17 mins, 3 hrs 47 mins,30 ,30,132,8g,1g,82mg,271mg,3g,0g,1g,11g,6mg,28mg,1mg,168mg,4.7,19, 3 hrs,30 servings
50,6579323,15 mins,5 mins,20 mins,6 ,6,215,12g,2g,13mg,1299mg,9g,2g,4g,19g,29mg,272mg,5mg,547mg,4.2,5,,6 servings
51,6582559,10 mins,,10 mins,4 ,4,80,2g,0g,10mg,88mg,8g,1g,5g,8g,2mg,10mg,1mg,144mg,3.6,5,,4 servings
52,6570665,20 mins,10 mins, 4 hrs 30 mins,4 ,4,521,23g,4g,79mg,1111mg,51g,4g,7g,27g,30mg,55mg,4mg,669mg,4.1,7, 4 hrs,4 servings
53,6603776,20 mins,,20 mins,2 ,2,740,51g,6g,66mg,957mg,63g,12g,10g,51g,16mg,236mg,3mg,587mg,,,,2 large servings
54,6589762,15 mins,,15 mins,2 ,2,338,22g,7g,47mg,473mg,15g,8g,4g,24g,26mg,194mg,2mg,838mg,5.0,2,,2 servings
55,6577922,15 mins,, 2 hrs 15 mins,8 ,8,373,22g,3g,9mg,1509mg,33g,7g,5g,15g,25mg,102mg,4mg,437mg,4.7,7, 2 hrs,8 main-dish servings
56,6571494,10 mins,,10 mins,2 ,2,417,30g,5g,19mg,134mg,22g,15g,4g,21g,32mg,49mg,3mg,1372mg,4.6,5,,2 servings
57,6649091,10 mins,,10 mins,4 ,4,102,3g,0g,20mg,146mg,3g,1g,1g,16g,2mg,21mg,1mg,172mg,4.1,90,,4 servings
58,6600491,15 mins,,15 mins,6 ,6,263,12g,4g,21mg,438mg,25g,3g,3g,15g,4mg,97mg,2mg,399mg,3.9,22,,6 servings
59,6573360,20 mins,10 mins, 4 hrs,12 ,12,291,14g,5g,83mg,833mg,28g,1g,9g,13g,18mg,105mg,1mg,157mg,,, 3 hrs 30 mins,12 servings
60,6581336,30 mins,25 mins,55 mins,8 ,8,128,9g,2g,3mg,677mg,8g,1g,2g,6g,4mg,49mg,1mg,209mg,4.6,31,,4 cups
61,6578471,15 mins,,15 mins,4 ,4,350,19g,4g,115mg,548mg,27g,5g,9g,16g,8mg,71mg,2mg,490mg,4.5,19,,4 servings
