,id_recipe,Prep Time:,Cook Time:,Total Time:,Servings:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Additional Time:,Yield:
0,6649990,15 mins, 1 hr, 1 hr 15 mins,8 ,8,406,11g,6g,106mg,162mg,66g,0g,66g,11g,3mg,324mg,1mg,420mg,4.4,"1,237",,
1,6579698,15 mins,50 mins, 3 hrs 10 mins,8 ,8,475,22g,12g,202mg,252mg,58g,,57g,14g,2mg,317mg,1mg,425mg,4.8,56, 2 hrs 5 mins,1 9-inch flan
2,6739876,20 mins, 1 hr, 1 hr 20 mins,8 ,8,490,30g,18g,217mg,141mg,47g,,45g,10g,2mg,230mg,1mg,316mg,4.7,507,,
3,6605009,10 mins,55 mins, 6 hrs 5 mins,8 ,8,434,20g,11g,207mg,115mg,56g,0g,54g,9g,6mg,213mg,1mg,300mg,4.8,188, 5 hrs,
4,6575903,15 mins, 1 hr, 10 hrs 15 mins,10 ,10,350,17g,10g,142mg,191mg,41g,,40g,11g,2mg,241mg,1mg,321mg,4.6,695, 9 hrs,1 10-inch round
5,6648764,15 mins, 1 hr 7 mins, 9 hrs 47 mins,8 ,8,309,7g,4g,91mg,110mg,54g,,54g,8g,1mg,212mg,1mg,288mg,4.8,5, 8 hrs 25 mins,8 servings
6,6649570,10 mins, 1 hr, 9 hrs 55 mins,12 ,12,297,9g,5g,114mg,115mg,47g,0g,47g,8g,2mg,201mg,1mg,278mg,4.7,122, 8 hrs 45 mins,
7,6564710,10 mins, 1 hr 10 mins, 1 hr 50 mins,8 ,8,387,14g,7g,336mg,119mg,55g,,55g,11g,2mg,281mg,1mg,337mg,5.0,1,30 mins,1 flan
8,6663401,10 mins, 1 hr, 1 hr 30 mins,12 ,12,261,14g,8g,119mg,161mg,26g,,26g,9g,2mg,205mg,1mg,272mg,4.3,3,20 mins,12 servings
9,6569591,10 mins, 1 hr, 1 hr 10 mins,4 ,4,292,7g,3g,205mg,89mg,50g,,50g,9g,0mg,167mg,1mg,226mg,4.4,174,,4 servings
10,6583439,5 mins,15 mins,20 mins,8 ,8,361,4g,2g,98mg,60mg,78g,,78g,5g,0mg,86mg,1mg,129mg,2.2,25,,1 to 9 - inch flan
11,6576693,20 mins,55 mins, 3 hrs 15 mins,8 ,8,303,7g,4g,112mg,108mg,53g,,53g,8g,1mg,184mg,1mg,256mg,4.4,36, 2 hrs,8 servings
12,6579926,10 mins, 1 hr 5 mins, 1 hr 35 mins,8 ,8,325,10g,5g,100mg,139mg,51g,,51g,10g,2mg,273mg,1mg,353mg,4.8,11,20 mins,8 jars
13,6650465,15 mins, 1 hr 15 mins, 3 hrs 30 mins,6 ,6,373,17g,12g,116mg,127mg,49g,0g,48g,10g,2mg,230mg,2mg,378mg,4.0,17, 2 hrs,6 servings
14,6578630,20 mins,10 mins, 4 hrs 30 mins,12 ,12,333,16g,11g,116mg,127mg,40g,0g,39g,10g,2mg,231mg,2mg,375mg,4.2,47, 4 hrs,1 large flan
15,6595966,15 mins,55 mins, 3 hrs 10 mins,8 ,8,332,11g,6g,184mg,117mg,51g,,50g,9g,2mg,275mg,1mg,335mg,4.0,8, 2 hrs,
16,6585521,30 mins, 1 hr, 1 hr 40 mins,16 ,16,398,23g,16g,129mg,160mg,42g,0g,40g,8g,1mg,140mg,2mg,243mg,4.7,45,10 mins,16 servings
17,6569607,10 mins, 1 hr 8 mins, 4 hrs 18 mins,10 ,10,403,16g,9g,141mg,187mg,56g,,55g,10g,2mg,232mg,1mg,310mg,4.8,5, 3 hrs,1 round baking dish
18,6585948,15 mins,45 mins, 1 hr,10 ,10,175,6g,3g,103mg,74mg,26g,1g,25g,6g,,134mg,1mg,178mg,5.0,3,,
19,6579951,15 mins, 1 hr, 1 hr 15 mins,8 ,8,327,4g,2g,60mg,114mg,60g,,59g,9g,,183mg,0mg,46mg,4.7,119,,1 - 9-inch round
20,6575860,10 mins, 1 hr 10 mins, 1 hr 50 mins,10 ,10,268,14g,6g,228mg,132mg,29g,,29g,8g,2mg,226mg,1mg,274mg,4.3,40,30 mins,10 servings
21,6562213,10 mins, 2 hrs 10 mins, 2 hrs 20 mins,10 ,10,293,9g,5g,185mg,82mg,48g,0g,47g,7g,2mg,205mg,1mg,232mg,,,,10 servings
22,6572078,10 mins, 1 hr, 4 hrs 10 mins,8 ,8,283,9g,4g,158mg,240mg,43g,2g,41g,10g,3mg,195mg,2mg,350mg,4.2,18, 3 hrs,8 servings
23,6579016,15 mins, 1 hr 10 mins, 1 hr 25 mins,8 ,8,376,9g,4g,202mg,211mg,65g,,65g,10g,1mg,166mg,1mg,250mg,4.0,58,,1 to 9 - inch round
24,6595485,10 mins, 1 hr, 3 hrs 40 mins,8 ,8,746,28g,20g,203mg,189mg,117g,0g,117g,10g,2mg,167mg,1mg,264mg,4.7,9, 2 hrs 30 mins,8 servings
25,6601517,15 mins, 1 hr 20 mins, 6 hrs 35 mins,10 ,10,652,38g,22g,140mg,226mg,68g,,67g,13g,2mg,366mg,1mg,311mg,5.0,4, 5 hrs,10 servings
26,6602711,15 mins,35 mins, 5 hrs,3 ,3,628,11g,5g,329mg,163mg,120g,,119g,15g,0mg,234mg,1mg,344mg,,, 4 hrs 10 mins,
27,6587568,20 mins,30 mins, 1 hr 10 mins,8 ,8,135,7g,3g,54mg,68mg,16g,1g,7g,4g,1mg,120mg,2mg,125mg,,,20 mins,8 servings
28,6569521,15 mins,45 mins, 1 hr,12 ,12,259,7g,4g,110mg,99mg,43g,1g,41g,7g,9mg,164mg,1mg,263mg,3.9,18,,12 servings
