,id_recipe,Prep Time:,Cook Time:,Total Time:,Servings:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Additional Time:,Yield:
0,7564731,10 mins,0 mins,10 mins,4 ,4,141,0g,0g,0mg,17mg,3g,1g,2g,0g,18mg,14mg,0mg,68mg,,,,
1,7550375,5 mins,,5 mins,4 ,4,445,15g,9g,58mg,109mg,74g,1g,58g,6g,102mg,196mg,4mg,678mg,,,,
2,6605906,10 mins,,10 mins,12 ,12,151,,,,1mg,40g,0g,37g,0g,28mg,4mg,,54mg,4.7,79,,
3,7495346,10 mins,10 mins,20 mins,8 servings,8,185,0g,0g,0mg,14mg,48g,2g,45g,1g,10mg,14mg,0mg,201mg,,,,
4,6650156,10 mins,,10 mins,6 ,6,151,0g,,,3mg,45g,5g,33g,1g,83mg,66mg,1mg,157mg,4.8,445,,
5,6572593,10 mins,,10 mins,4 ,4,152,1g,1g,5mg,24mg,36g,1g,33g,1g,10mg,57mg,0mg,89mg,4.7,441,,
6,6738064,15 mins,5 mins, 4 hrs 45 mins,6 ,6,183,0g,,,9mg,53g,5g,42g,1g,83mg,72mg,1mg,159mg,4.8,126, 4 hrs 25 mins,1 1/2 quarts
7,6570026,15 mins,,15 mins,12 ,12,87,,,,5mg,23g,0g,20g,0g,26mg,9mg,0mg,71mg,4.7,170,,
8,6580342,15 mins,5 mins,50 mins,4 ,4,141,1g,0g,,8mg,46g,8g,26g,3g,131mg,116mg,1mg,348mg,4.3,70,30 mins,
9,6649930,10 mins,5 mins,15 mins,12 ,12,50,0g,,,3mg,13g,0g,12g,0g,9mg,6mg,0mg,70mg,4.4,94,,6 cups
10,6595970,5 mins,5 mins,10 mins,8 ,8,169,0g,,,8mg,43g,0g,42g,0g,28mg,13mg,0mg,109mg,4.4,27,,10 cups
11,6583652,45 mins,20 mins, 1 hr 5 mins,4 ,4,269,0g,0g,,13mg,77g,6g,62g,2g,104mg,92mg,1mg,200mg,4.7,335,,4 servings
12,6591081,5 mins,5 mins, 1 hr 25 mins,20 ,20,132,,,,7mg,36g,1g,31g,0g,31mg,16mg,0mg,85mg,4.6,75, 1 hr 15 mins,20 servings
13,6649985,5 mins,,5 mins,1 ,1,148,0g,,,5mg,13g,0g,12g,0g,16mg,8mg,0mg,48mg,5.0,3,,1 drink
14,6601072,10 mins,,10 mins,5 ,5,86,,,,6mg,23g,0g,21g,0g,17mg,8mg,,47mg,4.7,201,,5 servings
15,6587297,5 mins,2 mins,7 mins,4 ,4,200,0g,,,16mg,53g,2g,47g,1g,36mg,30mg,0mg,140mg,4.7,10,,
16,6600048,10 mins,5 mins,15 mins,8 ,8,54,,,,7mg,15g,0g,13g,0g,11mg,9mg,,31mg,4.3,57,,8 servings
17,6582934,15 mins,,15 mins,16 ,16,59,0g,,,5mg,15g,0g,13g,0g,6mg,6mg,0mg,55mg,4.6,11,,
18,6568987, 1 hr 10 mins,2 mins, 1 hr 12 mins,8 ,8,101,,,,37mg,26g,0g,25g,0g,7mg,1mg,,19mg,4.4,107,,8 servings
19,6580270,5 mins,,5 mins,18 ,18,57,0g,,,5mg,15g,1g,10g,0g,8mg,11mg,0mg,33mg,4.6,153,,18 (4 ounce) servings
20,6602272,10 mins,,10 mins,4 ,4,102,0g,,,7mg,28g,1g,25g,0g,22mg,24mg,0mg,43mg,4.4,85,,
21,6591244,5 mins,,5 mins,6 ,6,285,0g,,,28mg,47g,,33g,2g,13mg,28mg,1mg,146mg,5.0,2,,
22,6599603,15 mins,,15 mins,8 ,8,152,0g,,,4mg,39g,1g,36g,1g,31mg,17mg,1mg,220mg,4.4,192,,2 quarts
23,6574617,10 mins,5 mins,35 mins,6 ,6,151,0g,,,9mg,40g,1g,36g,0g,40mg,17mg,0mg,109mg,4.5,16,20 mins,6 servings
24,6576615,5 mins,,15 mins,1 ,1,24,1g,0g,,12mg,5g,1g,1g,1g,21mg,30mg,0mg,64mg,4.9,7,10 mins,1 serving
25,6597267,5 mins,,5 mins,10 ,10,89,0g,,,2mg,23g,1g,21g,0g,19mg,8mg,1mg,71mg,4.7,132,,
26,6570837,15 mins,15 mins,30 mins,12 ,12,216,0g,0g,0mg,11mg,56g,2g,51g,1g,13mg,76mg,0mg,271mg,4.5,25,,4 cups syrup
27,6586370,20 mins,,20 mins,12 ,12,107,0g,,,9mg,30g,4g,22g,1g,67mg,62mg,1mg,187mg,4.0,9,,12 servings
28,6602556,15 mins,,15 mins,6 ,6,119,0g,,,9mg,32g,3g,23g,2g,118mg,38mg,1mg,275mg,5.0,4,,6 servings
29,6581617,10 mins,,10 mins,6 ,6,112,0g,,,9mg,33g,3g,25g,1g,55mg,51mg,1mg,108mg,4.6,23,,6 servings
30,6737623,15 mins,5 mins,20 mins,6 ,6,291,0g,,,13mg,77g,1g,71g,1g,44mg,20mg,0mg,133mg,4.5,71,,3 quarts
31,6589105,15 mins,, 3 hrs 15 mins,16 ,16,112,0g,,,1mg,29g,0g,28g,0g,11mg,8mg,0mg,30mg,4.7,13, 3 hrs,1 gallon
32,6590425,10 mins,5 mins, 2 hrs 15 mins,8 ,8,110,,,,8mg,29g,0g,26g,0g,22mg,14mg,0mg,80mg,4.7,9, 2 hrs,8 servings
33,6583054,10 mins,, 8 hrs 10 mins,12 ,12,89,0g,,,9mg,23g,0g,22g,0g,8mg,14mg,0mg,38mg,4.6,9, 8 hrs,12 servings
34,6571838,15 mins,,15 mins,6 ,6,127,1g,0g,,9mg,41g,7g,25g,2g,111mg,92mg,1mg,211mg,4.6,75,,6 servings
35,6590108,10 mins,,10 mins,1 ,1,90,0g,,,18mg,28g,4g,19g,1g,66mg,67mg,1mg,129mg,4.8,9,,1 serving
36,6573050,5 mins,10 mins, 1 hr 15 mins,8 ,8,133,,,,6mg,35g,0g,32g,0g,21mg,9mg,,59mg,4.8,6, 1 hr,8 servings
37,6562987,5 mins,5 mins,25 mins,6 ,6,187,,,,7mg,52g,0g,48g,0g,28mg,12mg,0mg,106mg,4.5,2,15 mins,6 servings
38,6572099,15 mins,,15 mins,4 ,4,137,1g,0g,,13mg,44g,8g,27g,2g,125mg,122mg,1mg,272mg,4.2,34,,4 servings
39,6602805,5 mins,,5 mins,1 ,1,76,,,,8mg,20g,0g,18g,0g,15mg,10mg,,56mg,4.6,8,,1 cup
40,6599190,10 mins,,10 mins,3 ,3,203,2g,1g,6mg,32mg,48g,1g,44g,2g,14mg,76mg,0mg,119mg,4.7,35,,
41,6588147,5 mins,,5 mins,4 ,4,331,1g,0g,,8mg,85g,3g,77g,2g,71mg,37mg,1mg,500mg,4.8,4,,4 servings
42,6574288,15 mins, 1 hr, 1 hr 15 mins,8 ,8,156,0g,,,5mg,41g,1g,34g,2g,47mg,23mg,1mg,333mg,4.7,25,,8 servings
43,6601697,10 mins,,10 mins,6 ,6,195,,,,17mg,50g,,50g,,2mg,3mg,0mg,10mg,4.3,15,,6 (8 ounce) servings
44,6597039,10 mins,5 mins,30 mins,10 ,10,135,0g,,,7mg,36g,2g,29g,1g,82mg,26mg,0mg,196mg,,,15 mins,10 servings
45,6561873,15 mins,,15 mins,12 ,12,26,0g,,,6mg,9g,1g,4g,0g,8mg,8mg,0mg,42mg,5.0,1,,12 servings
46,6561759,10 mins,,10 mins,8 ,8,52,0g,,,7mg,14g,1g,9g,1g,49mg,29mg,0mg,138mg,,,,8 cups
47,6664608,10 mins,,10 mins,2 ,2,58,1g,,,12mg,16g,2g,,1g,,,,197mg,,,,
48,6577466,15 mins,,45 mins,6 ,6,151,0g,,,30mg,40g,0g,18g,0g,10mg,19mg,0mg,103mg,4.6,14,30 mins,6 servings
49,6568281,5 mins,5 mins,1 day 10 mins,6 ,6,295,0g,,,16mg,80g,4g,69g,1g,65mg,70mg,1mg,279mg,4.2,38,1 day,6 servings
50,6561705,10 mins,,10 mins,6 ,6,145,3g,2g,11mg,47mg,28g,,28g,3g,1mg,98mg,0mg,123mg,4.8,4,,6 servings
51,6651057,5 mins,,5 mins,1 ,1,272,0g,,,33mg,37g,0g,,0g,,,,104mg,,,,
52,6565790,10 mins,5 mins, 1 hr 15 mins,4 ,4,80,0g,,,2mg,21g,1g,18g,0g,18mg,8mg,0mg,62mg,4.0,2, 1 hr,4 servings
53,6664808,5 mins,,5 mins,6 ,6,10,,,,4mg,4g,0g,,0g,,,,52mg,5.0,2,,
54,6664047,10 mins,5 mins,15 mins,4 ,4,262,0g,0g,,9mg,69g,2g,,1g,,,,208mg,,,,
55,6663372,5 mins,5 mins,10 mins,9 ,9,100,,,,7mg,27g,0g,,0g,,,,52mg,4.0,1,,
56,6566099,10 mins,,10 mins,6 ,6,214,3g,3g,,18mg,49g,1g,45g,0g,13mg,22mg,0mg,49mg,4.3,3,,6 servings
57,6565321,15 mins,,15 mins,15 ,15,122,0g,,,3mg,32g,1g,29g,1g,31mg,20mg,1mg,96mg,2.8,4,,15 (8 ounce) servings
58,6589231,10 mins,10 mins, 2 hrs 20 mins,20 ,20,67,,,,4mg,18g,0g,16g,0g,12mg,10mg,0mg,40mg,4.4,44, 2 hrs,20 (4 ounce) servings
59,6567304,5 mins,,5 mins,1 ,1,27,0g,,,5mg,11g,1g,3g,1g,41mg,20mg,0mg,112mg,5.0,8,,1 serving
