,id_recipe,Prep Time:,Cook Time:,Total Time:,Servings:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Yield:,Additional Time:
18,6600841,15 mins, 8 hrs 20 mins, 8 hrs 35 mins,8 ,8,386,29g,11g,103mg,698mg,3g,1g,2g,27g,3mg,31mg,4mg,378mg,4.7,126,8 servings,
19,6739248,15 mins,45 mins, 1 hr,6 ,6,443,31g,11g,104mg,1644mg,11g,1g,4g,28g,1mg,30mg,3mg,346mg,4.7,337,6 servings,
20,6593705,10 mins, 4 hrs, 4 hrs 10 mins,8 ,8,389,25g,9g,109mg,411mg,3g,0g,1g,35g,,15mg,4mg,598mg,4.7,455,8 servings,
21,6577693,20 mins, 2 hrs, 2 hrs 30 mins,6 ,6,700,25g,8g,100mg,935mg,71g,9g,8g,48g,65mg,92mg,6mg,1883mg,4.8,129,6 servings,10 mins
22,6586269,15 mins, 5 hrs, 5 hrs 15 mins,8 ,8,424,23g,9g,121mg,736mg,13g,1g,6g,39g,3mg,45mg,5mg,647mg,4.6,"1,023",8 servings,
23,6582015,20 mins, 3 hrs 5 mins, 3 hrs 25 mins,8 ,8,410,27g,7g,52mg,759mg,21g,3g,4g,17g,13mg,52mg,3mg,568mg,4.8,4,8 servings,
24,6592472,10 mins, 8 hrs, 8 hrs 10 mins,10 ,10,336,17g,6g,108mg,1153mg,11g,2g,2g,33g,1mg,28mg,4mg,340mg,4.7,54,10 servings,
25,6592146,10 mins, 1 hr 30 mins, 1 hr 40 mins,6 ,6,550,32g,13g,131mg,433mg,25g,3g,3g,39g,23mg,47mg,5mg,908mg,4.2,85,6 servings,
26,6568262,10 mins, 4 hrs 30 mins, 5 hrs,6 ,6,237,9g,3g,98mg,143mg,4g,1g,1g,34g,2mg,16mg,3mg,309mg,4.0,9,6 servings,20 mins
27,6597782,20 mins, 8 hrs, 8 hrs 20 mins,8 ,8,350,16g,6g,79mg,128mg,25g,4g,3g,27g,29mg,43mg,4mg,823mg,4.5,41,,
28,6592135,30 mins, 3 hrs, 6 hrs 40 mins,8 ,8,586,33g,9g,94mg,891mg,31g,3g,4g,39g,38mg,45mg,4mg,1120mg,4.6,16,8 servings, 3 hrs 10 mins
29,6577091,10 mins, 5 hrs 10 mins, 5 hrs 20 mins,6 ,6,350,21g,8g,86mg,3076mg,9g,1g,1g,23g,2mg,65mg,4mg,275mg,4.6,66,6 servings,
30,6737807,10 mins, 7 hrs, 7 hrs 10 mins,5 ,5,552,37g,15g,150mg,570mg,10g,2g,4g,45g,8mg,29mg,6mg,1037mg,4.3,157,,
31,6664662,20 mins, 4 hrs 10 mins, 4 hrs 30 mins,8 ,8,498,28g,11g,103mg,962mg,31g,4g,5g,30g,31mg,49mg,4mg,930mg,4.7,41,,
32,6592877,25 mins, 2 hrs 10 mins, 2 hrs 45 mins,10 ,10,388,24g,8g,88mg,391mg,10g,2g,3g,28g,5mg,39mg,3mg,681mg,4.4,66,,10 mins
33,6571442,30 mins,45 mins, 1 hr 15 mins,8 ,8,497,33g,12g,64mg,614mg,31g,3g,2g,19g,4mg,26mg,3mg,300mg,5.0,1,8 servings,
34,6571764,30 mins, 1 hr 35 mins, 2 hrs 20 mins,6 ,6,337,24g,8g,69mg,882mg,10g,2g,4g,20g,55mg,28mg,3mg,344mg,4.8,13,1 2-pound chuck roast,15 mins
35,6602308,30 mins, 6 hrs, 6 hrs 30 mins,8 ,8,682,35g,17g,120mg,757mg,63g,6g,8g,31g,6mg,159mg,3mg,593mg,4.8,10,,
36,6576780,20 mins, 2 hrs 50 mins, 3 hrs 10 mins,6 ,6,568,29g,10g,98mg,300mg,39g,6g,8g,34g,37mg,74mg,5mg,1225mg,4.4,105,,
37,6571059,10 mins, 3 hrs, 3 hrs 10 mins,12 ,12,305,16g,6g,76mg,299mg,15g,3g,3g,24g,10mg,75mg,3mg,836mg,4.2,36,,
38,6593461,20 mins, 1 hr 15 mins, 1 hr 45 mins,14 ,14,252,16g,6g,52mg,496mg,10g,1g,3g,15g,4mg,32mg,2mg,257mg,4.6,7,,10 mins
39,6587430,25 mins, 8 hrs, 8 hrs 25 mins,4 ,4,629,36g,14g,129mg,1272mg,37g,5g,7g,38g,17mg,92mg,6mg,1187mg,4.2,36,,
40,6569419,15 mins, 8 hrs 10 mins, 8 hrs 25 mins,12 ,12,213,11g,4g,70mg,772mg,5g,1g,2g,21g,49mg,17mg,3mg,276mg,4.6,71,12 servings,
41,6598632,15 mins, 3 hrs, 3 hrs 15 mins,16 ,16,402,13g,5g,140mg,480mg,10g,1g,1g,57g,8mg,25mg,6mg,724mg,4.4,142,16 servings,
42,6606155,15 mins, 4 hrs, 4 hrs 15 mins,6 ,6,792,46g,19g,164mg,611mg,51g,4g,28g,42g,82mg,68mg,6mg,1425mg,4.6,83,6 servings,
43,6663210,10 mins, 1 hr 50 mins, 2 hrs 15 mins,8 ,8,372,21g,8g,78mg,196mg,19g,3g,3g,23g,10mg,39mg,3mg,757mg,4.5,4,,15 mins
44,6572817,30 mins, 2 hrs, 2 hrs 30 mins,8 ,8,651,29g,12g,116mg,1077mg,63g,5g,21g,35g,35mg,55mg,5mg,1350mg,3.9,38,8 servings,
45,6577365,10 mins, 5 hrs 15 mins, 5 hrs 25 mins,16 ,16,251,15g,6g,52mg,499mg,12g,2g,3g,14g,16mg,19mg,2mg,360mg,4.2,25,16 servings,
46,6581065,20 mins, 4 hrs 15 mins, 4 hrs 35 mins,10 ,10,587,35g,14g,129mg,378mg,34g,2g,21g,33g,1mg,26mg,4mg,559mg,4.3,93,10 servings,
47,6595644,10 mins, 3 hrs 30 mins, 3 hrs 40 mins,8 ,8,454,32g,14g,119mg,398mg,7g,1g,1g,27g,4mg,49mg,5mg,306mg,4.3,11,8 servings,
48,6576150,15 mins, 2 hrs 15 mins, 2 hrs 30 mins,6 ,6,387,22g,7g,92mg,418mg,8g,1g,2g,34g,2mg,27mg,4mg,647mg,4.2,134,6 servings,
49,6578740,10 mins, 1 hr 30 mins, 1 hr 55 mins,10 ,10,352,21g,8g,72mg,217mg,22g,3g,11g,20g,20mg,64mg,4mg,290mg,3.0,2,10 servings,15 mins
50,6572312,15 mins, 1 hr 1 mins, 1 hr 16 mins,8 ,8,300,22g,7g,65mg,209mg,5g,1g,3g,18g,3mg,36mg,2mg,310mg,4.0,2,8 servings,
51,6603713,15 mins, 4 hrs, 4 hrs 15 mins,8 ,8,259,10g,4g,47mg,1052mg,26g,5g,5g,18g,27mg,52mg,3mg,804mg,4.4,7,8 servings,
52,6593583,25 mins, 8 hrs, 8 hrs 25 mins,6 ,6,595,34g,11g,103mg,888mg,40g,7g,11g,33g,35mg,95mg,6mg,1248mg,4.3,52,6 servings,
53,6572539,5 mins, 2 hrs 30 mins, 2 hrs 45 mins,8 ,8,552,36g,14g,123mg,430mg,24g,2g,16g,30g,4mg,27mg,4mg,663mg,4.4,16,8 servings,10 mins
54,6567557,15 mins, 8 hrs 10 mins, 8 hrs 25 mins,8 ,8,404,19g,7g,107mg,795mg,9g,1g,1g,40g,2mg,23mg,3mg,606mg,,,8 servings,
55,6570034,20 mins, 5 hrs 35 mins, 6 hrs 5 mins,6 ,6,567,33g,12g,120mg,451mg,30g,5g,10g,36g,24mg,93mg,7mg,1048mg,4.8,153,6 servings,10 mins
