,id_recipe,Prep Time:,Cook Time:,Total Time:,Servings:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Yield:,Additional Time:
0,6648238,20 mins, 8 hrs 20 mins, 8 hrs 40 mins,8 ,8,540,31g,12g,147mg,272mg,18g,3g,2g,46g,18mg,47mg,6mg,1173mg,4.6,"2,411",,
1,6664404,5 mins, 8 hrs, 8 hrs 5 mins,8 ,8,553,46g,21g,153mg,1053mg,3g,0g,,29g,0mg,31mg,4mg,467mg,4.7,431,,
2,6650194,15 mins, 1 hr 10 mins, 1 hr 25 mins,8 ,8,450,22g,8g,78mg,311mg,38g,5g,4g,25g,40mg,56mg,4mg,1151mg,4.4,241,,
3,6664215,10 mins, 4 hrs, 4 hrs 10 mins,6 ,6,526,25g,10g,103mg,547mg,42g,6g,5g,32g,45mg,60mg,5mg,1276mg,4.4,536,6 servings,
4,6663308,15 mins, 3 hrs 15 mins, 3 hrs 30 mins,6 ,6,608,30g,11g,103mg,231mg,52g,9g,11g,33g,51mg,124mg,6mg,1785mg,4.2,117,,
5,6663556,10 mins, 3 hrs, 3 hrs 10 mins,12 ,12,426,24g,9g,127mg,639mg,5g,0g,1g,46g,0mg,20mg,5mg,768mg,4.6,"9,783",,
6,6650584,15 mins, 3 hrs 15 mins, 3 hrs 30 mins,6 ,6,507,39g,17g,141mg,884mg,6g,2g,3g,32g,4mg,43mg,4mg,439mg,4.8,687,,
7,6601853,20 mins, 3 hrs 5 mins, 3 hrs 25 mins,4 ,4,508,24g,9g,98mg,201mg,41g,6g,5g,31g,37mg,64mg,5mg,1141mg,4.4,144,,
8,6741035,15 mins, 3 hrs 15 mins, 3 hrs 30 mins,12 ,12,375,24g,10g,91mg,360mg,8g,0g,1g,27g,0mg,15mg,2mg,475mg,4.7,936,,
9,6648270,20 mins, 2 hrs, 2 hrs 30 mins,8 ,8,551,42g,17g,161mg,446mg,2g,0g,1g,39g,1mg,28mg,5mg,644mg,4.5,743,,10 mins
10,6649275,20 mins, 5 hrs 30 mins, 5 hrs 50 mins,8 ,8,778,57g,23g,199mg,603mg,8g,2g,3g,55g,4mg,39mg,6mg,1109mg,4.7,"1,619",,
11,6587584,15 mins, 2 hrs 30 mins, 2 hrs 45 mins,8 ,8,354,21g,10g,94mg,773mg,13g,1g,2g,27g,3mg,39mg,4mg,354mg,4.8,59,,
12,6649925,10 mins, 8 hrs, 8 hrs 10 mins,6 ,6,537,39g,17g,151mg,1479mg,6g,0g,,37g,0mg,27mg,4mg,351mg,4.8,402,,
13,6739547,15 mins, 8 hrs, 8 hrs 15 mins,6 ,6,385,22g,9g,87mg,1288mg,21g,3g,6g,24g,6mg,41mg,3mg,473mg,4.7,"1,911",,
14,6648704,20 mins, 1 hr 30 mins, 2 hrs 5 mins,12 ,12,233,14g,5g,52mg,536mg,11g,2g,3g,15g,6mg,33mg,2mg,458mg,4.5,72,,15 mins
15,6583465,30 mins, 6 hrs, 6 hrs 30 mins,8 ,8,378,16g,6g,91mg,824mg,26g,4g,4g,32g,35mg,42mg,4mg,581mg,4.2,279,,
16,6664456,20 mins, 1 hr 35 mins, 2 hrs,8 ,8,323,16g,4g,79mg,1005mg,19g,3g,2g,26g,13mg,40mg,4mg,587mg,4.5,110,,5 mins
17,6648658,15 mins, 4 hrs 15 mins, 4 hrs 30 mins,12 ,12,243,15g,5g,52mg,254mg,10g,2g,3g,14g,5mg,30mg,2mg,362mg,4.6,247,1 (3 pound) roast,
