,id_recipe,name,Prep Time:,Cook Time:,Total Time:,Servings:,Yield:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Additional Time:
19,6738179,Grilled Fish Tacos with Chipotle-Lime Dressing,35 mins,10 mins, 6 hrs 45 mins,6 ,,6,416,19g,5g,43mg,644mg,39g,6g,7g,23g,55mg,189mg,3mg,751mg,4.6,"1,112", 6 hrs
20,6648434,Simple Slow-Cooked Korean Beef Soft Tacos,20 mins, 8 hrs, 8 hrs 20 mins,8 ,16 tacos,8,456,22g,8g,78mg,697mg,40g,4g,15g,24g,3mg,76mg,3mg,353mg,4.8,314,
21,6738943,Chicken Wonton Tacos,20 mins,10 mins, 1 hr 30 mins,7 ,14 mini tacos,7,245,10g,2g,44mg,755mg,21g,3g,7g,18g,22mg,49mg,2mg,351mg,4.2,60, 1 hr
22,6649566,Instant Pot Tacos al Pastor, 1 hr, 1 hr, 10 hrs 15 mins,12 ,,12,431,14g,4g,43mg,1339mg,54g,5g,14g,22g,16mg,128mg,4mg,550mg,4.4,11, 8 hrs 15 mins
23,6581149,Favorite Fry Bread Tacos,20 mins,20 mins,40 mins,6 ,6 tacos,6,696,41g,19g,103mg,1371mg,51g,7g,3g,33g,6mg,452mg,5mg,417mg,4.2,19,
24,6590242,Halibut Fish Tacos,20 mins,10 mins,50 mins,8 ,8 tacos,8,269,17g,5g,28mg,321mg,18g,5g,2g,12g,13mg,137mg,1mg,436mg,4.8,9,20 mins
25,6571886,Tasty Lentil Tacos,10 mins,40 mins,50 mins,6 ,6 servings,6,304,10g,2g,1mg,714mg,44g,9g,3g,9g,3mg,67mg,3mg,412mg,4.7,279,
26,6569941,Slow Cooker Tacos al Pastor,30 mins, 7 hrs, 7 hrs 30 mins,10 ,10 tacos,10,398,14g,5g,65mg,543mg,43g,5g,15g,26g,71mg,87mg,2mg,1635mg,5.0,3,
27,6649213,Carne Asada Tacos,30 mins,45 mins, 1 hr 15 mins,6 ,6 servings,6,472,23g,4g,69mg,873mg,40g,13g,5g,30g,32mg,128mg,5mg,1128mg,4.5,211,
28,6583563,Air Fryer Crispy Fish Tacos with Slaw,15 mins,20 mins,35 mins,4 ,8 tacos,4,370,8g,1g,47mg,740mg,48g,5g,2g,26g,27mg,85mg,2mg,717mg,4.4,9,
29,6581646,Baked Cod Fish Tacos,20 mins,25 mins,45 mins,6 ,6 tacos,6,313,10g,4g,36mg,531mg,36g,4g,5g,20g,63mg,101mg,3mg,709mg,4.8,13,
30,6739795,Lime Chicken Soft Tacos,20 mins,30 mins,50 mins,,10 servings,,204,7g,2g,37mg,434mg,19g,1g,2g,16g,4mg,78mg,2mg,200mg,4.5,"2,598",
31,6650698,Delicious Beef Tongue Tacos,15 mins, 8 hrs 15 mins, 8 hrs 30 mins,20 ,20 tacos,20,227,14g,5g,66mg,46mg,14g,2g,1g,11g,4mg,30mg,2mg,196mg,4.6,76,
32,6736981,Fry Bread Tacos II,20 mins,22 mins,47 mins,4 ,4 servings,4,808,37g,14g,103mg,2255mg,77g,7g,6g,40g,4mg,490mg,7mg,726mg,4.6,539,5 mins
33,6601475,Healthy Fish Tacos with Mango Salsa,20 mins,15 mins, 1 hr 35 mins,8 ,8 tacos,8,324,18g,3g,62mg,290mg,24g,6g,8g,19g,30mg,50mg,2mg,778mg,4.9,56, 1 hr
34,6605774,Navajo Tacos,15 mins,19 mins,49 mins,6 ,6 tacos,6,425,18g,5g,47mg,1127mg,45g,5g,3g,21g,6mg,102mg,6mg,403mg,4.3,7,15 mins
35,6590494,Indian Tacos with Yeast Fry Bread, 1 hr,45 mins, 1 hr 45 mins,12 ,12 servings,12,470,28g,10g,52mg,807mg,38g,4g,9g,17g,46mg,265mg,5mg,670mg,4.7,51,
36,6663705,Tacos De Matamoros,30 mins, 1 hr 30 mins, 2 hrs,6 ,6 servings,6,629,39g,21g,129mg,868mg,33g,6g,3g,38g,17mg,500mg,4mg,609mg,4.3,111,
37,6569391,Air Fryer Tacos de Papa,,25 mins,30 mins,10 ,10 tacos,10,137,4g,2g,9mg,138mg,22g,2g,1g,5g,10mg,91mg,1mg,188mg,4.5,2,5 mins
38,6583027,Eggplant Tacos,15 mins,20 mins,35 mins,4 ,4 servings,4,255,18g,3g,,193mg,23g,7g,5g,4g,11mg,73mg,4mg,513mg,4.4,36,
39,6589713,Tacos de Jamaica (Vegan Hibiscus Tacos),15 mins,17 mins, 2 hrs 32 mins,18 ,18 tortillas,18,101,3g,1g,,32mg,17g,3g,2g,2g,8mg,65mg,2mg,154mg,4.7,3, 2 hrs
40,6580986,Shrimp Tacos,15 mins,2 mins,47 mins,4 ,4 servings,4,567,23g,7g,188mg,951mg,60g,8g,15g,31g,36mg,180mg,6mg,882mg,4.7,160,30 mins
41,6649668,Chicken Tacos,15 mins,15 mins,30 mins,,8 servings,,401,21g,11g,75mg,435mg,30g,4g,8g,25g,18mg,302mg,2mg,591mg,4.2,327,
42,6739250,Easy Keto Beef Tacos,20 mins,18 mins,50 mins,4 ,4 servings,4,676,53g,26g,157mg,1197mg,10g,4g,2g,41g,8mg,619mg,3mg,634mg,4.2,41,12 mins
43,6604998,Impossible™ Burger Street Tacos,25 mins,20 mins,45 mins,6 ,6 servings,6,367,11g,2g,7mg,2480mg,46g,5g,3g,9g,12mg,172mg,3mg,271mg,4.4,32,
44,6585199,Slow Cooker Shredded Venison for Tacos,15 mins,45 mins, 1 hr,7 ,6 to 8 servings,7,403,11g,3g,235mg,449mg,7g,0g,1g,64g,0mg,14mg,10mg,500mg,4.4,24,
45,6664321,Quick Fish Tacos,20 mins,15 mins,35 mins,4 ,4 servings,4,416,15g,4g,48mg,481mg,39g,4g,4g,30g,35mg,170mg,3mg,775mg,4.6,235,
46,6586245,Shredded Chicken Tacos,15 mins,40 mins,55 mins,8 ,,8,244,9g,2g,59mg,659mg,16g,2g,3g,24g,4mg,42mg,2mg,375mg,5.0,6,
47,6579851,Goya Shredded Chicken Tacos,10 mins,40 mins,50 mins,4 ,4 servings,,,,,,,,,,,,,,,4.7,323,
48,6574488,Home-style Tacos al Pastor (Chile and Pineapple Pork Tacos),25 mins,35 mins, 3 hrs,6 ,6 servings,,,,,,,,,,,,,,,4.6,38, 2 hrs
49,6739464,Black Bean Tacos,15 mins,10 mins,25 mins,4 ,4 servings,4,402,21g,6g,14mg,778mg,44g,13g,4g,13g,15mg,170mg,3mg,780mg,4.7,79,
50,6738900,Taco Lettuce Wraps,5 mins,20 mins,25 mins,6 ,,6,275,7g,2g,56mg,770mg,33g,8g,5g,22g,17mg,70mg,4mg,656mg,4.7,27,
51,6649179,Vegan Bean Taco Filling,15 mins,15 mins,30 mins,8 ,8 servings,8,142,3g,0g,,596mg,24g,9g,2g,8g,17mg,63mg,3mg,503mg,4.6,434,
52,6603797,Vegetarian Chickpea Tacos,10 mins,5 mins,15 mins,4 ,8 tacos,4,331,8g,2g,,1054mg,55g,8g,2g,9g,5mg,76mg,2mg,308mg,4.6,9,
53,6599850,Lobster Tacos,20 mins,7 mins,27 mins,4 ,8 tacos,4,458,17g,6g,92mg,1179mg,45g,6g,5g,31g,14mg,170mg,3mg,873mg,4.8,4,
54,6581487,Authentic Baja-Mexican Street Tacos (Carne Asada),20 mins,15 mins, 1 hr 35 mins,16 ,16 tacos,16,155,4g,2g,19mg,179mg,17g,2g,4g,12g,25mg,37mg,1mg,282mg,4.6,9, 1 hr
55,6737650,Double Decker Tacos,30 mins,15 mins,45 mins,12 ,12 tacos,12,458,26g,11g,55mg,741mg,37g,6g,2g,19g,10mg,256mg,3mg,485mg,4.5,127,
56,6583992,Spaghetti Tacos,5 mins,15 mins,20 mins,12 ,12 tacos,12,236,6g,1g,3mg,425mg,39g,4g,7g,7g,1mg,47mg,2mg,313mg,4.5,79,
57,6738951,Fiery Fish Tacos with Crunchy Corn Salsa,30 mins,10 mins,40 mins,6 ,6 servings,6,351,10g,2g,43mg,2416mg,40g,8g,4g,29g,34mg,108mg,2mg,880mg,4.5,956,
58,6574155,Southwest BBQ Chicken Tacos,,,,4 ,8 tacos,4,626,26g,9g,107mg,1457mg,58g,3g,18g,37g,5mg,112mg,4mg,548mg,4.8,9,
59,6650221,Easy Sheet Pan Fish Tacos,20 mins,10 mins,30 mins,4 ,4 servings,4,637,36g,11g,129mg,1338mg,46g,6g,,35g,,,,1037mg,5.0,7,
60,6589473,Taco Mix with Black Beans,5 mins,10 mins,15 mins,8 ,8 servings,8,182,7g,3g,37mg,554mg,14g,5g,1g,15g,2mg,33mg,2mg,389mg,4.8,34,
61,6599917,Shredded Tri-Tip for Tacos in the Slow Cooker,15 mins, 8 hrs, 8 hrs 15 mins,12 ,12 servings,12,300,12g,4g,105mg,207mg,10g,2g,2g,32g,10mg,46mg,4mg,544mg,4.5,61,
