,id_recipe,Prep Time:,Cook Time:,Total Time:,Servings:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Yield:,Additional Time:
0,6578128,10 mins,15 mins,25 mins,4 ,4,247,12g,4g,17mg,845mg,29g,2g,1g,7g,16mg,25mg,1mg,159mg,4.6,7,,
1,7555952,15 mins,30 mins,45 mins,4 ,4,402,17g,3g,232mg,1367mg,37g,4g,4g,24g,7mg,115mg,2mg,400mg,5.0,1,,
2,7107752,15 mins,10 mins,25 mins,2 ,2,735,39g,19g,387mg,1353mg,56g,3g,,39g,,,,719mg,,,,
3,7093845,10 mins,10 mins,20 mins,4 ,4,340,10g,2g,,347mg,55g,2g,,6g,,,,243mg,2.0,1,,
4,6651135,5 mins,15 mins,20 mins,8 ,8,152,7g,1g,47mg,150mg,19g,1g,,4g,2mg,19mg,1mg,82mg,4.4,"1,669",8 servings,
5,6737156,15 mins,15 mins,30 mins,2 ,2,557,13g,6g,137mg,815mg,81g,3g,3g,26g,16mg,71mg,6mg,495mg,4.5,320,,
6,6575641,25 mins,20 mins,45 mins,6 ,6,381,13g,2g,30mg,202mg,49g,2g,2g,16g,16mg,40mg,3mg,401mg,4.7,189,,
7,6595713,15 mins,40 mins,55 mins,4 ,4,299,15g,2g,,731mg,37g,5g,5g,9g,24mg,51mg,2mg,242mg,4.4,182,,
8,6649934,5 mins,40 mins,45 mins,4 ,4,483,18g,3g,187mg,1638mg,60g,2g,2g,20g,6mg,72mg,6mg,312mg,4.2,542,,
9,6648547,5 mins,10 mins,15 mins,4 ,4,255,10g,3g,83mg,516mg,26g,1g,1g,14g,2mg,31mg,2mg,172mg,4.4,"2,152",,
10,6572044,10 mins,15 mins,25 mins,6 ,6,277,10g,4g,108mg,395mg,26g,1g,1g,19g,3mg,38mg,2mg,253mg,4.5,4,,
11,6605289,5 mins,10 mins,20 mins,4 ,4,382,9g,2g,142mg,1534mg,60g,1g,5g,14g,12mg,90mg,1mg,68mg,4.3,114,,5 mins
12,6651178,30 mins,10 mins,40 mins,6 ,6,794,22g,3g,46mg,469mg,116g,3g,4g,29g,34mg,99mg,6mg,514mg,4.7,197,,
13,6736830,25 mins,15 mins,40 mins,7 ,7,425,10g,3g,134mg,1060mg,48g,3g,4g,35g,48mg,60mg,4mg,504mg,4.3,421,,
14,6648929,5 mins,15 mins,20 mins,4 ,4,145,3g,1g,47mg,848mg,25g,2g,2g,5g,1mg,34mg,1mg,105mg,4.1,239,,
15,6650581,10 mins,15 mins,25 mins,4 ,4,400,16g,4g,155mg,1749mg,46g,4g,2g,17g,9mg,68mg,2mg,346mg,4.3,61,,
16,6598444,15 mins,15 mins,30 mins,4 ,4,552,19g,4g,312mg,971mg,64g,3g,2g,30g,9mg,80mg,7mg,425mg,4.7,41,5 cups,
17,6602959,10 mins,10 mins,20 mins,6 ,6,226,13g,2g,80mg,491mg,17g,1g,1g,11g,2mg,30mg,2mg,134mg,4.7,204,,
18,6594170,5 mins,20 mins,25 mins,2 ,2,392,15g,3g,93mg,1302mg,55g,4g,1g,11g,9mg,53mg,4mg,269mg,3.5,4,,
19,6738575,10 mins,40 mins,50 mins,6 ,6,301,19g,5g,127mg,645mg,20g,1g,7g,12g,6mg,40mg,2mg,278mg,4.7,198,,
20,6591086,15 mins,35 mins,50 mins,4 ,4,215,12g,1g,74mg,1200mg,20g,3g,5g,9g,16mg,83mg,1mg,301mg,4.4,59,,
21,6663344,35 mins,15 mins, 1 hr 10 mins,4 ,4,523,20g,4g,122mg,1106mg,63g,5g,7g,19g,19mg,93mg,3mg,664mg,4.4,40,4 servings,20 mins
22,6581327,15 mins,10 mins,25 mins,4 ,4,369,8g,1g,93mg,176mg,63g,3g,5g,10g,12mg,52mg,4mg,295mg,4.6,40,4 servings,
23,6590365,4 mins,30 mins,34 mins,4 ,4,187,1g,1g,3mg,14mg,39g,1g,1g,4g,3mg,22mg,2mg,88mg,3.8,56,4 servings,
24,6601017,25 mins,10 mins,35 mins,6 ,6,300,11g,3g,68mg,731mg,43g,6g,17g,9g,44mg,152mg,4mg,478mg,3.7,42,6 servings,
