,id_recipe,Prep Time:,Cook Time:,Total Time:,Servings:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Yield:,Additional Time:
25,6571324,15 mins,10 mins,25 mins,4 ,4,239,9g,1g,,283mg,36g,3g,9g,4g,53mg,37mg,2mg,209mg,5.0,2,,
26,6737799,10 mins,30 mins,40 mins,8 ,8,236,8g,2g,59mg,603mg,26g,2g,3g,13g,15mg,32mg,2mg,272mg,4.5,637,8 servings,
27,6648774,10 mins,20 mins,30 mins,6 ,6,267,10g,3g,151mg,441mg,30g,1g,2g,13g,7mg,51mg,3mg,273mg,4.3,32,,
28,6585306,10 mins,10 mins,20 mins,8 ,8,302,17g,3g,82mg,713mg,32g,2g,1g,7g,5mg,48mg,3mg,272mg,4.3,6,,
29,6578159,15 mins,25 mins,40 mins,4 ,4,375,16g,5g,144mg,528mg,36g,1g,1g,21g,4mg,49mg,4mg,328mg,4.4,8,4 servings,
30,6606207,15 mins,35 mins,50 mins,6 ,6,785,47g,11g,211mg,983mg,70g,6g,3g,23g,14mg,78mg,4mg,444mg,4.6,7,6 servings,
31,6602172,20 mins,15 mins,35 mins,6 ,6,458,10g,2g,66mg,198mg,77g,2g,1g,13g,3mg,51mg,5mg,203mg,4.2,37,,
32,6583260,20 mins,40 mins, 3 hrs,4 ,4,415,10g,2g,258mg,872mg,50g,3g,5g,31g,63mg,101mg,6mg,526mg,4.8,26,, 2 hrs
33,6584354,15 mins,20 mins,35 mins,4 ,4,427,22g,7g,138mg,1124mg,40g,2g,2g,17g,6mg,48mg,3mg,247mg,4.4,11,4 servings,
34,6591867,15 mins,30 mins,45 mins,4 ,4,510,23g,6g,129mg,893mg,53g,3g,10g,23g,12mg,56mg,5mg,418mg,3.6,5,,
35,6568362,10 mins,20 mins,30 mins,6 ,6,384,12g,3g,56mg,1668mg,42g,2g,1g,25g,3mg,38mg,4mg,319mg,4.6,28,6 servings,
36,6574128,15 mins,10 mins,25 mins,6 ,6,217,7g,2g,124mg,166mg,28g,2g,2g,10g,5mg,187mg,4mg,346mg,3.2,10,,
37,6575449,10 mins,40 mins,50 mins,6 ,6,352,6g,1g,38mg,409mg,57g,2g,15g,17g,11mg,49mg,3mg,330mg,4.4,98,,
38,6565352,20 mins,30 mins,50 mins,4 ,4,397,26g,10g,124mg,647mg,19g,2g,4g,23g,16mg,44mg,3mg,466mg,4.0,4,,
39,6584852,20 mins,20 mins,40 mins,6 ,6,284,17g,8g,62mg,144mg,35g,2g,1g,9g,19mg,38mg,2mg,262mg,4.5,2,6 servings,
40,6593849,20 mins,40 mins, 5 hrs,6 ,6,545,16g,1g,104mg,831mg,83g,6g,2g,22g,3mg,42mg,4mg,692mg,5.0,1,, 4 hrs
41,6602897,25 mins,15 mins, 2 hrs 40 mins,4 ,4,493,17g,4g,161mg,1215mg,55g,1g,9g,27g,4mg,60mg,4mg,299mg,4.8,8,, 2 hrs
42,6584874,10 mins,30 mins,40 mins,4 ,4,516,21g,6g,159mg,968mg,64g,4g,5g,17g,14mg,63mg,4mg,319mg,4.6,541,,
43,6578913,10 mins,25 mins,35 mins,4 ,4,688,38g,12g,432mg,1906mg,56g,3g,2g,31g,8mg,116mg,6mg,532mg,5.0,2,,
44,6581872,15 mins,20 mins,35 mins,6 ,6,315,13g,3g,128mg,559mg,28g,2g,2g,20g,6mg,45mg,3mg,269mg,4.5,158,6 servings,
45,6587437,5 mins,30 mins, 1 hr 5 mins,4 ,4,592,25g,9g,127mg,1226mg,80g,2g,1g,12g,,87mg,2mg,88mg,4.5,4,8 servings,30 mins
46,6587385,30 mins,30 mins, 1 hr,4 ,4,553,23g,7g,375mg,1209mg,61g,3g,5g,26g,17mg,95mg,6mg,456mg,4.8,38,,
47,6604882,25 mins,15 mins,45 mins,4 ,4,320,21g,4g,8mg,505mg,29g,5g,5g,6g,40mg,87mg,3mg,559mg,4.3,4,,5 mins
48,6568150,15 mins,15 mins,30 mins,4 ,4,634,17g,3g,68mg,562mg,84g,2g,5g,33g,57mg,31mg,2mg,343mg,4.6,326,,
49,6592267,15 mins,10 mins,25 mins,4 ,4,391,13g,2g,8mg,917mg,61g,7g,13g,9g,50mg,61mg,2mg,533mg,4.4,10,4 servings,
50,6590797,25 mins,15 mins,40 mins,4 ,4,456,10g,3g,138mg,694mg,76g,4g,12g,16g,42mg,81mg,4mg,483mg,5.0,5,4 servings,
51,6588243,15 mins,10 mins,25 mins,6 ,6,569,7g,5g,22mg,348mg,112g,3g,6g,13g,29mg,26mg,2mg,215mg,4.3,4,,
52,6649224,20 mins,15 mins,35 mins,4 ,4,439,15g,2g,266mg,811mg,49g,4g,4g,28g,12mg,95mg,6mg,452mg,,,4 servings,
53,6664850,15 mins,10 mins,25 mins,2 ,2,532,19g,5g,123mg,454mg,69g,2g,1g,18g,1mg,76mg,4mg,360mg,4.6,29,,
54,6577172,10 mins,40 mins,50 mins,12 ,12,276,5g,1g,105mg,150mg,43g,2g,3g,13g,26mg,45mg,4mg,281mg,4.2,61,12 servings,
55,6593723,10 mins,15 mins,25 mins,2 ,2,709,36g,12g,204mg,1593mg,53g,3g,4g,42g,56mg,66mg,6mg,661mg,4.1,7,2 servings,
56,6594251,15 mins,30 mins, 1 hr 5 mins,4 ,4,374,11g,2g,60mg,2001mg,55g,3g,13g,13g,11mg,55mg,3mg,341mg,4.4,164,4 servings,20 mins
57,6579237,20 mins,20 mins,40 mins,4 ,4,519,22g,4g,191mg,820mg,66g,3g,4g,14g,10mg,73mg,4mg,300mg,5.0,4,4 servings,
58,6597219,20 mins,20 mins,40 mins,8 ,8,540,32g,10g,155mg,943mg,46g,5g,5g,17g,43mg,93mg,4mg,476mg,4.5,166,8 servings,
59,6585858,15 mins,30 mins, 1 hr 5 mins,6 ,6,519,15g,3g,136mg,668mg,69g,7g,5g,29g,46mg,85mg,4mg,664mg,3.6,7,,20 mins
60,6603462,10 mins,25 mins,35 mins,2 ,2,581,26g,8g,257mg,1200mg,53g,2g,2g,32g,20mg,100mg,6mg,606mg,,,2 servings,
61,6566347,10 mins,10 mins,20 mins,6 ,6,362,16g,3g,36mg,686mg,36g,1g,1g,17g,15mg,49mg,3mg,203mg,,,6 servings,
