,id_recipe,name,Prep Time:,Cook Time:,Total Time:,Servings:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Yield:,Additional Time:
0,6664377,Asian Lettuce Wraps,15 mins,15 mins,30 mins,4 ,4,388,22g,7g,69mg,580mg,24g,5g,10g,23g,17mg,90mg,4mg,699mg,4.7,"2,842",,
1,6649071,Quick Asian Lettuce Wraps,15 mins,32 mins,47 mins,4 ,4,836,31g,8g,74mg,774mg,96g,8g,9g,46g,17mg,811mg,9mg,1091mg,4.6,342,4 servings,
2,6737140,Chef John's Chicken Lettuce Wraps,35 mins,15 mins,50 mins,8 ,8,212,11g,2g,58mg,333mg,11g,2g,5g,18g,4mg,26mg,2mg,269mg,4.7,188,8 servings,
3,6591148,Chicken Lettuce Wraps,30 mins,20 mins,50 mins,6 ,6,292,13g,2g,66mg,1893mg,11g,3g,4g,34g,30mg,40mg,2mg,653mg,3.7,39,6 servings,
4,6599632,Tuna Lettuce Wraps,10 mins,,10 mins,3 ,3,95,3g,1g,20mg,148mg,1g,0g,1g,16g,1mg,32mg,1mg,160mg,4.0,1,3 lettuce wraps,
5,6737593,Lettuce Leaf Tacos,20 mins,20 mins,40 mins,4 ,4,550,39g,18g,128mg,1223mg,14g,3g,6g,35g,40mg,443mg,3mg,583mg,4.7,37,12 lettuce-wrapped tacos,
6,6737887,"Easy ""Peking Duck"" Lettuce Cups",20 mins, 3 hrs 10 mins, 12 hrs 30 mins,6 ,6,280,15g,3g,99mg,1257mg,12g,2g,4g,25g,17mg,83mg,4mg,267mg,4.8,4,, 9 hrs
7,6589017,Easy Lettuce Wraps,,,,4 ,,,,,,,,,,,,,,,4.5,86,4 servings,
8,6648185,"One-Bite Thai ""Flavor Bomb"" Salad Wraps (Miang Kham)",45 mins,5 mins, 1 hr,8 ,8,225,12g,7g,13mg,327mg,24g,4g,16g,9g,29mg,76mg,2mg,477mg,5.0,4,32 1-bite wraps,10 mins
9,6571502,Asian-Inspired Chicken Lettuce Wraps,25 mins,15 mins,40 mins,4 ,4,290,9g,2g,66mg,952mg,24g,4g,9g,29g,18mg,80mg,3mg,642mg,5.0,3,4 servings,
10,6575955,Ground Turkey Lettuce Wraps,10 mins,15 mins,25 mins,4 ,4,259,13g,3g,84mg,756mg,12g,2g,7g,25g,6mg,59mg,3mg,493mg,4.3,6,4 servings,
11,6580596,Spicy Ground Beef Cabbage Wraps with Peanut Sauce,20 mins,10 mins,30 mins,12 ,12,175,11g,3g,25mg,218mg,12g,3g,3g,11g,27mg,55mg,2mg,315mg,3.7,3,12 wraps,
12,6598228,"Chicken, Avocado, and Bacon Lettuce Wrap",10 mins,10 mins,20 mins,1 ,1,584,41g,8g,54mg,629mg,36g,18g,11g,26g,51mg,84mg,3mg,1731mg,4.7,3,1 serving,
13,6585339,Vegan Lettuce Wraps,40 mins,7 mins,47 mins,4 ,4,225,13g,2g,1mg,730mg,21g,4g,9g,8g,26mg,157mg,6mg,232mg,,,8 wraps,
14,6739032,Turkey Lettuce Wraps with Shiitake Mushrooms,40 mins,20 mins, 1 hr,4 ,4,481,22g,4g,84mg,1284mg,44g,5g,20g,30g,15mg,85mg,4mg,616mg,4.7,48,4 servings,
15,6605536,Easy and Simple Vegetarian Lettuce Wraps,10 mins,20 mins,30 mins,4 ,4,208,2g,0g,,141mg,43g,3g,2g,5g,22mg,53mg,3mg,284mg,4.0,2,4 servings,
16,6651031,Shrimp Lettuce Wraps,25 mins,10 mins,35 mins,4 ,4,287,17g,9g,216mg,1023mg,10g,4g,4g,25g,47mg,254mg,5mg,542mg,5.0,1,4 servings,
17,6561669,Fresh Shrimp Spring Rolls,30 mins,10 mins, 1 hr 10 mins,2 ,2,472,20g,3g,78mg,905mg,55g,5g,18g,22g,28mg,540mg,10mg,851mg,,,8 spring rolls,30 mins
18,6603669,Curried Chicken Lettuce Wraps,25 mins,10 mins, 1 hr 35 mins,6 ,6,365,28g,4g,44mg,171mg,17g,2g,12g,14g,4mg,27mg,1mg,182mg,5.0,1,12 wraps, 1 hr
19,6581196,Asian Roll Lettuce Wrap,35 mins,25 mins, 1 hr,4 ,4,369,10g,2g,84mg,951mg,43g,6g,7g,29g,66mg,93mg,4mg,784mg,4.4,258,4 servings,
20,6570466,Vegan Lettuce Wraps with Tofu,20 mins,15 mins,55 mins,6 ,6,188,10g,1g,0mg,705mg,19g,4g,7g,9g,4mg,231mg,5mg,815mg,,,6 lettuce wraps,20 mins
