,id_recipe,name,Prep Time:,Cook Time:,Total Time:,Servings:,Yield:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Additional Time:
0,6663557,Scones,10 mins,15 mins,25 mins,8 ,8 scones,8,397,19g,12g,71mg,595mg,51g,1g,14g,7g,0mg,220mg,3mg,110mg,4.6,"1,421",
1,6665979,Rhubarb Scones,15 mins,15 mins,50 mins,8 ,8 scones,8,429,24g,15g,76mg,320mg,50g,1g,,4g,,,,98mg,,,20 mins
2,6650039,Simple Scones,15 mins,15 mins,35 mins,8 ,8 scones,8,319,16g,9g,60mg,249mg,41g,1g,15g,5g,0mg,58mg,2mg,143mg,4.9,"3,016",5 mins
3,6572452,Amazing Lemon Scones,25 mins,15 mins,55 mins,10 ,10 scones,10,446,21g,13g,54mg,488mg,62g,1g,32g,5g,5mg,70mg,2mg,79mg,4.7,308,15 mins
4,6738960,World's Best Scones! From Scotland to the Savoy to the U.S.,15 mins,10 mins,35 mins,8 ,8 scones,8,247,10g,6g,47mg,238mg,35g,1g,13g,5g,1mg,146mg,2mg,157mg,4.7,807,10 mins
5,6578207,Blueberry Scones,15 mins,20 mins,35 mins,12 ,12 scones,12,160,6g,4g,31mg,211mg,23g,1g,6g,3g,1mg,95mg,1mg,64mg,4.2,642,
6,6568375,Scottish Oat Scones,15 mins,15 mins,30 mins,16 ,16 scones,16,164,7g,4g,27mg,242mg,23g,2g,7g,3g,0mg,88mg,1mg,103mg,4.5,321,
7,6579853,Lemon Blueberry Scones,25 mins,20 mins, 1 hr 15 mins,8 ,8 scones,8,348,19g,12g,79mg,332mg,40g,1g,14g,5g,4mg,93mg,2mg,78mg,4.8,31,30 mins
8,6737028,Grandma Johnson's Scones,15 mins,15 mins,30 mins,12 ,12 scones,12,440,20g,12g,65mg,486mg,60g,2g,25g,6g,1mg,76mg,2mg,196mg,4.8,"2,581",
9,6583028,Orange Scones with Orange Glaze,15 mins,10 mins,30 mins,8 ,8 scones,8,196,7g,4g,39mg,178mg,31g,1g,14g,3g,11mg,25mg,1mg,70mg,4.7,20,5 mins
10,6596607,Cranberry Scones,20 mins,20 mins,40 mins,12 ,1 dozen,12,211,9g,4g,31mg,174mg,29g,1g,11g,4g,2mg,79mg,1mg,85mg,4.4,254,
11,6593753,Apple Scones,15 mins,15 mins,30 mins,12 ,12 scones,12,147,4g,3g,11mg,264mg,25g,1g,8g,3g,1mg,66mg,1mg,56mg,4.2,462,
12,6663319,Cranberry-Orange Scones,20 mins,15 mins,40 mins,12 ,12 scones,12,246,8g,5g,21mg,339mg,42g,1g,23g,3g,8mg,103mg,1mg,84mg,3.6,55,5 mins
13,6590813,English Royalty Chocolate Chip Scones,15 mins,15 mins,30 mins,12 ,12 scones,12,167,7g,4g,13mg,180mg,25g,1g,10g,2g,2mg,52mg,1mg,55mg,4.5,434,
14,6584231,Currant Scones,20 mins,20 mins,40 mins,12 ,1 dozen scones,12,428,19g,12g,50mg,493mg,59g,2g,20g,7g,1mg,124mg,3mg,186mg,4.9,60,
15,6572846,Easy Cheese and Garlic Scones,20 mins,20 mins,40 mins,8 ,8 scones,8,180,6g,4g,18mg,474mg,25g,1g,2g,6g,0mg,194mg,2mg,94mg,4.3,110,
16,6601314,Basic British Scones,15 mins,10 mins,25 mins,12 ,1 dozen,12,124,4g,1g,1mg,102mg,19g,1g,3g,3g,,19mg,1mg,85mg,4.5,278,
17,6649421,Raspberry-White Chocolate Scones,45 mins, 4 hrs 25 mins, 13 hrs 40 mins,4 ,4 large scones,4,563,25g,15g,96mg,788mg,75g,8g,,12g,,,,353mg,4.0,3, 8 hrs 30 mins
18,6590298,Buttermilk Scones,15 mins,10 mins,25 mins,8 ,8 scones,8,256,9g,5g,22mg,534mg,39g,1g,2g,6g,0mg,257mg,3mg,111mg,4.1,142,
19,6739079,Chef John's Scones,20 mins,15 mins,35 mins,8 ,8 scones,8,237,10g,6g,44mg,301mg,33g,1g,11g,5g,0mg,178mg,2mg,129mg,4.9,238,
20,6573911,Fresh Strawberry Scones,30 mins,20 mins, 1 hr 15 mins,8 ,8 scones,8,232,9g,6g,23mg,390mg,34g,1g,10g,4g,12mg,113mg,2mg,68mg,4.2,85,25 mins
21,6598648,Ginger Scones,25 mins,20 mins,50 mins,8 ,8 scones,8,320,13g,8g,78mg,401mg,43g,1g,13g,6g,3mg,132mg,3mg,259mg,5.0,3,5 mins
22,6663268,Blueberry Buttermilk Scones,20 mins,15 mins,35 mins,12 ,1 dozen scones,12,178,8g,5g,21mg,306mg,24g,1g,7g,3g,1mg,70mg,1mg,62mg,4.3,12,
23,6573001,3-Ingredient Lemon Scones,10 mins,10 mins,20 mins,12 ,12 scones,12,190,8g,5g,27mg,404mg,26g,1g,3g,4g,0mg,119mg,2mg,54mg,4.1,7,
