,id_recipe,name,Prep Time:,Cook Time:,Total Time:,Servings:,Yield:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Additional Time:
24,6587662,Air Fryer Mini Blueberry Scones,15 mins,15 mins,30 mins,8 ,,8,122,4g,2g,28mg,184mg,20g,1g,7g,3g,1mg,67mg,1mg,42mg,4.5,2,
25,6598917,Pear Scones,20 mins,15 mins,35 mins,8 ,8 scones,8,244,10g,6g,49mg,195mg,34g,2g,11g,4g,1mg,104mg,2mg,97mg,4.4,79,
26,6579208,Pumpkin Oat Scones,15 mins,15 mins,50 mins,12 ,12 scones,12,208,7g,4g,31mg,305mg,33g,2g,11g,4g,1mg,91mg,2mg,97mg,4.1,79,20 mins
27,6578310,Maple Walnut Scones,20 mins,15 mins,45 mins,8 ,8 scones,8,371,20g,7g,49mg,239mg,44g,2g,21g,6g,0mg,117mg,2mg,117mg,4.8,56,10 mins
28,6583984,Best Blueberry Scones,15 mins,15 mins,30 mins,10 ,10 scones,10,299,11g,7g,63mg,381mg,44g,1g,15g,6g,0mg,115mg,2mg,89mg,4.7,15,
29,6586052,Coffee Shop Pumpkin Scones,20 mins,10 mins,30 mins,8 ,8 scones,8,369,11g,5g,36mg,370mg,64g,2g,35g,5g,1mg,99mg,2mg,110mg,4.8,86,
30,6570280,Sourdough Scones,25 mins,15 mins,40 mins,16 ,16 scones,16,162,4g,3g,10mg,184mg,27g,1g,8g,4g,,17mg,1mg,95mg,4.6,77,
31,6574780,Banana-Nut Scones,30 mins,20 mins,50 mins,11 ,11 scones,11,380,16g,6g,37mg,232mg,57g,2g,30g,6g,2mg,103mg,2mg,199mg,4.4,7,
32,6564847,Scrumpets,15 mins,30 mins,45 mins,18 ,18 scrumpets,18,173,7g,4g,46mg,293mg,24g,1g,2g,4g,,86mg,2mg,63mg,,,
33,6739525,Chef John's Pumpkin Scones,25 mins,15 mins, 1 hr 40 mins,12 ,12 scones,12,172,8g,4g,31mg,236mg,21g,1g,5g,4g,1mg,86mg,2mg,82mg,4.3,94, 1 hr
34,6581070,Lemon Drop Blueberry Scones,20 mins,15 mins,35 mins,14 ,14 scones,14,158,4g,2g,22mg,197mg,28g,1g,13g,3g,2mg,76mg,1mg,75mg,4.8,29,
35,6579187,Easy Cinnamon Chip Scones,20 mins,10 mins, 1 hr 30 mins,12 ,1 dozen scones,12,404,21g,13g,37mg,378mg,49g,1g,23g,6g,1mg,152mg,2mg,161mg,4.8,5, 1 hr
36,6593348,Frozen Blueberry Scones,15 mins,20 mins,35 mins,16 ,16 scones,16,162,8g,5g,30mg,96mg,21g,1g,8g,2g,1mg,33mg,1mg,44mg,,,
37,6664182,Pumpkin-Cranberry Scones,15 mins,15 mins,40 mins,10 ,10 scones,10,243,9g,6g,22mg,276mg,38g,1g,17g,3g,1mg,115mg,2mg,92mg,4.0,1,10 mins
38,6586166,Cranberry Pecan Scones,20 mins,15 mins,40 mins,30 ,30 scones,30,117,5g,2g,9mg,119mg,18g,1g,11g,1g,,30mg,1mg,30mg,4.7,15,5 mins
39,6738417,Vegan Lemon Poppy Scones,10 mins,15 mins,25 mins,12 ,12 scones,12,240,12g,2g,,355mg,31g,1g,13g,3g,7mg,103mg,1mg,64mg,4.0,92,
40,6600876,Biscones,15 mins,20 mins,35 mins,8 ,,8,207,9g,6g,24mg,475mg,27g,1g,3g,4g,0mg,169mg,2mg,71mg,3.7,3,
41,6598854,Strawberry and Basil Scones,20 mins,15 mins,35 mins,16 ,16 scones,16,197,9g,6g,24mg,281mg,26g,1g,8g,3g,6mg,72mg,1mg,72mg,5.0,9,
42,6596627,Cream Scones,20 mins,10 mins,30 mins,6 ,6 scones,6,436,22g,14g,69mg,674mg,52g,2g,3g,8g,0mg,314mg,3mg,108mg,4.4,39,
43,6568729,Huckleberry-Lemon Scones,20 mins,15 mins,35 mins,12 ,12 small scones,12,208,8g,4g,49mg,237mg,32g,1g,15g,4g,5mg,64mg,1mg,63mg,4.7,23,
44,6588166,Fabulous Fig Scones,15 mins,30 mins,45 mins,8 ,8 scones,8,203,8g,1g,21mg,276mg,31g,2g,18g,3g,1mg,89mg,1mg,114mg,4.1,16,
45,6575067,Blueberry Oatmeal Scones,15 mins,20 mins,40 mins,8 ,8 servings,8,295,16g,7g,25mg,238mg,35g,4g,12g,6g,2mg,77mg,2mg,181mg,4.1,57,5 mins
46,6571329,Cranberry Orange Scones,15 mins,12 mins,27 mins,8 ,8 scones,8,232,9g,6g,23mg,284mg,34g,2g,8g,4g,9mg,84mg,2mg,70mg,4.4,25,
47,6563103,White Chocolate-Cranberry Scones,15 mins,15 mins,30 mins,12 ,12 scones,12,239,13g,8g,41mg,212mg,29g,1g,16g,4g,0mg,100mg,1mg,46mg,5.0,1,
48,6594117,Raspberry-Rose Scones,25 mins,15 mins,45 mins,8 ,8 scones,8,369,19g,12g,79mg,264mg,45g,2g,16g,5g,5mg,62mg,2mg,95mg,4.5,2,5 mins
49,6604989,Apple Buttermilk Scones,20 mins,15 mins, 1 hr 5 mins,12 ,12 scones,12,120,6g,4g,32mg,289mg,15g,1g,14g,1g,1mg,128mg,0mg,67mg,4.6,5,30 mins
50,6576160,Scotch Scones,20 mins,15 mins,35 mins,12 ,12 scones,12,255,12g,8g,46mg,175mg,34g,1g,17g,3g,0mg,65mg,1mg,91mg,4.3,25,
51,6572949,Cinnamon-Apple Scones,15 mins, 1 hr, 1 hr 15 mins,8 ,8 scones,8,220,7g,4g,17mg,171mg,37g,1g,15g,4g,2mg,72mg,2mg,105mg,,,
52,6600106,Peach Scones,20 mins,20 mins,40 mins,8 ,8 scones,8,331,18g,11g,74mg,264mg,38g,1g,14g,5g,7mg,63mg,2mg,77mg,4.0,1,
53,6738401,Lemon Poppy Seed Scones,20 mins,25 mins, 1 hr 40 mins,8 ,8 glazed scones,8,389,14g,8g,55mg,561mg,61g,2g,28g,6g,5mg,196mg,2mg,108mg,4.9,8,55 mins
54,6572418,Canadian Maple Scones,20 mins,25 mins,45 mins,8 ,8 scones,8,477,31g,14g,82mg,281mg,46g,2g,17g,7g,0mg,125mg,3mg,169mg,4.5,8,
55,6591012,White Chocolate-Raspberry Scones,20 mins,20 mins,40 mins,12 ,12 scones,12,191,8g,5g,33mg,156mg,27g,1g,11g,4g,2mg,71mg,1mg,56mg,,,
56,6590981,Brunch Scones,20 mins,15 mins,45 mins,8 ,8 servings,8,239,9g,5g,47mg,191mg,37g,1g,15g,4g,0mg,139mg,2mg,144mg,4.7,160,10 mins
