,id_recipe,name,Prep Time:,Cook Time:,Total Time:,Servings:,Yield:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Additional Time:
0,6664968,Eggplant Parmesan,25 mins,35 mins, 1 hr,10 ,1 9x13-inch casserole,10,487,16g,7g,73mg,1663mg,62g,9g,20g,24g,5mg,512mg,4mg,815mg,4.5,"3,749",
1,6739023,Air Fryer Eggplant Parmesan,15 mins,20 mins,35 mins,4 ,,4,377,16g,8g,135mg,1563mg,36g,8g,11g,24g,5mg,573mg,3mg,663mg,4.7,90,
2,6740892,Baked Eggplant Parmesan,20 mins,45 mins, 4 hrs 5 mins,6 ,,6,474,20g,11g,119mg,2428mg,44g,10g,18g,30g,7mg,756mg,3mg,967mg,4.5,316, 3 hrs
3,6585626,Quick Eggplant Parmesan,5 mins,10 mins,15 mins,2 ,,2,644,28g,14g,167mg,1866mg,64g,13g,14g,37g,9mg,662mg,5mg,982mg,4.4,138,
4,6738940,Stuffed Eggplant Parmesan,30 mins,35 mins, 1 hr 5 mins,4 ,,4,316,14g,5g,23mg,1001mg,36g,10g,16g,15g,15mg,350mg,3mg,1075mg,4.3,157,
5,6595211,Eggplant Parmesan - Gluten-Free,30 mins,37 mins, 1 hr 7 mins,8 ,8 servings,8,292,16g,6g,64mg,578mg,24g,4g,7g,14g,3mg,323mg,1mg,394mg,4.8,26,
6,6570994,Eggplant Parmesan For the Slow Cooker,30 mins, 5 hrs, 5 hrs 30 mins,8 ,8 servings,8,401,18g,8g,90mg,1870mg,39g,13g,17g,23g,8mg,566mg,2mg,1070mg,4.4,94,
7,6737689,Fried Eggplant Parmesan,10 mins,13 mins,23 mins,6 ,6 servings,6,488,13g,3g,103mg,1026mg,73g,7g,10g,19g,3mg,206mg,5mg,505mg,4.2,9,
8,6736766,Eggplant Parmesan I,25 mins,45 mins, 1 hr 40 mins,8 ,8 servings,8,369,25g,7g,53mg,2075mg,24g,6g,13g,14g,5mg,341mg,2mg,629mg,4.4,552,30 mins
9,6738358,Italian Baked Eggplant with Parmesan (Parmigiana di Melanzane),30 mins, 1 hr 15 mins, 3 hrs 5 mins,8 ,8 servings,8,592,39g,15g,77mg,3313mg,31g,9g,14g,35g,22mg,995mg,4mg,1223mg,4.7,28, 1 hr 20 mins
10,6737506,Eggplant Parmesan Casserole,15 mins, 1 hr 5 mins, 1 hr 20 mins,6 ,1 8x8-inch dish,6,397,21g,6g,20mg,906mg,41g,12g,17g,13g,8mg,253mg,2mg,970mg,4.6,182,
11,6605180,Grandma's Italian Eggplant Parmigiana,30 mins,50 mins, 9 hrs 35 mins,12 ,1 9x13-inch dish,12,569,33g,15g,146mg,2463mg,33g,5g,8g,36g,2mg,937mg,18mg,368mg,4.8,6, 8 hrs 15 mins
12,6595312,Melanzane alla Parmigiana (Eggplant Parmesan),45 mins, 1 hr 5 mins, 1 hr 55 mins,6 ,,6,506,29g,16g,83mg,453mg,37g,19g,16g,29g,20mg,791mg,3mg,1432mg,4.8,8,5 mins
13,6569319,Eggplant Parmesan With Easy Homemade Sauce,30 mins,30 mins, 1 hr,6 ,,6,389,31g,10g,41mg,681mg,14g,2g,6g,15g,6mg,393mg,3mg,312mg,4.6,71,
14,6601809,Crunchy Eggplant Parmesan, 1 hr,55 mins, 2 hrs 35 mins,8 ,8 servings,8,350,19g,8g,121mg,1524mg,35g,4g,12g,16g,4mg,323mg,2mg,497mg,4.6,195,40 mins
15,6605307,Cheesy Eggplant Parmesan Casserole,15 mins, 1 hr, 1 hr 20 mins,6 ,,6,267,15g,6g,30mg,734mg,20g,8g,10g,16g,13mg,412mg,2mg,821mg,4.8,72,5 mins
16,6589546,RAGÚ No-Frying Eggplant Parmesan,15 mins, 1 hr 20 mins, 1 hr 35 mins,6 ,,6,378,12g,3g,136mg,991mg,50g,15g,,19g,,,,551mg,4.6,64,
17,6572306,Healthier Eggplant Parmesan II,25 mins,35 mins, 1 hr,8 ,8 servings,8,424,16g,7g,59mg,1302mg,51g,13g,21g,22g,8mg,473mg,3mg,1138mg,4.6,70,
18,6596919,Eggplant Parmesan with Fresh Basil and Smoked Mozzarella,20 mins,40 mins, 1 hr 20 mins,5 ,5 servings,5,460,22g,9g,107mg,1582mg,45g,9g,16g,21g,9mg,215mg,8mg,825mg,4.6,77,20 mins
19,6664212,Stuffed Eggplant Parmesan Rolls,30 mins,55 mins, 1 hr 25 mins,8 ,8 servings,8,315,15g,6g,95mg,747mg,30g,4g,3g,16g,2mg,281mg,8mg,350mg,4.7,84,
20,6568740,Grilled Eggplant Parmesan,20 mins,15 mins,55 mins,8 ,8 servings,8,310,22g,8g,38mg,681mg,14g,5g,4g,17g,20mg,490mg,1mg,514mg,,,20 mins
21,6572108,Eggplant Parmigiana Caponata,30 mins,40 mins, 1 hr 10 mins,8 ,8 servings,8,481,35g,9g,30mg,1121mg,30g,5g,22g,14g,49mg,395mg,2mg,616mg,4.3,41,
22,6603224,Air Fryer Eggplant Parmesan Mini Pizzas,20 mins,15 mins,45 mins,8 ,8 servings,8,178,8g,4g,44mg,486mg,16g,3g,3g,11g,3mg,296mg,1mg,221mg,3.0,2,10 mins
23,6596744,Eggplant-Ziti Parmesan,,45 mins, 8 hrs 45 mins,8 ,8 servings,8,570,20g,11g,109mg,903mg,64g,7g,12g,34g,3mg,713mg,3mg,709mg,4.0,31, 8 hrs
24,6593448,Eggplant Parmesan Bites,30 mins,15 mins, 1 hr 15 mins,24 ,24 servings,24,71,2g,0g,9mg,354mg,10g,2g,1g,3g,4mg,27mg,3mg,94mg,5.0,1,30 mins
