,id_recipe,name,Prep Time:,Cook Time:,Total Time:,Servings:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Yield:,Additional Time:
18,6664368,Easy White Chicken Chili,10 mins,40 mins,50 mins,4 ,4,466,12g,4g,63mg,2726mg,53g,14g,5g,35g,43mg,250mg,6mg,329mg,4.6,233,,
19,6648532,Laura's Quick Slow Cooker Turkey Chili,15 mins, 4 hrs, 4 hrs 15 mins,8 ,8,276,8g,2g,42mg,547mg,33g,11g,1g,21g,24mg,78mg,4mg,428mg,4.7,"1,654",,
20,6650895,Beef and Guinness Stew,30 mins, 2 hrs 30 mins, 3 hrs,6 ,6,528,25g,10g,96mg,1605mg,42g,5g,9g,29g,20mg,91mg,4mg,1015mg,4.9,"1,206",,
21,6648529,Cajun Chicken and Sausage Gumbo,45 mins, 2 hrs 30 mins, 3 hrs 15 mins,10 ,10,480,40g,9g,56mg,1183mg,15g,1g,2g,16g,15mg,26mg,2mg,262mg,4.7,639,,
22,6648264,Homemade Beef Stew,20 mins, 2 hrs 15 mins, 2 hrs 35 mins,10 ,10,401,21g,7g,79mg,436mg,25g,3g,3g,27g,10mg,38mg,3mg,748mg,4.6,"3,759",,
23,6650265,Hungarian Goulash,15 mins, 2 hrs, 2 hrs 15 mins,8 ,8,549,42g,15g,114mg,1139mg,9g,2g,5g,33g,8mg,35mg,4mg,833mg,4.4,450,,
24,6649936,Authentic Cincinnati Chili,15 mins, 3 hrs 30 mins, 3 hrs 45 mins,10 ,10,225,13g,5g,60mg,674mg,10g,3g,4g,19g,9mg,49mg,3mg,515mg,4.7,261,,
25,6664256,White Chili with Ground Turkey,15 mins,30 mins,45 mins,8 ,8,396,17g,8g,92mg,1366mg,27g,7g,2g,32g,21mg,303mg,5mg,451mg,4.4,"1,329",,
26,6664097,Chef John's Shrimp Étouffée,35 mins,20 mins, 1 hr 15 mins,4 ,4,424,15g,7g,369mg,1114mg,30g,2g,2g,41g,20mg,105mg,7mg,526mg,4.8,575,,20 mins
27,6738206,Chef John's Sausage & Shrimp Jambalaya,15 mins, 1 hr, 1 hr 15 mins,4 ,4,495,25g,10g,221mg,1909mg,37g,5g,3g,30g,44mg,106mg,6mg,694mg,4.7,812,,
28,6664066,Puerto Rican Sancocho,40 mins, 2 hrs 30 mins, 3 hrs 10 mins,12 ,12,424,8g,2g,30mg,276mg,74g,10g,8g,19g,59mg,94mg,5mg,1874mg,4.7,9,,
29,6578560,Instant Pot Best Beef Stew,20 mins,55 mins, 1 hr 25 mins,4 ,4,352,16g,7g,59mg,1321mg,32g,4g,5g,20g,8mg,49mg,3mg,542mg,4.6,205,,10 mins
30,6579133,Ghormeh Sabzi (Persian Herb Stew),45 mins, 2 hrs 25 mins, 3 hrs 10 mins,6 ,6,344,23g,6g,52mg,226mg,19g,8g,2g,18g,41mg,92mg,4mg,326mg,4.9,17,,
31,6585605,Slow Cooker Oxtail Stew,20 mins, 8 hrs 10 mins, 8 hrs 30 mins,12 ,12,241,9g,3g,62mg,428mg,18g,4g,5g,21g,20mg,44mg,4mg,687mg,4.7,17,,
32,6663493,Creamy White Chili,15 mins,40 mins,55 mins,8 ,8,334,15g,8g,63mg,888mg,30g,6g,2g,21g,23mg,122mg,3mg,617mg,4.8,"1,289",,
33,6650672,Grandma's Slow Cooker Vegetarian Chili,10 mins, 2 hrs, 2 hrs 10 mins,8 ,8,260,2g,0g,1mg,966mg,53g,13g,9g,12g,19mg,102mg,5mg,451mg,4.4,972,,
34,6587558,Slow Cooker 3-Bean Chili,10 mins, 4 hrs 10 mins, 4 hrs 20 mins,10 ,10,238,5g,1g,42mg,878mg,29g,9g,5g,20g,14mg,61mg,3mg,532mg,4.6,94,,
35,6650653,Colleen's Slow Cooker Jambalaya,20 mins, 3 hrs, 3 hrs 20 mins,12 ,12,235,14g,4g,99mg,688mg,6g,1g,3g,20g,18mg,64mg,3mg,348mg,4.5,"2,953",,
36,6581961,Mile High Green Chili,30 mins, 4 hrs 30 mins, 5 hrs,8 ,8,174,12g,5g,32mg,210mg,9g,2g,4g,8g,48mg,45mg,2mg,365mg,4.6,110,,
37,6585400,Pressure Cooker Beef Stew,15 mins,30 mins,45 mins,8 ,8,487,24g,9g,76mg,900mg,42g,6g,4g,26g,45mg,49mg,4mg,1372mg,4.5,141,,
38,6663239,Quick Chili,10 mins,40 mins,50 mins,8 ,8,489,31g,12g,97mg,1909mg,27g,8g,6g,26g,19mg,86mg,5mg,633mg,4.7,572,,
39,6663906,Pressure Cooker Chili,10 mins,20 mins,35 mins,6 ,6,353,15g,5g,46mg,790mg,35g,12g,8g,22g,29mg,120mg,6mg,630mg,4.7,133,,5 mins
40,6736352,Oyster Stew,15 mins,20 mins,35 mins,4 ,4,555,51g,32g,163mg,309mg,14g,1g,2g,13g,8mg,292mg,6mg,546mg,4.6,271,,
41,6738433,Irish Lamb Stew,20 mins, 2 hrs 25 mins, 2 hrs 45 mins,10 ,10,672,39g,16g,163mg,1189mg,26g,4g,6g,46g,17mg,82mg,5mg,936mg,4.7,607,,
42,6739606,It's Chili by George!!,10 mins, 1 hr 40 mins, 1 hr 50 mins,10 ,10,305,14g,5g,55mg,1267mg,26g,7g,9g,22g,36mg,75mg,5mg,943mg,4.7,"3,225",,
43,6573334,Slow Cooker Lamb Stew,15 mins, 7 hrs 25 mins, 7 hrs 40 mins,4 ,4,438,17g,6g,64mg,1053mg,46g,8g,15g,27g,37mg,102mg,6mg,1697mg,4.7,21,,
44,6648325,Spicy Slow-Cooked Chili,20 mins, 4 hrs 10 mins, 4 hrs 30 mins,10 ,10,308,14g,6g,62mg,1024mg,22g,8g,4g,23g,21mg,130mg,5mg,483mg,4.7,239,,
45,6573982,Award Winning Chili Con Carne,15 mins, 2 hrs 20 mins, 2 hrs 35 mins,8 ,8,495,27g,9g,86mg,1212mg,29g,8g,9g,32g,34mg,101mg,7mg,1081mg,4.4,132,,
46,6737215,Easy Chili,20 mins, 1 hr 40 mins, 2 hrs,6 ,6,368,21g,8g,65mg,1106mg,27g,7g,10g,20g,38mg,58mg,4mg,808mg,4.7,408,,
47,6738617,My Chili,10 mins, 1 hr 30 mins, 1 hr 40 mins,8 ,8,482,31g,12g,97mg,1517mg,28g,7g,11g,25g,24mg,122mg,7mg,943mg,4.6,"1,356",,
48,6574767,Fantastic Black Bean Chili,20 mins, 1 hr 15 mins, 1 hr 35 mins,6 ,6,366,9g,2g,56mg,969mg,44g,18g,1g,30g,15mg,145mg,7mg,1101mg,4.5,"1,039",,
49,6603781,Ground Beef and Vegetable Stew,10 mins, 1 hr 5 mins, 1 hr 15 mins,8 ,8,257,10g,4g,35mg,1096mg,29g,5g,5g,14g,29mg,52mg,3mg,882mg,4.9,22,,
50,6598654,Beef and Cabbage Stew,15 mins, 2 hrs 55 mins, 3 hrs 10 mins,6 ,6,318,16g,6g,63mg,690mg,22g,4g,6g,23g,37mg,65mg,3mg,914mg,4.8,262,,
51,6581115,Mom's Hearty Beef Stew with Dumplings,30 mins, 3 hrs 10 mins, 3 hrs 40 mins,8 ,8,515,15g,5g,62mg,1261mg,65g,7g,5g,30g,42mg,173mg,5mg,1306mg,4.7,67,,
52,6596504,Hearty Vegan Slow-Cooker Chili,30 mins, 5 hrs 10 mins, 5 hrs 40 mins,15 ,15,134,2g,0g,,617mg,25g,7g,7g,6g,50mg,99mg,4mg,665mg,4.5,160,,
53,6664472,Slow Cooker Chicken Pot Pie Stew,20 mins, 6 hrs, 6 hrs 20 mins,16 ,16,263,7g,2g,37mg,1416mg,34g,4g,3g,17g,15mg,52mg,3mg,849mg,4.1,"1,159",,
54,6649677,Award-Winning White Chicken Chili,15 mins, 8 hrs 5 mins, 8 hrs 20 mins,10 ,10,179,8g,4g,45mg,933mg,13g,1g,1g,15g,10mg,60mg,1mg,192mg,4.8,223,,
55,6663935,Beef and Vegetable Stew,15 mins, 2 hrs 15 mins, 2 hrs 30 mins,6 ,6,367,11g,4g,65mg,370mg,37g,8g,10g,31g,40mg,61mg,6mg,1381mg,4.2,199,,
56,6736966,Chef John's Irish Pork Stew,25 mins, 2 hrs 25 mins, 2 hrs 50 mins,6 ,6,401,19g,7g,68mg,769mg,33g,5g,7g,20g,47mg,89mg,2mg,877mg,4.8,322,,
57,6586780,Slow-Cooked Stew Meat Chili,20 mins, 6 hrs 5 mins, 6 hrs 25 mins,8 ,8,268,9g,3g,23mg,967mg,30g,10g,7g,16g,22mg,96mg,6mg,522mg,4.6,24,,
58,6603610,Bigos (Hunter's Stew),45 mins, 3 hrs, 3 hrs 45 mins,10 ,10,356,24g,8g,62mg,978mg,15g,4g,7g,20g,33mg,79mg,3mg,795mg,4.7,48,,
59,6649154,Hasenpfeffer (Rabbit Stew),30 mins, 2 hrs, 2 hrs 30 mins,4 ,4,767,33g,11g,300mg,894mg,22g,1g,4g,79g,4mg,74mg,13mg,1033mg,4.8,168,,
60,6737405,Easy Cajun Jambalaya,15 mins,30 mins,45 mins,6 ,6,488,14g,4g,74mg,1083mg,59g,2g,3g,29g,20mg,52mg,4mg,498mg,4.5,783,,
61,6650475,"Beef, Bean, and Beer Chili",10 mins, 1 hr 10 mins, 1 hr 20 mins,6 ,6,649,44g,17g,129mg,1388mg,27g,7g,3g,33g,19mg,96mg,6mg,928mg,4.7,203,,
