,id_recipe,name,Prep Time:,Cook Time:,Total Time:,Servings:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Yield:,Additional Time:
0,6664515,Easy Paella,30 mins,30 mins, 1 hr,8 ,8,736,35g,10g,203mg,1204mg,46g,3g,2g,56g,31mg,73mg,6mg,778mg,4.6,641,,
1,6649298,Authentic Paella Valenciana,30 mins, 1 hr 30 mins, 2 hrs,8 ,8,783,31g,9g,82mg,328mg,87g,5g,2g,34g,8mg,85mg,7mg,401mg,4.1,46,,
2,6664917,Quick and Easy Paella,15 mins,55 mins, 1 hr 10 mins,6 ,6,476,19g,6g,150mg,975mg,47g,2g,3g,26g,31mg,37mg,3mg,361mg,4.8,158,6 servings,
3,6649593,Spanish Rice and Shrimp,25 mins,38 mins, 1 hr 3 mins,4 ,4,247,12g,2g,173mg,647mg,14g,2g,3g,21g,83mg,74mg,4mg,458mg,4.0,3,4 servings,
4,6739178,Authentic Seafood Paella,20 mins,35 mins,55 mins,2 ,2,784,20g,3g,301mg,980mg,74g,9g,5g,53g,58mg,188mg,15mg,1500mg,4.5,15,2 servings,
5,6595459,Paella I,45 mins,45 mins, 1 hr 30 mins,6 ,6,524,18g,4g,106mg,1162mg,57g,3g,5g,29g,57mg,64mg,7mg,575mg,4.5,193,6 servings,
6,6574103,Authentic Paella,50 mins,45 mins, 1 hr 45 mins,8 ,8,591,22g,5g,153mg,1032mg,54g,3g,2g,42g,10mg,97mg,6mg,572mg,4.7,26,10 cups,10 mins
7,6594579,"Brown Rice, Chicken, and Chorizo Paella",40 mins, 1 hr 15 mins, 1 hr 55 mins,8 ,8,465,22g,6g,63mg,1631mg,43g,3g,3g,22g,38mg,46mg,2mg,433mg,4.0,2,,
8,6577069,Mexican Paella with Cauliflower Rice,10 mins,45 mins,55 mins,8 ,8,368,23g,8g,74mg,1244mg,12g,3g,5g,29g,67mg,47mg,2mg,816mg,4.8,27,,
9,6598120,Pressure Cooker Paella with Chicken Thighs and Smoked Sausage,15 mins,40 mins, 1 hr 5 mins,6 ,6,494,22g,6g,65mg,1174mg,47g,3g,5g,24g,34mg,57mg,5mg,424mg,4.9,7,,10 mins
10,6574987,Maria's Paella,30 mins,40 mins, 1 hr 10 mins,6 ,6,814,30g,6g,211mg,770mg,87g,4g,2g,47g,43mg,114mg,9mg,844mg,4.6,62,,
11,6576292,Vegan Paella,10 mins,30 mins, 1 hr,4 ,4,308,5g,1g,,1103mg,59g,7g,8g,8g,79mg,50mg,4mg,423mg,4.5,58,4 servings,20 mins
12,6563228,Chicken and Chorizo Paella on the Grill,20 mins,40 mins, 3 hrs,8 ,8,739,39g,9g,79mg,1069mg,68g,7g,4g,31g,37mg,96mg,6mg,817mg,,,8 servings, 2 hrs
13,6592091,Chicken and Quinoa Paella,25 mins, 1 hr 10 mins, 1 hr 35 mins,10 ,10,350,11g,2g,39mg,1030mg,41g,6g,4g,23g,39mg,59mg,4mg,696mg,,,1 9x13-inch paella,
14,6580579,Cascadia Fideua,30 mins,55 mins, 1 hr 25 mins,4 ,4,636,16g,4g,17mg,895mg,101g,8g,10g,24g,23mg,76mg,5mg,829mg,3.8,6,4 servings,
15,6571063,North African Paella,35 mins,18 mins, 1 hr 3 mins,6 ,6,519,17g,3g,76mg,707mg,56g,5g,6g,30g,24mg,85mg,4mg,601mg,5.0,2,6 servings,10 mins
16,6663939,Breakfast Paella,10 mins,35 mins,45 mins,4 ,4,506,17g,5g,198mg,1029mg,67g,10g,,22g,,,,338mg,4.0,2,,
17,6594492,Paella II,15 mins, 1 hr 20 mins, 1 hr 35 mins,10 ,10,367,6g,1g,72mg,84mg,52g,2g,1g,23g,26mg,42mg,5mg,369mg,4.6,5,10 servings,
