,id_recipe,name,Prep Time:,Cook Time:,Total Time:,Servings:,Yield:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Additional Time:
12,6737351,Glazed Doughnut Strawberry Shortcake,15 mins,,15 mins,4 ,,4,766,58g,31g,167mg,252mg,57g,4g,23g,7g,91mg,128mg,2mg,391mg,4.9,34,
13,6738127,Chef John's Classic Strawberry Shortcake,15 mins,15 mins, 1 hr 30 mins,8 ,,8,408,18g,11g,57mg,457mg,59g,4g,30g,6g,105mg,173mg,2mg,360mg,4.9,61, 1 hr
14,6591895,Scrumptious Strawberry Shortcake,25 mins,20 mins,55 mins,12 ,,12,344,21g,13g,74mg,241mg,35g,2g,10g,5g,25mg,93mg,2mg,148mg,4.5,430,10 mins
15,6603306,Perfect Berry Shortcakes,,,,6 ,6 servings,6,669,34g,21g,134mg,592mg,86g,8g,44g,9g,27mg,222mg,3mg,298mg,4.6,274,
16,6585117,Cottage Pudding (Cake for Strawberry Shortcake),10 mins,25 mins, 1 hr,9 ,1 9-inch square cake,9,277,9g,3g,23mg,220mg,45g,1g,24g,5g,0mg,114mg,2mg,79mg,4.7,113,25 mins
17,6577129,Quick Strawberry Shortcake,15 mins,,45 mins,5 ,5 servings,5,518,24g,15g,119mg,175mg,70g,3g,57g,9g,86mg,250mg,2mg,513mg,4.6,14,30 mins
18,6583942,Strawberry Crescent Roll Shortcake,15 mins,20 mins,50 mins,4 ,4 shortcakes,4,393,20g,8g,26mg,482mg,48g,2g,23g,6g,64mg,50mg,2mg,214mg,,,15 mins
19,6584223,Gluten-Free Strawberry Shortcake,30 mins,15 mins, 1 hr 30 mins,8 ,8 shortcakes,8,339,10g,3g,1mg,394mg,59g,3g,24g,2g,49mg,152mg,1mg,199mg,4.7,22,45 mins
20,6648868,Strawberry Shortcake from Scratch,30 mins,15 mins, 1 hr 15 mins,6 ,6 servings,6,557,31g,19g,97mg,468mg,65g,3g,28g,7g,61mg,220mg,3mg,278mg,5.0,2,30 mins
21,6578794,Strawberry-Citrus Shortcake,30 mins, 1 hr 10 mins, 1 hr 40 mins,8 ,8 servings,8,659,33g,20g,200mg,392mg,83g,2g,52g,10g,49mg,136mg,4mg,332mg,4.2,9,
22,6649987,Blueberry Lemon Shortcake, 1 hr,35 mins, 2 hrs 35 mins,20 ,20 servings,20,430,20g,10g,124mg,159mg,59g,1g,42g,5g,10mg,49mg,1mg,98mg,5.0,2, 1 hr
23,6605524,Strawberry Shortcakes,25 mins,10 mins, 1 hr 35 mins,6 ,6 servings,6,643,42g,26g,139mg,349mg,63g,4g,25g,7g,72mg,179mg,5mg,298mg,4.8,31, 1 hr
24,6664594,Strawberry and Rhubarb Shortcakes,30 mins,25 mins, 1 hr 10 mins,8 ,8 shortcakes,8,321,14g,8g,57mg,497mg,45g,2g,,5g,,,,231mg,,,15 mins
25,6602908,Carry Cake with Strawberries and Whipped Cream,30 mins,55 mins, 1 hr 25 mins,10 ,10 servings,10,865,55g,34g,240mg,721mg,85g,3g,58g,12g,73mg,143mg,3mg,387mg,4.0,30,
26,6571432,Fresh Cherry Shortcake,20 mins,15 mins, 3 hrs 5 mins,6 ,6 servings,6,643,31g,14g,87mg,556mg,85g,7g,45g,12g,12mg,116mg,4mg,738mg,4.0,1, 2 hrs 30 mins
27,6601866,Southern Peach Shortcake,30 mins,25 mins, 1 hr,8 ,8 servings,8,338,15g,9g,40mg,286mg,47g,1g,23g,4g,43mg,115mg,2mg,104mg,3.0,1,5 mins
28,6568848,Sensational Strawberry Shortcake,25 mins,40 mins, 2 hrs 5 mins,8 ,8 servings,8,403,17g,10g,90mg,443mg,58g,2g,31g,7g,46mg,198mg,2mg,219mg,4.4,33, 1 hr
29,6604983,Summery Lime-Mango Shortcakes,45 mins,20 mins, 1 hr 20 mins,12 ,12 shortcakes,12,310,17g,7g,42mg,469mg,36g,2g,13g,5g,17mg,138mg,2mg,154mg,4.6,23,15 mins
30,6576112,Congresbury Ginger Shortcake,20 mins,20 mins, 5 hrs,8 ,8 wedges,8,286,18g,11g,46mg,186mg,30g,1g,11g,3g,,43mg,1mg,37mg,4.3,8, 4 hrs 20 mins
31,6573975,Summer Fruit Shortcakes,30 mins,15 mins,55 mins,6 ,6 servings,6,387,20g,12g,63mg,380mg,48g,4g,20g,6g,11mg,97mg,2mg,292mg,4.0,7,10 mins
32,6604456,Petra's Strawberry Shortcake,35 mins,25 mins, 3 hrs,8 ,1 9x13-inch pan,8,475,15g,8g,157mg,148mg,82g,3g,64g,7g,67mg,108mg,2mg,257mg,4.8,40, 2 hrs
33,6586000,Strawberry Shortcake with Balsamic,10 mins,10 mins,20 mins,4 ,4 servings,4,142,2g,1g,6mg,227mg,29g,2g,10g,3g,49mg,66mg,1mg,180mg,3.0,3,
34,6566241,Large Strawberry Shortcake,20 mins,15 mins,45 mins,8 ,8 servings,8,434,23g,11g,49mg,323mg,54g,3g,27g,5g,49mg,99mg,2mg,224mg,,,10 mins
35,6566692,Strawberry Shortcake Kabobs,20 mins,4 mins,39 mins,12 ,12 skewers,12,109,3g,2g,6mg,170mg,19g,3g,5g,3g,30mg,27mg,1mg,174mg,,,15 mins
36,6604953,Fresh Strawberry Lemon Shortcake,20 mins,10 mins,45 mins,2 ,2 servings,2,738,34g,20g,202mg,477mg,99g,5g,44g,13g,76mg,292mg,4mg,454mg,4.0,2,15 mins
37,6594352,Peaches 'n Cream Shortcake,30 mins,15 mins, 1 hr 15 mins,4 ,4 shortcakes,4,411,23g,14g,79mg,405mg,46g,1g,20g,5g,42mg,192mg,2mg,154mg,3.0,1,30 mins
38,6589991,"Red, White, and Blueberry Shortcake",15 mins,12 mins, 1 hr 27 mins,6 ,6 servings,6,613,27g,14g,58mg,777mg,89g,4g,49g,8g,66mg,146mg,3mg,335mg,4.0,1, 1 hr
39,6580324,Blubaugh's Blueberry Buckle Shortcake,10 mins,25 mins,35 mins,12 ,12 servings,12,399,17g,3g,62mg,204mg,58g,2g,40g,5g,0mg,28mg,2mg,96mg,4.4,9,
40,6574655,Simple Chocolate Strawberry Shortcake,40 mins,12 mins,52 mins,16 ,1 to 9 - layer inch cake,16,249,14g,9g,1mg,231mg,29g,2g,18g,3g,23mg,39mg,2mg,131mg,4.0,12,
41,6571242,Heart-Shaped Strawberry Shortcakes,45 mins,20 mins, 1 hr 35 mins,8 ,8 servings,8,838,61g,38g,213mg,943mg,66g,4g,21g,9g,46mg,280mg,3mg,282mg,2.5,4,30 mins
42,6738287,Smart Cookie Strawberry Shortcakes,45 mins,10 mins, 1 hr 20 mins,12 ,12 shortcakes,12,582,36g,22g,142mg,384mg,60g,4g,22g,7g,67mg,171mg,3mg,268mg,4.3,4,25 mins
43,6595360,Strawberry Shortcake Updated,30 mins,35 mins, 3 hrs 15 mins,10 ,10 servings,10,247,12g,6g,107mg,295mg,30g,1g,22g,4g,28mg,40mg,1mg,161mg,4.0,1, 2 hrs 10 mins
