,id_recipe,name,Prep Time:,Cook Time:,Total Time:,Servings:,Yield:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Additional Time:
0,6649002,Easy English Cottage Pie,20 mins,55 mins, 1 hr 15 mins,6 ,1 9x13-inch casserole,6,513,31g,16g,100mg,491mg,35g,5g,6g,24g,34mg,244mg,3mg,1085mg,4.5,454,
1,6600475,Sophie's Shepherd's Pie,15 mins,20 mins,35 mins,4 ,,4,1144,58g,26g,175mg,1215mg,104g,16g,19g,55g,85mg,203mg,11mg,2829mg,4.8,15,
2,6650125,Shepherd's Pie,30 mins,20 mins,50 mins,6 ,1 (2 quart) casserole,6,452,17g,7g,65mg,295mg,53g,7g,6g,23g,53mg,128mg,4mg,1443mg,4.5,"3,306",
3,6598278,Turkey Shepherd's Pie,25 mins,50 mins, 1 hr 15 mins,6 ,,6,339,13g,5g,71mg,342mg,38g,5g,4g,18g,39mg,59mg,3mg,1069mg,4.5,168,
4,6595240,Easy Shepherd's Pie,10 mins,30 mins,40 mins,6 ,,6,435,25g,12g,89mg,772mg,32g,6g,1g,24g,16mg,60mg,3mg,645mg,4.6,151,
5,6590000,Traditional Shepherd's Pie,20 mins, 1 hr 5 mins, 1 hr 25 mins,8 ,,8,502,24g,12g,118mg,1470mg,41g,5g,4g,30g,9mg,161mg,2mg,470mg,4.8,9,
6,6737157,Ground Beef Shepherd's Pie,25 mins,35 mins, 1 hr,4 ,1 2-quart casserole,4,404,21g,8g,128mg,229mg,25g,4g,4g,28g,31mg,109mg,4mg,938mg,4.2,533,
7,6651192,Instant Pot Shepherd's Pie,10 mins,35 mins, 1 hr,6 ,1 8-inch square dish,6,347,18g,8g,65mg,576mg,29g,5g,3g,18g,30mg,73mg,3mg,847mg,4.5,52,15 mins
8,6587345,Classic Shepherd's Pie,25 mins,35 mins, 1 hr,6 ,,6,375,17g,7g,57mg,1603mg,44g,4g,4g,18g,22mg,74mg,3mg,623mg,4.5,130,
9,6603326,Simple Shepherd's Pie,20 mins,15 mins,35 mins,4 ,4 servings,4,474,29g,12g,93mg,755mg,29g,4g,6g,24g,20mg,103mg,3mg,632mg,4.5,569,
10,6576269,American Shepherd's Pie,15 mins,30 mins,45 mins,6 ,1 (2-quart) baking dish,6,342,17g,8g,70mg,818mg,25g,2g,4g,22g,8mg,177mg,2mg,644mg,4.3,500,
11,6584478,Chef John's Shepherd's Pie,15 mins,55 mins, 1 hr 25 mins,8 ,8 servings,8,311,17g,8g,59mg,546mg,24g,3g,1g,16g,6mg,96mg,2mg,327mg,4.6,444,15 mins
12,6737310,Tater Tot Bake,20 mins,40 mins, 1 hr,6 ,6 servings,6,557,42g,17g,101mg,896mg,25g,2g,3g,24g,2mg,278mg,2mg,489mg,4.3,"1,174",
13,6571101,Chicken Shepherd's Pie,,,,6 ,6 servings,6,556,21g,11g,99mg,446mg,60g,8g,5g,34g,77mg,235mg,4mg,1531mg,4.2,68,
14,6663827,A Scotsman's Shepherd Pie,45 mins,25 mins, 1 hr 15 mins,8 ,8 servings,8,386,21g,11g,97mg,561mg,30g,3g,5g,17g,16mg,149mg,3mg,710mg,4.8,386,5 mins
15,6571852,Mexican Shepherd's Pie,20 mins,40 mins, 1 hr,8 ,8 servings,8,407,20g,8g,71mg,1223mg,34g,2g,7g,23g,5mg,229mg,4mg,329mg,4.5,441,
16,6582173,Cottage Pie,30 mins,20 mins,50 mins,6 ,1 to 9 - inch deep dish pie,6,401,25g,12g,76mg,199mg,28g,4g,2g,18g,7mg,19mg,2mg,226mg,4.3,117,
17,6600440,Shortcut Shepherd's Pie,25 mins,45 mins, 1 hr 10 mins,8 ,8 servings,8,336,16g,7g,50mg,1063mg,34g,5g,2g,14g,11mg,44mg,2mg,668mg,4.3,585,
18,6584824,Elk Shepherd's Pie,30 mins, 1 hr 10 mins, 1 hr 40 mins,6 ,1 9-inch pan,6,358,9g,5g,40mg,107mg,57g,9g,4g,15g,59mg,79mg,4mg,1363mg,4.5,44,
19,6739094,Traditional Style Vegan Shepherd's Pie,20 mins,55 mins, 1 hr 15 mins,6 ,6 servings,6,552,24g,4g,,1317mg,65g,7g,8g,20g,25mg,114mg,5mg,1250mg,4.7,270,
20,6598443,Laurie's Shepherd's Pie,20 mins,30 mins,50 mins,6 ,6 servings,6,548,29g,11g,64mg,466mg,54g,4g,7g,19g,43mg,42mg,3mg,842mg,4.1,166,
21,6573921,Shepherd's Pie V, 1 hr,20 mins, 1 hr 30 mins,12 ,1 to 2 - quart casserole,12,189,5g,2g,24mg,417mg,25g,4g,1g,11g,27mg,25mg,2mg,706mg,4.4,138,10 mins
22,6598154,Zippy Shepherd's Pie,20 mins,25 mins,45 mins,6 ,6 servings,6,493,31g,13g,90mg,1094mg,32g,6g,6g,24g,57mg,204mg,3mg,925mg,4.5,630,
23,6605539,The Supreme Shepherd's Pie,15 mins, 1 hr, 1 hr 15 mins,4 ,1 casserole,4,365,12g,5g,52mg,863mg,44g,4g,6g,19g,17mg,76mg,3mg,861mg,4.5,64,
24,6570556,Healthy Shepherd's Pie with Cauliflower Mash,20 mins, 1 hr 5 mins, 1 hr 25 mins,12 ,1 9x13-inch casserole,12,266,13g,4g,90mg,224mg,12g,5g,3g,28g,11mg,68mg,4mg,636mg,4.5,16,
25,6595662,Updated Shepherds Pie,15 mins,40 mins,55 mins,6 ,6 servings,,,,,,,,,,,,,,,4.3,128,
26,6568469,Poor Man's Pie,10 mins,35 mins,45 mins,8 ,,8,372,19g,9g,67mg,1042mg,29g,4g,3g,21g,11mg,263mg,3mg,634mg,4.5,44,
27,6599923,Sweet Potato Shepherd's Pie,10 mins,40 mins,50 mins,4 ,4 to 6 servings,4,350,8g,1g,,729mg,51g,11g,13g,19g,29mg,58mg,1mg,1007mg,4.9,24,
28,6601732,Steff's Shepherd Pie,5 mins,45 mins,50 mins,6 ,6 servings,6,346,20g,9g,71mg,896mg,20g,3g,3g,21g,8mg,216mg,3mg,506mg,4.5,579,
29,6664279,Corned Beef and Cabbage Shepherd's Pie,40 mins, 4 hrs 50 mins, 5 hrs 40 mins,8 ,8 servings,8,664,35g,16g,144mg,1330mg,59g,10g,9g,31g,74mg,245mg,5mg,1725mg,5.0,32,10 mins
30,6598353,Mom's Shepherd's Pie,35 mins,25 mins, 1 hr,6 ,,6,638,31g,12g,97mg,651mg,64g,9g,4g,27g,71mg,81mg,6mg,1721mg,4.3,152,
31,6595398,Mashed Potato-Topped Turkey Pot Pie,20 mins,45 mins, 1 hr 5 mins,6 ,1 9x13-inch pot pie,6,562,19g,5g,79mg,1399mg,60g,6g,3g,37g,17mg,102mg,4mg,982mg,4.6,17,
32,6602793,Poor Man's Shepherd's Pie,10 mins,15 mins,45 mins,4 ,4 servings,4,341,18g,6g,69mg,676mg,21g,2g,2g,22g,3mg,39mg,4mg,402mg,4.1,42,20 mins
33,6581120,Sweet Potato and Venison Shepherd's Pie,45 mins, 2 hrs, 2 hrs 50 mins,6 ,6 servings,6,358,14g,6g,76mg,445mg,30g,6g,8g,23g,11mg,156mg,4mg,639mg,4.3,6,5 mins
34,6571273,Simply Potatoes® Easy Shepherd's Pie,15 mins,,55 mins,6 ,6 servings,6,418,23g,9g,78mg,1085mg,29g,6g,6g,25g,13mg,63mg,4mg,532mg,4.4,43,40 mins
35,6649596,Personal Shepherd's Pies,20 mins,25 mins,50 mins,4 ,4 4-inch pies,4,574,35g,14g,94mg,914mg,37g,3g,8g,30g,14mg,222mg,4mg,653mg,4.7,20,5 mins
36,6583379,Marie's Shepherd's Pie,15 mins,55 mins, 1 hr 10 mins,6 ,,6,564,23g,11g,77mg,1415mg,66g,10g,6g,26g,55mg,209mg,5mg,1531mg,4.5,80,
37,6572838,Easy Shepherd's Pie with Garlic Romano Potatoes,15 mins,45 mins, 1 hr,8 ,8 servings,8,392,21g,11g,74mg,889mg,33g,6g,7g,18g,22mg,173mg,5mg,1148mg,4.5,171,
38,6594411,Shepherd's Pie Daddy's Way,20 mins,30 mins,50 mins,4 ,,4,642,32g,16g,120mg,1277mg,53g,7g,3g,35g,53mg,277mg,4mg,1427mg,4.4,115,
39,6650876,Impossible Shepherd's Pie,15 mins,35 mins,50 mins,4 ,,4,534,29g,15g,71mg,1387mg,36g,5g,3g,14g,15mg,305mg,2mg,552mg,5.0,1,
40,6570703,Puerto Rican Shepherd Pie (Pastelon),25 mins,45 mins, 1 hr 10 mins,8 ,8 servings,8,439,14g,5g,222mg,1044mg,64g,7g,29g,20g,63mg,82mg,4mg,1316mg,4.3,23,
41,6569073,Vegetable Shepherd's Pie,15 mins, 1 hr, 1 hr 15 mins,6 ,,6,686,14g,8g,36mg,933mg,120g,22g,11g,24g,118mg,281mg,7mg,2519mg,4.3,92,
42,6591288,The Humble Shepherd,30 mins,50 mins, 1 hr 20 mins,6 ,6 servings,6,567,34g,18g,130mg,1038mg,36g,6g,7g,31g,13mg,371mg,2mg,705mg,4.3,156,
43,6589545,French Onion Shepherd's Pie,15 mins,45 mins, 1 hr,4 ,4 servings,4,639,28g,14g,112mg,966mg,62g,8g,8g,36g,60mg,278mg,5mg,1463mg,4.5,4,
44,6576527,Shepherd's Pie Mexicana,15 mins,50 mins, 1 hr 5 mins,6 ,1 casserole,6,425,16g,7g,57mg,832mg,52g,8g,7g,21g,49mg,61mg,4mg,1132mg,4.3,26,
45,6580389,Vegetarian Shepherd's Pie,,,,6 ,6 servings,6,229,8g,2g,8mg,307mg,31g,6g,8g,9g,53mg,182mg,4mg,844mg,4.1,61,
46,6648714,Herbed Chicken Shepherd's Pie,25 mins,35 mins, 1 hr,6 ,,6,429,19g,6g,78mg,1342mg,37g,4g,8g,27g,32mg,197mg,3mg,808mg,4.4,16,
47,6596578,Vegetarian Shepherd's Pie II,15 mins, 1 hr, 1 hr 15 mins,8 ,8 servings,8,184,5g,1g,,147mg,30g,6g,3g,6g,11mg,28mg,2mg,482mg,4.3,126,
48,6571402,Sweet Potato-Cauliflower Shepherd's Pie,20 mins, 1 hr, 1 hr 35 mins,8 ,8 servings,8,366,23g,9g,69mg,1047mg,22g,4g,6g,19g,19mg,101mg,3mg,632mg,4.8,12,15 mins
49,6595681,Weeknight Shepherd's Pie,5 mins,30 mins,35 mins,6 ,6 servings,6,281,16g,6g,51mg,544mg,21g,4g,4g,16g,18mg,84mg,4mg,524mg,3.7,6,
50,6574948,J. J.'s Shepherd's Pie,10 mins,40 mins, 1 hr,12 ,12 servings,12,316,18g,10g,60mg,863mg,22g,2g,3g,17g,7mg,227mg,1mg,411mg,4.2,6,10 mins
51,6600677,Moussaka Cottage Pie,35 mins,50 mins, 1 hr 25 mins,8 ,1 pie,8,347,14g,4g,95mg,569mg,28g,3g,6g,28g,14mg,61mg,1mg,536mg,4.7,46,
52,6648187,Autumn Sweet Potato Shepherd's Pie,15 mins,40 mins,55 mins,6 ,6 servings,6,452,14g,3g,112mg,766mg,48g,6g,13g,35g,34mg,113mg,6mg,852mg,4.7,19,
53,6574909,Shepherd's Pie I,45 mins,10 mins,55 mins,8 ,1 pie,8,315,20g,8g,57mg,268mg,18g,3g,1g,16g,12mg,148mg,3mg,623mg,4.0,78,
54,6603047,Turkey Shepherd's Pie with Butternut Squash,15 mins, 1 hr 7 mins, 1 hr 22 mins,8 ,1 9-inch pie,8,221,8g,2g,46mg,166mg,25g,4g,5g,14g,30mg,87mg,2mg,712mg,5.0,1,
55,6601359,Saucy Shepherd's Pie,20 mins,45 mins, 1 hr 5 mins,4 ,4 servings,4,802,39g,19g,154mg,592mg,74g,11g,12g,38g,69mg,100mg,6mg,1953mg,4.3,7,
56,6580243,Sweet Potato and Turkey Shepherd's Pie,30 mins, 1 hr 30 mins, 2 hrs 20 mins,6 ,6 servings,6,452,11g,3g,64mg,566mg,66g,9g,14g,24g,23mg,149mg,4mg,1235mg,4.3,47,20 mins
57,6582548,Healthy Shepherd's Pie with Ground Turkey,20 mins,40 mins, 1 hr 5 mins,8 ,1 9x13-inch casserole,8,394,17g,4g,88mg,1184mg,30g,5g,7g,32g,71mg,269mg,3mg,780mg,5.0,4,5 mins
58,6741708,Vegan Shepherd's Pie with Sweet Potato,20 mins,50 mins, 1 hr 10 mins,4 ,4 servings,4,465,9g,7g,,353mg,82g,21g,18g,20g,21mg,164mg,9mg,1554mg,4.5,4,
59,6578259,Low-Carb Cauliflower and Pulled Pork Shepherd's Pie,15 mins,35 mins,50 mins,6 ,6 servings,6,359,15g,7g,87mg,1325mg,25g,5g,6g,31g,50mg,180mg,2mg,487mg,5.0,1,
60,6591355,The Italian Irishman's Pie,25 mins,45 mins, 1 hr 10 mins,6 ,6 servings,6,373,23g,7g,32mg,1012mg,31g,3g,8g,13g,11mg,52mg,1mg,566mg,4.9,14,
