,id_recipe,name,Prep Time:,Cook Time:,Total Time:,Servings:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Yield:,Additional Time:
0,6664978,Deluxe Corned Beef Hash,15 mins,35 mins,50 mins,8 ,8,320,14g,6g,82mg,1559mg,25g,3g,1g,25g,3mg,30mg,3mg,464mg,4.7,215,,
1,6650561,Quick and Easy Home Fries,5 mins,20 mins,25 mins,4 ,4,199,9g,6g,23mg,71mg,28g,4g,1g,3g,32mg,22mg,1mg,675mg,4.7,562,,
2,6650844,Classic Hash Browns,15 mins,10 mins,25 mins,2 ,2,334,19g,12g,49mg,13mg,38g,5g,2g,4g,42mg,27mg,2mg,911mg,4.7,358,,
3,6649094,Leftover Ham -n- Potato Casserole,15 mins,50 mins, 1 hr 5 mins,6 ,6,591,37g,21g,108mg,1044mg,40g,4g,,25g,52mg,380mg,2mg,1034mg,4.7,500,1 1 1/2-quart caserole,
4,6664796,Best Breakfast Casserole (Hash Browns & Eggs),15 mins, 1 hr 20 mins, 1 hr 40 mins,6 ,6,616,49g,23g,260mg,1142mg,30g,2g,2g,34g,15mg,485mg,3mg,1031mg,4.4,728,1 8x8-inch casserole,5 mins
5,7496452,Crispy Oven-Roasted Breakfast Potatoes,20 mins, 1 hr, 1 hr 20 mins,4 ,4,414,17g,2g,0mg,1762mg,60g,7g,6g,7g,52mg,68mg,3mg,1496mg,5.0,5,,
6,6650026,Cheesy Amish Breakfast Casserole,10 mins,55 mins, 1 hr 15 mins,12 ,12,314,23g,11g,188mg,609mg,12g,1g,1g,22g,5mg,269mg,2mg,421mg,4.8,936,1 9x13-inch casserole,10 mins
7,6738656,German Potato Pancakes,20 mins,25 mins,45 mins,6 ,6,283,11g,2g,62mg,246mg,41g,5g,2g,7g,43mg,47mg,2mg,943mg,4.6,889,,
8,6648941,Egg Bites,20 mins,25 mins,45 mins,12 ,12,108,6g,3g,123mg,111mg,8g,1g,1g,6g,21mg,43mg,1mg,257mg,4.6,35,12 egg bites,
9,6738466,Sausage Casserole,25 mins, 1 hr 5 mins, 1 hr 35 mins,12 ,12,356,26g,13g,188mg,755mg,8g,1g,1g,22g,4mg,256mg,1mg,307mg,4.7,"1,275",1 9x13-inch casserole,5 mins
10,6649685,Cheesy Ham and Hash Brown Casserole,15 mins, 1 hr, 1 hr 15 mins,12 ,12,415,27g,15g,53mg,761mg,30g,2g,1g,14g,5mg,304mg,2mg,438mg,4.6,"2,693",1 9x13-inch casserole,
11,6651024,Potato Scones,15 mins,10 mins,25 mins,6 ,6,198,8g,5g,20mg,308mg,29g,2g,1g,3g,6mg,71mg,1mg,274mg,4.5,25,6 scones,
12,6739681,Potato Waffles,10 mins,15 mins,25 mins,4 ,4,217,9g,5g,110mg,540mg,28g,2g,3g,7g,9mg,52mg,1mg,407mg,4.6,117,,
13,6582318,Slow Cooker Cheesy Hash Brown Potatoes,10 mins, 4 hrs, 4 hrs 10 mins,10 ,10,336,29g,16g,58mg,655mg,21g,1g,0g,9g,8mg,209mg,1mg,445mg,4.2,6,,
14,6739485,Christmas Brunch Casserole,20 mins, 1 hr 15 mins, 9 hrs 35 mins,8 ,8,421,33g,13g,61mg,908mg,17g,1g,,14g,7mg,170mg,1mg,486mg,4.4,486,1 9x13-inch casserole, 8 hrs
15,6590397,Spicy Potatoes and Scrambled Eggs,10 mins,15 mins,25 mins,4 ,4,209,18g,3g,140mg,351mg,8g,2g,1g,6g,3mg,31mg,2mg,162mg,4.4,72,,
