,id_recipe,name,Prep Time:,Cook Time:,Total Time:,Servings:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Additional Time:,Yield:
12,6737942,Southern-Style Buttermilk Fried Chicken,30 mins,30 mins, 3 hrs,8 ,8,480,27g,6g,77mg,650mg,29g,1g,4g,29g,1mg,195mg,3mg,312mg,4.2,181, 2 hrs,
13,6737908,Better than Best Fried Chicken,30 mins,30 mins, 1 hr,4 ,4,531,29g,5g,121mg,596mg,33g,1g,1g,32g,2mg,34mg,3mg,383mg,4.4,620,,
14,6576339,The Best Ever Chicken Nuggets,15 mins,15 mins,30 mins,8 ,8,515,18g,3g,162mg,4175mg,51g,2g,0g,36g,1mg,52mg,5mg,362mg,4.5,310,,
15,6599204,Easy Skinless Fried Chicken Thighs,15 mins,20 mins,35 mins,4 ,4,483,23g,6g,149mg,1302mg,22g,1g,1g,44g,3mg,37mg,4mg,488mg,4.5,28,,
16,6595080,Popcorn Chicken,20 mins,15 mins,35 mins,6 ,6,451,18g,3g,96mg,248mg,49g,2g,1g,21g,3mg,26mg,4mg,208mg,4.4,15,,
17,6566711,Easy Air-Fried Chicken Breast,5 mins,18 mins,28 mins,1 ,1,479,30g,7g,129mg,418mg,14g,1g,,38g,,31mg,2mg,306mg,4.8,4,5 mins,1 chicken breast
18,6600055,Air Fryer Chicken Kiev,30 mins,10 mins, 1 hr 25 mins,2 ,2,783,35g,18g,292mg,1826mg,64g,1g,1g,64g,6mg,60mg,4mg,547mg,4.0,4,45 mins,
19,6649356,Southern Spicy Fried Chicken,20 mins,15 mins, 2 hrs 35 mins,10 ,10,480,24g,5g,71mg,401mg,42g,2g,5g,25g,4mg,138mg,3mg,360mg,4.2,56, 2 hrs,10 pieces
20,6569856,Millie Pasquinelli's Fried Chicken,30 mins,30 mins, 1 hr,12 ,12,622,38g,10g,204mg,1304mg,27g,1g,1g,41g,4mg,60mg,4mg,462mg,4.8,298,,
21,6579600,Mustard Fried Chicken,15 mins,15 mins,35 mins,10 ,10,400,21g,4g,48mg,516mg,32g,2g,1g,20g,1mg,34mg,3mg,204mg,4.5,113,5 mins,
22,6601088,Air Fryer Stuffed Chicken Breasts,40 mins,40 mins, 1 hr 30 mins,4 ,4,407,24g,9g,150mg,886mg,10g,1g,3g,37g,28mg,305mg,2mg,334mg,4.0,1,10 mins,
23,6739867,Korean Fried Chicken,15 mins,15 mins, 4 hrs 30 mins,4 ,4,472,24g,5g,71mg,1150mg,44g,2g,1g,19g,3mg,84mg,2mg,227mg,4.6,145, 4 hrs,
24,6740933,Southern Fried Chicken,15 mins,20 mins,35 mins,6 ,6,491,32g,7g,97mg,94mg,16g,1g,0g,33g,0mg,19mg,3mg,301mg,4.6,318,,
25,6650875,Bang Bang Chicken,15 mins,10 mins,40 mins,4 ,4,404,21g,4g,112mg,546mg,27g,1g,13g,27g,0mg,48mg,2mg,261mg,4.6,77,15 mins,
26,6597375,Firecracker Fried Chicken Drumsticks,20 mins,25 mins, 1 hr 45 mins,4 ,4,475,28g,5g,132mg,796mg,12g,1g,0g,42g,11mg,20mg,3mg,388mg,4.4,246, 1 hr,
27,6649721,Air-Fried Breaded Chicken Thighs,15 mins,25 mins, 1 hr 40 mins,4 ,4,850,49g,14g,289mg,991mg,15g,1g,4g,82g,1mg,153mg,5mg,816mg,4.0,1, 1 hr,4 servings
28,6648755,Air Fryer Chicken Thigh Schnitzel,15 mins,10 mins,25 mins,4 ,4,293,14g,4g,117mg,927mg,17g,1g,1g,24g,1mg,46mg,2mg,232mg,4.6,12,,
29,6649397,Spicy Korean Fried Chicken with Gochujang Sauce,10 mins,15 mins,40 mins,4 ,4,398,8g,2g,112mg,938mg,52g,1g,34g,29g,2mg,68mg,2mg,383mg,4.3,9,15 mins,4 servings
30,6580277,Karaage (Japanese Fried Chicken) with Honey Mayoster Sauce,15 mins,5 mins, 8 hrs 20 mins,4 ,4,681,48g,9g,128mg,1045mg,46g,0g,17g,22g,1mg,28mg,2mg,202mg,5.0,4, 8 hrs,4 servings
31,6584489,Baked BBQ Fried Chicken,30 mins, 1 hr, 1 hr 30 mins,12 ,12,568,20g,5g,113mg,2171mg,68g,3g,8g,28g,1mg,68mg,5mg,351mg,4.3,128,,
32,6580315,Air-Fried Popcorn Chicken Gizzards,10 mins,40 mins,55 mins,4 ,4,237,10g,3g,331mg,434mg,12g,1g,0g,24g,6mg,29mg,8mg,261mg,4.6,7,5 mins,
33,6651014,Easy Fried Chinese Chicken Balls,15 mins,10 mins,55 mins,4 ,4,338,10g,2g,65mg,341mg,34g,1g,0g,27g,0mg,153mg,3mg,229mg,4.8,15,30 mins,4 chicken breasts
34,6650086,Karaage (Japanese Fried Chicken),20 mins,10 mins, 1 hr 45 mins,4 ,4,2263,226g,30g,118mg,921mg,32g,0g,,29g,,,,370mg,5.0,8, 1 hr 15 mins,4 servings
35,6738717,Chicken Fried Chicken,25 mins,20 mins,45 mins,6 ,6,887,80g,11g,103mg,389mg,14g,1g,0g,29g,1mg,32mg,2mg,272mg,4.7,"2,436",,6 servings
36,6587553,Fried Chicken with Creamy Gravy,25 mins,30 mins,55 mins,8 ,8,507,29g,7g,142mg,588mg,19g,1g,2g,41g,0mg,84mg,3mg,405mg,4.7,750,,8 servings
37,6736711,Amazingly Tasty and Crispy Chicken Schnitzel,20 mins,6 mins,26 mins,12 ,12,268,8g,2g,79mg,727mg,25g,1g,6g,23g,1mg,66mg,2mg,226mg,4.6,53,,12 servings
38,6605341,Fried Chicken Gizzards,15 mins,40 mins,55 mins,6 ,6,287,16g,3g,285mg,761mg,12g,1g,0g,22g,6mg,30mg,7mg,251mg,3.3,52,,6 servings
39,6598961,Flavorful Southern Fried Chicken,20 mins,20 mins,40 mins,4 ,4,505,19g,6g,71mg,842mg,48g,2g,7g,34g,0mg,339mg,4mg,416mg,4.2,35,,4 servings
40,6593865,Chicken 65,30 mins,15 mins,45 mins,4 ,4,316,17g,3g,105mg,1334mg,13g,1g,2g,27g,5mg,99mg,4mg,400mg,4.7,3,,4 servings
41,6591702,A Southern Fried Chicken,10 mins,20 mins,30 mins,6 ,6,806,30g,8g,183mg,1323mg,79g,3g,20g,51g,4mg,260mg,6mg,826mg,3.8,174,,6 servings
42,6589737,Fried Chicken,,,,8 ,8,623,41g,8g,115mg,108mg,22g,1g,0g,39g,,25mg,3mg,324mg,4.2,79,,8 servings
43,6605531,Fried Buttermilk Chicken Strips,10 mins,20 mins,50 mins,4 ,4,518,17g,3g,102mg,3318mg,43g,2g,6g,45g,2mg,176mg,4mg,554mg,4.8,5,20 mins,
44,6600505,Air Fryer Coconut Chicken,10 mins,10 mins, 2 hrs 20 mins,4 ,4,418,17g,12g,158mg,1493mg,41g,3g,17g,31g,4mg,44mg,3mg,425mg,4.2,13, 2 hrs,4 servings
45,6590578,Air Fryer Chicken Wings,5 mins, 1 hr, 1 hr 5 mins,6 ,6,453,37g,14g,140mg,739mg,4g,0g,,27g,1mg,21mg,1mg,230mg,4.8,20,,
46,6649945,Nashville Hot Chicken and Waffle Sandwich,20 mins,25 mins, 1 hr 45 mins,4 ,4,990,43g,9g,143mg,2387mg,114g,7g,16g,38g,30mg,413mg,7mg,858mg,4.8,5, 1 hr,4 sandwiches
47,6576902,Gluten-Free Chicken Nuggets,15 mins,5 mins,20 mins,4 ,4,326,9g,2g,179mg,249mg,24g,1g,2g,36g,3mg,80mg,6mg,326mg,4.8,13,,4 servings
48,6576487,Potato Crunchy Tenders,10 mins,10 mins,20 mins,6 ,6,556,26g,5g,139mg,945mg,35g,2g,3g,45g,0mg,98mg,2mg,425mg,4.7,119,,6 servings
49,6578267,CindyD's Somewhat Southern Fried Chicken,15 mins,30 mins,45 mins,4 ,4,661,35g,8g,233mg,750mg,37g,2g,1g,48g,0mg,51mg,5mg,444mg,4.4,53,,4 servings
50,6663734,Tanya's Louisiana Southern Fried Chicken,10 mins,20 mins,30 mins,6 ,6,638,30g,9g,177mg,960mg,48g,2g,7g,43g,2mg,203mg,5mg,564mg,4.5,117,,6 servings
51,6586593,Japanese-Style Deep Fried Chicken,20 mins,20 mins, 1 hr 10 mins,8 ,8,256,17g,3g,98mg,327mg,5g,0g,0g,21g,0mg,20mg,1mg,189mg,4.5,77,30 mins,8 servings
52,6583115,Air Fryer Bang-Bang Chicken,10 mins,15 mins,25 mins,6 ,6,489,33g,5g,60mg,818mg,35g,1g,7g,21g,2mg,15mg,1mg,166mg,4.9,14,,6 servings
53,6599174,Air Fryer Cornflake Chicken Fingers,10 mins,10 mins,20 mins,2 ,2,375,10g,3g,231mg,1419mg,14g,1g,2g,55g,3mg,47mg,7mg,475mg,5.0,6,,2 servings
54,6586970,Fried Chicken Chunks (Chicharrones De Pollo) Dominican,20 mins,20 mins, 4 hrs 40 mins,5 ,5,653,22g,3g,55mg,488mg,72g,3g,4g,30g,18mg,74mg,6mg,513mg,4.3,32, 4 hrs,5 servings
55,6605442,Air Fryer Chicken Katsu,10 mins,10 mins,20 mins,2 ,2,411,13g,4g,189mg,545mg,41g,0g,2g,43g,1mg,32mg,2mg,338mg,4.5,6,,
56,6599240,Crisp Fried Chicken Wings,15 mins,25 mins,40 mins,5 ,5,331,23g,6g,46mg,301mg,14g,1g,3g,15g,1mg,89mg,1mg,199mg,4.7,6,,10 chicken wings
57,6649084,Pickle-Fried Chicken,15 mins,15 mins, 3 hrs 30 mins,4 ,4,369,17g,4g,61mg,3053mg,35g,1g,3g,19g,1mg,89mg,3mg,252mg,4.4,10, 3 hrs,4 chicken thighs
58,6569563,Extra-Crispy Fried Chicken Strips,15 mins,20 mins,40 mins,4 ,4,518,19g,4g,197mg,563mg,37g,1g,0g,46g,0mg,40mg,4mg,402mg,4.0,1,5 mins,
59,6737486,Garlic Chicken Fried Chicken,20 mins,15 mins,35 mins,4 ,4,391,11g,3g,116mg,935mg,37g,2g,3g,33g,1mg,91mg,4mg,368mg,4.6,"1,288",,4 servings
60,6592831,Air Fryer Fried Chicken,15 mins,20 mins, 8 hrs 35 mins,6 ,6,291,11g,3g,61mg,1820mg,24g,1g,4g,24g,3mg,126mg,3mg,358mg,,, 8 hrs,6 servings
61,6597617,Air Fryer Chicken Piccata,15 mins,15 mins,30 mins,4 ,4,322,14g,7g,182mg,1143mg,15g,1g,1g,33g,6mg,153mg,3mg,309mg,4.5,8,,4 servings
62,6563567,Crispy Air-Fried Chicken,10 mins,40 mins,50 mins,2 ,2,436,26g,15g,128mg,735mg,4g,1g,1g,46g,4mg,33mg,2mg,444mg,5.0,2,,
