,id_recipe,Prep Time:,Cook Time:,Total Time:,Servings:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Yield:,Additional Time:
0,7508538,15 mins,35 mins,50 mins,4 ,4,601,13g,2g,155mg,1791mg,38g,1g,1g,71g,23mg,252mg,9mg,1955mg,4.0,1,,
1,6648930,20 mins,20 mins,40 mins,6 ,6,511,19g,7g,135mg,260mg,58g,4g,1g,22g,10mg,52mg,5mg,269mg,4.6,"1,419",6 servings,
2,6605056,5 mins,15 mins,20 mins,4 ,4,878,43g,11g,92mg,190mg,85g,5g,,37g,21mg,120mg,30mg,694mg,4.5,377,,
3,6595805,30 mins,20 mins,50 mins,8 ,8,677,38g,17g,155mg,738mg,52g,4g,7g,34g,9mg,573mg,5mg,618mg,4.6,410,,
4,6737191,15 mins,15 mins,30 mins,8 ,8,646,43g,24g,210mg,437mg,43g,3g,0g,23g,2mg,254mg,4mg,217mg,4.6,"1,461",,
5,6650703,10 mins,20 mins,30 mins,8 ,8,287,5g,2g,77mg,126mg,42g,2g,2g,18g,2mg,46mg,3mg,206mg,4.3,958,,
6,6738768,10 mins,20 mins,30 mins,6 ,6,545,15g,2g,90mg,392mg,57g,3g,2g,44g,42mg,158mg,40mg,1036mg,4.6,167,,
7,6604500,5 mins,20 mins,25 mins,6 ,6,477,25g,7g,25mg,345mg,50g,3g,4g,15g,5mg,114mg,3mg,403mg,4.4,121,,
8,6571350,15 mins,10 mins,25 mins,8 ,8,437,22g,13g,173mg,524mg,41g,3g,,20g,2mg,158mg,3mg,232mg,4.4,89,,
9,6574833,15 mins,15 mins,30 mins,4 ,4,415,11g,2g,37mg,794mg,55g,5g,7g,26g,73mg,60mg,4mg,762mg,4.5,149,,
10,6737991,15 mins,30 mins,45 mins,8 ,8,478,26g,14g,139mg,399mg,23g,1g,3g,37g,4mg,188mg,2mg,394mg,4.4,491,,
11,6580968,10 mins,20 mins,30 mins,1 ,1,708,44g,26g,160mg,389mg,45g,4g,2g,25g,16mg,122mg,7mg,621mg,4.6,5,1 serving,
