,id_recipe,Prep Time:,Cook Time:,Total Time:,Servings:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Yield:,Additional Time:
12,6736451,15 mins,35 mins,50 mins,8 ,8,335,9g,1g,52mg,655mg,46g,3g,4g,19g,11mg,66mg,3mg,435mg,4.6,707,,
13,6598033,5 mins,15 mins,20 mins,2 ,2,409,24g,15g,61mg,626mg,42g,2g,2g,8g,1mg,34mg,2mg,136mg,4.7,15,,
14,6664415,30 mins, 1 hr 10 mins, 1 hr 40 mins,10 ,10,775,17g,3g,330mg,957mg,81g,7g,1g,72g,34mg,259mg,29mg,1578mg,4.8,20,10 servings,
15,6585829,10 mins,15 mins,25 mins,8 ,8,517,25g,14g,243mg,436mg,43g,2g,2g,33g,8mg,188mg,4mg,391mg,4.6,417,,
16,6565476,5 mins, 1 hr, 1 hr 5 mins,4 ,4,825,45g,13g,136mg,280mg,58g,3g,5g,49g,35mg,322mg,41mg,1200mg,4.4,128,4 servings,
17,6663829,15 mins,15 mins,30 mins,2 ,2,1109,82g,50g,348mg,1134mg,54g,4g,6g,43g,91mg,219mg,3mg,891mg,4.7,"3,133",2 servings,
18,6606090,10 mins, 1 hr, 1 hr 10 mins,9 ,9,589,30g,13g,129mg,603mg,42g,4g,3g,38g,5mg,226mg,5mg,615mg,4.5,81,9 servings,
19,6586857,20 mins,20 mins,40 mins,4 ,4,795,29g,16g,127mg,939mg,93g,5g,5g,43g,34mg,191mg,31mg,1231mg,4.6,391,4 servings,
20,6650591,,20 mins,20 mins,4 ,,,,,,,,,,,,,,,4.3,591,4 servings,
21,6597618,20 mins,20 mins,40 mins,6 ,6,1019,66g,40g,479mg,1549mg,42g,2g,8g,66g,10mg,959mg,4mg,854mg,3.8,16,6 servings,
22,6739183,15 mins,20 mins,35 mins,4 ,4,529,8g,2g,12mg,702mg,98g,6g,12g,22g,18mg,128mg,6mg,723mg,4.4,549,4 to 6 servings,
23,6591985,15 mins,15 mins,30 mins,4 ,4,601,38g,23g,210mg,403mg,44g,3g,3g,23g,6mg,73mg,4mg,448mg,4.5,"1,130",4 servings,
24,6585222,15 mins,20 mins,35 mins,4 ,4,603,25g,10g,345mg,846mg,57g,2g,3g,33g,6mg,76mg,6mg,371mg,4.6,5,4 servings,
25,6605586,15 mins,20 mins,35 mins,8 ,8,395,18g,9g,133mg,450mg,42g,2g,2g,18g,3mg,144mg,2mg,219mg,4.2,167,,
26,6579285,,,,5 ,5,579,33g,9g,91mg,115mg,60g,6g,5g,12g,8mg,50mg,4mg,339mg,4.3,204,4 to 6 servings,
27,6586681,20 mins,15 mins,35 mins,2 ,2,1230,67g,33g,417mg,306mg,104g,5g,7g,39g,40mg,300mg,5mg,746mg,4.5,30,2 servings,
28,6737513,15 mins,25 mins,40 mins,4 ,4,484,18g,8g,204mg,441mg,48g,4g,2g,32g,29mg,110mg,5mg,418mg,4.6,"1,781",4 servings,
29,6582824,10 mins,20 mins,30 mins,5 ,5,624,24g,8g,76mg,185mg,71g,3g,3g,32g,19mg,118mg,24mg,657mg,4.5,129,5 servings,
30,6568884,5 mins,15 mins,20 mins,2 ,2,1175,57g,25g,406mg,959mg,107g,5g,4g,59g,12mg,335mg,6mg,756mg,4.8,55,2 servings,
31,6580089,15 mins,43 mins,58 mins,12 ,12,323,10g,5g,63mg,76mg,32g,2g,1g,21g,17mg,77mg,19mg,522mg,4.4,94,12 servings,
32,6663735,30 mins,30 mins, 1 hr,6 ,6,573,20g,8g,283mg,673mg,58g,3g,4g,38g,46mg,86mg,10mg,502mg,4.6,117,6 servings,
33,6600918,15 mins,15 mins,30 mins,5 ,5,603,20g,7g,168mg,763mg,75g,4g,5g,33g,12mg,238mg,6mg,466mg,4.5,557,5 servings,
34,6577892,15 mins,10 mins,25 mins,4 ,4,585,19g,8g,287mg,1158mg,66g,6g,0g,39g,25mg,297mg,7mg,445mg,5.0,4,,
35,6591268,10 mins,20 mins,30 mins,5 ,5,798,42g,13g,84mg,1437mg,74g,5g,7g,32g,42mg,65mg,4mg,459mg,4.4,60,,
36,6590867,15 mins,30 mins,45 mins,8 ,8,361,9g,3g,31mg,799mg,44g,3g,1g,21g,4mg,156mg,4mg,382mg,4.2,281,8 servings,
37,6581695,15 mins,20 mins,35 mins,6 ,6,275,13g,3g,10mg,141mg,32g,3g,2g,10g,53mg,146mg,2mg,279mg,4.4,32,,
38,6576268,15 mins,30 mins,45 mins,8 ,8,599,26g,9g,203mg,638mg,51g,4g,4g,38g,11mg,422mg,6mg,494mg,4.7,40,8 servings,
39,6573295,15 mins,40 mins,55 mins,6 ,6,520,16g,4g,125mg,231mg,62g,4g,6g,27g,17mg,75mg,5mg,606mg,4.6,432,6 servings,
40,6585165,25 mins,24 mins,49 mins,6 ,6,485,12g,3g,46mg,688mg,66g,4g,4g,25g,9mg,61mg,3mg,492mg,4.8,5,,
41,6588830,15 mins,20 mins,35 mins,2 ,2,577,18g,6g,25mg,194mg,87g,4g,6g,20g,2mg,71mg,4mg,367mg,4.5,45,,
42,6599843,5 mins,20 mins,25 mins,5 ,5,457,6g,1g,50mg,114mg,70g,3g,3g,31g,18mg,92mg,23mg,661mg,4.3,111,,
43,6599382,20 mins,30 mins,50 mins,6 ,6,974,71g,43g,268mg,441mg,62g,4g,4g,27g,42mg,191mg,3mg,459mg,4.5,35,,
44,6587250,15 mins,45 mins, 1 hr,8 ,8,364,9g,1g,64mg,849mg,51g,4g,6g,22g,21mg,100mg,7mg,661mg,5.0,7,,
45,6603511,15 mins,15 mins,30 mins,4 ,4,461,30g,11g,64mg,385mg,29g,3g,4g,20g,29mg,179mg,3mg,724mg,4.4,64,,
46,6593003,15 mins,20 mins,35 mins,4 ,4,613,12g,3g,8mg,1685mg,104g,11g,4g,23g,41mg,211mg,23mg,962mg,4.6,17,,
47,6605845,20 mins,20 mins,40 mins,8 ,8,481,20g,4g,7mg,236mg,57g,8g,4g,14g,27mg,212mg,4mg,741mg,4.6,10,,
48,6601425,15 mins,25 mins,45 mins,6 ,6,646,36g,19g,154mg,1062mg,48g,3g,4g,35g,3mg,168mg,4mg,740mg,4.7,3,,5 mins
49,6600076,15 mins,25 mins,40 mins,8 ,8,400,14g,6g,44mg,666mg,49g,2g,6g,20g,7mg,178mg,2mg,325mg,4.3,59,8 servings,
50,6590271,5 mins,15 mins,20 mins,6 ,6,393,11g,3g,8mg,147mg,61g,6g,2g,13g,93mg,91mg,3mg,351mg,4.2,127,,
51,6595319,15 mins,20 mins,40 mins,4 ,4,625,27g,8g,111mg,911mg,51g,5g,5g,45g,17mg,145mg,6mg,487mg,4.5,234,4 servings,5 mins
52,6574436,20 mins,10 mins,30 mins,2 ,2,992,62g,35g,173mg,656mg,86g,4g,4g,27g,1mg,294mg,4mg,330mg,4.5,54,2 servings,
53,6576457,10 mins,20 mins,30 mins,6 ,6,550,19g,11g,125mg,566mg,49g,3g,3g,45g,4mg,82mg,3mg,673mg,4.1,74,,
54,6581603,5 mins,25 mins,30 mins,5 ,5,412,28g,17g,131mg,256mg,33g,2g,0g,8g,4mg,47mg,2mg,174mg,4.4,207,,
55,6575239,30 mins,40 mins, 1 hr 10 mins,8 ,8,684,15g,4g,187mg,1440mg,76g,7g,19g,52g,20mg,181mg,17mg,1440mg,4.0,1,8 servings,
56,6605762,,,,8 ,8,530,27g,10g,136mg,413mg,45g,2g,2g,27g,7mg,62mg,4mg,434mg,4.6,200,8 servings,
57,6599341,20 mins,15 mins,35 mins,4 ,4,438,14g,5g,27mg,557mg,51g,4g,6g,18g,78mg,93mg,3mg,443mg,4.3,223,,
58,6599123,15 mins,50 mins, 1 hr 5 mins,6 ,6,347,10g,4g,28mg,504mg,49g,10g,3g,18g,37mg,233mg,1mg,517mg,5.0,8,6 servings,
59,6571019,20 mins,25 mins,45 mins,4 ,4,512,23g,4g,35mg,540mg,54g,5g,4g,26g,44mg,177mg,4mg,448mg,4.5,143,4 servings,
60,6587736,25 mins,25 mins,50 mins,4 ,4,594,32g,13g,47mg,1307mg,59g,8g,3g,20g,25mg,328mg,4mg,569mg,4.6,53,,
61,6585867,,,,8 ,8,418,11g,3g,69mg,243mg,52g,3g,8g,28g,29mg,169mg,3mg,654mg,3.8,45,8 servings,
62,6606348,5 mins,20 mins,55 mins,6 ,6,365,17g,3g,,504mg,46g,3g,4g,11g,1mg,35mg,2mg,211mg,4.5,2,6 servings,30 mins
