,id_recipe,name,Prep Time:,Cook Time:,Total Time:,Servings:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Additional Time:,Yield:
0,6574895,Chilaquiles with Spicy Salsa,15 mins,20 mins,34 mins,4 ,4,329,12g,3g,164mg,221mg,36g,2g,4g,13g,23mg,113mg,1mg,307mg,4.7,3,,
1,6598424,Chilaquiles Rojos,30 mins,45 mins, 1 hr 20 mins,10 ,10,601,38g,15g,100mg,900mg,38g,4g,3g,30g,11mg,396mg,3mg,489mg,4.5,8,5 mins,
2,6650337,Chicken Chilaquiles Verdes,15 mins, 6 hrs 10 mins, 6 hrs 25 mins,4 ,4,374,17g,6g,52mg,797mg,36g,4g,,19g,,,,370mg,4.5,2,,
3,6591605,Chilaquiles,15 mins,30 mins,45 mins,10 ,10,279,11g,3g,117mg,677mg,36g,5g,2g,10g,0mg,123mg,2mg,196mg,4.5,131,,
4,6596361,Chilaquiles Scramble,20 mins,20 mins,40 mins,4 ,4,428,32g,9g,253mg,616mg,24g,5g,4g,15g,13mg,207mg,2mg,587mg,3.7,3,,
5,6586983,Quick Black Bean Chilaquiles,10 mins,20 mins,30 mins,6 ,6,358,18g,4g,193mg,963mg,35g,10g,5g,17g,9mg,174mg,3mg,807mg,4.4,32,,6 servings
6,6572587,Super Easy Chilaquiles,5 mins,15 mins,20 mins,2 ,2,1074,74g,22g,629mg,1519mg,65g,10g,6g,42g,3mg,565mg,5mg,809mg,5.0,1,,2 servings
7,6579725,Easy Chilaquiles,10 mins,9 mins,19 mins,4 ,4,505,36g,11g,353mg,517mg,26g,3g,1g,21g,,300mg,3mg,238mg,5.0,4,,4 servings
8,6573116,Chicken Chilaquiles Casserole,,,,4 ,4,474,11g,4g,101mg,341mg,52g,9g,10g,44g,61mg,222mg,4mg,975mg,4.4,9,,4 servings
9,6576749,Chicken Chilaquiles,15 mins,30 mins,45 mins,8 ,8,388,26g,12g,71mg,430mg,21g,3g,1g,19g,8mg,285mg,1mg,371mg,4.5,113,,
10,6588635,Breakfast Chilaquiles,10 mins,10 mins,20 mins,2 ,2,373,23g,8g,480mg,605mg,19g,3g,2g,22g,7mg,213mg,4mg,502mg,4.5,10,,
11,6578269,Chilaquiles III,15 mins,30 mins,45 mins,4 ,4,205,12g,3g,279mg,119mg,15g,2g,2g,11g,5mg,67mg,2mg,225mg,4.5,34,,4 servings
12,6563471,Easy Chilaquiles Verdes,10 mins,10 mins,20 mins,4 ,4,216,9g,5g,30mg,342mg,27g,3g,4g,7g,1mg,123mg,1mg,136mg,,,,4 servings
13,6587969,Easy Microwave Chilaquiles,15 mins,2 mins,17 mins,4 ,4,950,74g,39g,180mg,858mg,47g,4g,1g,28g,10mg,813mg,2mg,500mg,4.5,12,,4 servings
14,6568493,Pulled Pork Chilaquiles,15 mins,10 mins,25 mins,4 ,4,841,48g,23g,174mg,1968mg,52g,3g,4g,49g,2mg,608mg,2mg,223mg,5.0,2,,4 servings
15,6572982,Verde Chilaquiles,30 mins,46 mins, 3 hrs 16 mins,6 ,6,384,21g,4g,48mg,354mg,30g,4g,3g,21g,9mg,129mg,2mg,377mg,4.3,3, 2 hrs,6 servings
16,6564428,Jalisco-Style Chilaquiles,15 mins,25 mins,40 mins,4 ,4,407,17g,3g,5mg,133mg,60g,12g,4g,10g,17mg,155mg,3mg,755mg,,,,4 servings
17,6590186,Jollyrogers' Chilaquiles,25 mins,35 mins, 1 hr,8 ,8,414,27g,8g,38mg,1514mg,32g,5g,6g,14g,17mg,165mg,3mg,545mg,4.4,21,,8 servings
18,6562126,Turkey Chilaquiles,15 mins,15 mins,30 mins,6 ,6,423,22g,9g,76mg,1788mg,32g,5g,8g,28g,51mg,327mg,3mg,862mg,,,,6 servings
