,id_recipe,Prep Time:,Cook Time:,Total Time:,Servings:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Additional Time:,Yield:
0,6738552,15 mins,15 mins,30 mins,12 ,12,273,24g,8g,35mg,543mg,7g,2g,3g,8g,45mg,153mg,1mg,235mg,4.6,"1,703",,
1,6583645,20 mins,,20 mins,8 ,8,231,14g,2g,5mg,95mg,28g,2g,20g,3g,39mg,35mg,1mg,318mg,4.7,78,,
2,6738036,15 mins,,45 mins,6 ,6,562,34g,4g,,356mg,52g,8g,22g,17g,9mg,74mg,3mg,428mg,4.6,465,30 mins,
3,6573145,20 mins,10 mins, 2 hrs 30 mins,8 ,8,327,29g,5g,21mg,382mg,13g,2g,8g,6g,40mg,32mg,1mg,279mg,4.9,93, 2 hrs,
4,6741721,10 mins,10 mins,20 mins,8 ,8,314,25g,4g,18mg,355mg,19g,3g,11g,6g,101mg,58mg,1mg,418mg,4.8,81,,
5,6738083,10 mins,15 mins,25 mins,8 ,8,419,34g,8g,39mg,636mg,20g,4g,13g,10g,68mg,48mg,2mg,521mg,4.8,223,,
6,6574468,15 mins,10 mins, 1 hr 25 mins,12 ,12,330,24g,4g,21mg,408mg,25g,2g,18g,8g,40mg,37mg,1mg,368mg,4.9,88, 1 hr,
7,6739187,10 mins,10 mins,20 mins,8 ,8,400,33g,8g,177mg,453mg,16g,1g,14g,11g,16mg,130mg,1mg,173mg,4.6,297,,
8,6649474,20 mins,10 mins,30 mins,12 ,12,385,27g,4g,14mg,284mg,32g,5g,19g,10g,91mg,75mg,2mg,633mg,4.8,54,,12 servings
9,6739636,15 mins,5 mins,50 mins,4 ,4,223,19g,3g,,73mg,13g,5g,3g,5g,156mg,85mg,1mg,558mg,4.1,76,30 mins,4 servings
10,6592523,20 mins,15 mins, 2 hrs 35 mins,8 ,8,512,38g,7g,31mg,735mg,34g,4g,21g,13g,102mg,71mg,2mg,638mg,4.7,48, 2 hrs,8 servings
11,6739145,15 mins,15 mins,30 mins,6 ,6,559,48g,8g,31mg,584mg,24g,4g,14g,13g,46mg,55mg,2mg,505mg,4.8,"1,738",,6 servings
12,6572252,15 mins,, 1 hr 15 mins,10 ,10,341,29g,4g,28mg,266mg,13g,3g,7g,11g,65mg,56mg,1mg,365mg,4.7,43, 1 hr,10 servings
13,6604653,15 mins,10 mins,25 mins,6 ,6,306,23g,6g,32mg,527mg,15g,2g,10g,11g,68mg,187mg,1mg,335mg,4.9,43,,6 servings
14,6597087,10 mins,20 mins,30 mins,12 ,12,322,16g,4g,20mg,341mg,39g,4g,18g,9g,68mg,100mg,1mg,372mg,4.6,703,,12 servings
15,6587981,20 mins,10 mins,40 mins,24 ,24,354,29g,6g,20mg,324mg,21g,1g,9g,6g,42mg,40mg,1mg,320mg,5.0,1,10 mins,
16,6595416,15 mins,15 mins,30 mins,8 ,8,542,48g,12g,49mg,646mg,22g,2g,17g,8g,41mg,36mg,1mg,330mg,4.7,202,,
