,id_recipe,Prep Time:,Cook Time:,Total Time:,Servings:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Yield:,Additional Time:
0,7968859,20 mins, 1 hr 20 mins, 1 hr 40 mins,6 ,6,374,23g,6g,76mg,704mg,20g,5g,5g,26g,28mg,74mg,3mg,870mg,5.0,3,,
1,6664679, 1 hr, 2 hrs 40 mins, 3 hrs 40 mins,20 ,20,283,17g,6g,143mg,853mg,12g,2g,3g,21g,19mg,81mg,3mg,428mg,4.9,"1,231",20 servings,
2,6648529,45 mins, 2 hrs 30 mins, 3 hrs 15 mins,10 ,10,480,40g,9g,56mg,1183mg,15g,1g,2g,16g,15mg,26mg,2mg,262mg,4.7,639,,
3,6571021,15 mins, 6 hrs 5 mins, 6 hrs 20 mins,8 ,8,282,7g,2g,119mg,562mg,32g,2g,5g,22g,23mg,76mg,4mg,480mg,4.6,90,,
4,6596071,20 mins, 1 hr 12 mins, 1 hr 32 mins,8 ,8,568,45g,8g,122mg,1070mg,19g,2g,3g,21g,16mg,43mg,3mg,334mg,4.5,32,8 servings,
5,6648992,20 mins,45 mins, 1 hr 5 mins,6 ,6,486,29g,9g,99mg,848mg,36g,3g,3g,18g,48mg,52mg,3mg,309mg,4.7,61,,
6,6578787,20 mins,35 mins, 1 hr,6 ,6,538,40g,9g,96mg,1383mg,17g,2g,4g,27g,25mg,59mg,3mg,512mg,4.3,16,,5 mins
7,6605392,15 mins, 2 hrs, 2 hrs 15 mins,6 ,6,394,21g,3g,230mg,270mg,18g,6g,5g,35g,53mg,226mg,5mg,942mg,4.2,154,6 servings,
8,6572913,15 mins, 1 hr, 1 hr 15 mins,8 ,8,105,6g,1g,,542mg,12g,3g,6g,3g,26mg,55mg,2mg,480mg,4.1,60,8 servings,
9,6739143,15 mins, 1 hr 20 mins, 1 hr 45 mins,8 ,8,357,24g,3g,106mg,1398mg,13g,3g,5g,23g,42mg,153mg,6mg,765mg,4.5,83,8 servings,10 mins
