,id_recipe,Prep Time:,Cook Time:,Total Time:,Servings:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Yield:,Additional Time:
10,6650481,45 mins, 2 hrs 15 mins, 3 hrs,12 ,12,344,22g,10g,165mg,922mg,13g,2g,3g,24g,19mg,82mg,3mg,444mg,4.7,103,12 servings,
11,6580814,20 mins, 3 hrs 15 mins, 3 hrs 55 mins,10 ,10,437,32g,9g,67mg,835mg,15g,3g,3g,21g,28mg,75mg,4mg,451mg,4.6,50,10 servings,20 mins
12,6602416,25 mins, 8 hrs 50 mins, 9 hrs 25 mins,8 ,8,418,24g,3g,142mg,951mg,24g,7g,10g,29g,61mg,224mg,8mg,1102mg,4.4,11,8 servings,10 mins
13,6588553,10 mins, 3 hrs 10 mins, 3 hrs 20 mins,8 ,8,782,61g,16g,157mg,1419mg,19g,5g,4g,40g,41mg,137mg,4mg,776mg,4.6,343,8 servings,
14,6600103,25 mins,55 mins, 1 hr 20 mins,8 ,8,377,18g,5g,138mg,1409mg,23g,4g,8g,31g,63mg,110mg,5mg,797mg,4.8,58,8 servings,
15,6582717,25 mins, 1 hr 30 mins, 1 hr 55 mins,8 ,8,344,20g,4g,159mg,1130mg,15g,3g,3g,25g,31mg,112mg,4mg,676mg,4.2,18,8 servings,
16,6588329,20 mins, 6 hrs 20 mins, 6 hrs 40 mins,6 ,6,447,33g,9g,65mg,1083mg,13g,2g,3g,24g,21mg,69mg,2mg,461mg,4.4,54,6 servings,
17,6599157,15 mins,45 mins, 1 hr,6 ,6,137,9g,2g,1mg,735mg,12g,2g,3g,2g,23mg,30mg,1mg,200mg,4.4,537,6 servings,
18,6737082, 1 hr, 1 hr, 2 hrs,10 ,10,437,29g,5g,105mg,2052mg,19g,2g,3g,22g,18mg,63mg,3mg,463mg,4.7,807,10 servings,
19,6570099,15 mins, 2 hrs 10 mins, 2 hrs 25 mins,12 ,12,432,30g,9g,74mg,506mg,23g,2g,3g,17g,16mg,53mg,3mg,335mg,4.7,32,,
20,6577212,10 mins, 3 hrs 20 mins, 3 hrs 30 mins,8 ,8,116,1g,0g,9mg,70mg,21g,2g,3g,8g,8mg,45mg,1mg,284mg,4.0,30,,
21,6580240,15 mins,55 mins, 1 hr 10 mins,8 ,8,272,3g,1g,,870mg,49g,10g,3g,13g,26mg,88mg,4mg,623mg,4.4,541,,
22,6595761,30 mins, 3 hrs 30 mins, 4 hrs,10 ,10,421,27g,12g,147mg,1048mg,15g,3g,5g,30g,25mg,134mg,4mg,756mg,4.6,151,,
23,6739345,30 mins, 6 hrs 20 mins, 6 hrs 50 mins,8 ,8,485,27g,9g,221mg,717mg,22g,3g,2g,37g,27mg,97mg,5mg,628mg,4.7,30,,
24,6572283,45 mins, 3 hrs 15 mins, 5 hrs,15 ,15,825,58g,12g,130mg,1206mg,32g,1g,3g,42g,15mg,54mg,3mg,569mg,4.5,17,, 1 hr
25,6604173, 1 hr 30 mins, 2 hrs 30 mins, 4 hrs,20 ,20,333,18g,5g,204mg,999mg,7g,1g,2g,33g,14mg,75mg,4mg,504mg,4.6,59,,
26,6739603,35 mins, 1 hr 50 mins, 2 hrs 25 mins,6 ,6,758,54g,18g,149mg,3146mg,26g,3g,6g,41g,32mg,81mg,4mg,721mg,4.7,11,,
27,6584606,30 mins, 3 hrs 40 mins, 4 hrs 10 mins,10 ,10,208,10g,6g,128mg,666mg,16g,4g,6g,14g,25mg,74mg,2mg,317mg,5.0,2,10 servings,
28,6592115,30 mins,30 mins, 1 hr 10 mins,4 ,4,424,11g,6g,149mg,2112mg,46g,2g,3g,31g,30mg,79mg,5mg,644mg,5.0,1,4 servings,10 mins
29,6569051,30 mins, 6 hrs 15 mins, 6 hrs 45 mins,10 ,10,134,4g,1g,59mg,273mg,16g,5g,3g,12g,36mg,48mg,2mg,288mg,4.7,15,10 servings,
30,6605401,30 mins,33 mins, 1 hr 3 mins,9 ,9,310,14g,2g,156mg,887mg,25g,2g,2g,20g,47mg,95mg,6mg,409mg,4.8,13,9 servings,
31,6594114,30 mins, 2 hrs 15 mins, 2 hrs 45 mins,8 ,8,837,52g,13g,328mg,823mg,19g,2g,3g,69g,18mg,117mg,6mg,738mg,4.6,137,8 servings,
32,6583890,20 mins, 2 hrs 20 mins, 2 hrs 40 mins,12 ,12,438,33g,8g,72mg,788mg,12g,2g,1g,22g,10mg,29mg,2mg,297mg,4.5,6,12 servings,
33,6583766,25 mins,45 mins, 1 hr 10 mins,6 ,6,431,19g,6g,162mg,1842mg,35g,3g,8g,29g,33mg,103mg,6mg,691mg,3.0,1,6 servings,
34,6584936,20 mins, 2 hrs 45 mins, 3 hrs 5 mins,8 ,8,604,41g,10g,91mg,1925mg,29g,2g,3g,28g,18mg,55mg,3mg,446mg,4.7,3,8 servings,
35,6582464,20 mins, 1 hr 45 mins, 6 hrs 5 mins,20 ,20,482,11g,4g,248mg,939mg,10g,2g,2g,82g,6mg,70mg,7mg,923mg,5.0,2,20 cups, 4 hrs
36,6563623,15 mins,30 mins,45 mins,8 ,8,436,25g,9g,78mg,862mg,25g,4g,5g,26g,56mg,99mg,4mg,488mg,,,8 servings,
37,6592026,30 mins, 5 hrs, 5 hrs 30 mins,20 ,20,205,9g,1g,14mg,353mg,23g,4g,5g,11g,22mg,46mg,2mg,502mg,4.4,102,20 servings,
38,6588430,20 mins, 1 hr 30 mins, 1 hr 50 mins,7 ,7,490,24g,4g,440mg,336mg,36g,4g,5g,33g,53mg,137mg,6mg,668mg,4.6,12,6 to 8 - servings,
39,6596154,30 mins, 2 hrs, 2 hrs 30 mins,10 ,10,211,10g,1g,,949mg,27g,8g,7g,6g,40mg,124mg,3mg,539mg,4.4,16,10 servings,
40,6576658,15 mins, 4 hrs 40 mins, 4 hrs 55 mins,12 ,12,241,10g,7g,81mg,869mg,18g,6g,5g,19g,7mg,57mg,4mg,383mg,4.6,19,12 servings,
41,6564663,20 mins, 3 hrs 15 mins, 3 hrs 35 mins,8 ,8,420,21g,2g,109mg,498mg,37g,4g,3g,21g,31mg,131mg,5mg,451mg,,,8 servings,
42,6566740,20 mins,30 mins,50 mins,4 ,4,500,24g,9g,102mg,1800mg,35g,3g,3g,34g,45mg,78mg,3mg,505mg,4.0,1,4 servings,
43,6579151,30 mins, 1 hr 15 mins, 1 hr 45 mins,6 ,6,380,13g,4g,150mg,1427mg,25g,4g,6g,40g,30mg,89mg,6mg,804mg,4.4,12,6 servings,
44,6649940,45 mins, 1 hr 15 mins, 2 hrs,12 ,12,232,7g,4g,15mg,1283mg,39g,8g,6g,8g,202mg,386mg,5mg,955mg,5.0,1,12 cups,
45,6588776,45 mins, 1 hr 15 mins, 2 hrs,8 ,8,268,12g,1g,,886mg,36g,9g,8g,7g,55mg,106mg,2mg,679mg,3.9,13,8 servings,
46,6604225,30 mins, 3 hrs, 3 hrs 30 mins,24 ,24,568,32g,12g,89mg,2026mg,36g,7g,3g,35g,42mg,148mg,4mg,947mg,5.0,5,24 servings,
47,6604037,15 mins, 7 hrs 35 mins, 7 hrs 50 mins,8 ,8,112,1g,0g,86mg,162mg,12g,3g,5g,13g,19mg,121mg,3mg,464mg,4.8,33,2 quarts,
48,6595119,20 mins,25 mins,45 mins,6 ,6,404,24g,8g,78mg,1671mg,23g,3g,7g,24g,34mg,27mg,2mg,388mg,,,6 servings,
