,id_recipe,Prep Time:,Cook Time:,Total Time:,Servings:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Additional Time:,Yield:
0,7253573,13 mins,45 mins,58 mins,5 servings,5,368,23g,9g,41mg,552mg,32g,3g,4g,10g,37mg,257mg,2mg,792mg,,,,
1,7110075,20 mins,20 mins,40 mins,6 ,6,354,19g,12g,52mg,1106mg,42g,3g,,6g,,,,991mg,4.1,9,,
2,7094190,10 mins,20 mins,30 mins,4 ,4,233,6g,4g,17mg,61mg,40g,5g,,5g,,,,980mg,,,,
3,6752518,20 mins,15 mins,35 mins,6 ,6,529,37g,23g,92mg,2242mg,46g,4g,,8g,,,,143mg,4.0,4,,
4,6664765,15 mins,20 mins,35 mins,4 ,4,257,7g,5g,20mg,76mg,44g,4g,5g,6g,15mg,89mg,1mg,763mg,4.6,618,,
5,6649781,20 mins,25 mins,45 mins,4 ,4,333,13g,8g,34mg,30mg,50g,6g,4g,7g,55mg,71mg,2mg,1212mg,4.8,"1,045",,
6,6739624,10 mins, 1 hr 10 mins, 2 hrs 5 mins,12 ,12,245,9g,6g,25mg,370mg,36g,3g,1g,6g,0mg,46mg,0mg,62mg,4.7,473,45 mins,
7,6663879,10 mins,25 mins,35 mins,4 ,4,481,13g,8g,33mg,145mg,84g,9g,6g,11g,38mg,101mg,4mg,2135mg,4.5,223,,
8,7092657,10 mins,10 mins,20 mins,6 ,6,179,5g,2g,39mg,458mg,28g,1g,,4g,,,,226mg,,,,6 mashed potato cakes
9,6744706,10 mins,20 mins,30 mins,6 ,6,213,7g,4g,19mg,367mg,35g,3g,,5g,,,,27mg,,,,
10,6664539,15 mins,25 mins,40 mins,8 ,8,493,35g,21g,90mg,421mg,33g,4g,2g,14g,34mg,295mg,2mg,855mg,4.4,26,,
