,id_recipe,Prep Time:,Cook Time:,Total Time:,Servings:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Yield:,Additional Time:
19,6573512,20 mins, 6 hrs, 6 hrs 20 mins,6 ,6,359,10g,4g,65mg,381mg,32g,7g,6g,35g,16mg,61mg,4mg,868mg,4.4,71,,
20,6592752,5 mins,45 mins,50 mins,6 ,6,144,7g,4g,19mg,573mg,16g,3g,7g,7g,11mg,95mg,1mg,606mg,4.7,81,,
21,6585225,10 mins,20 mins,30 mins,4 ,4,137,8g,3g,12mg,529mg,9g,2g,5g,6g,10mg,81mg,1mg,517mg,4.4,56,,
22,6594778,,,,6 ,6,192,2g,0g,43mg,630mg,20g,4g,5g,24g,38mg,75mg,2mg,752mg,4.3,102,6 servings,
23,6591282,20 mins, 1 hr 10 mins, 1 hr 30 mins,8 ,8,265,9g,2g,,107mg,33g,10g,4g,14g,4mg,41mg,4mg,637mg,4.4,109,8 servings,
24,6570710,10 mins,10 mins,20 mins,2 ,2,100,4g,1g,4mg,1326mg,5g,1g,1g,11g,2mg,40mg,1mg,578mg,4.7,25,,
25,6597415,20 mins,15 mins,35 mins,4 ,4,297,24g,15g,70mg,574mg,16g,3g,5g,7g,7mg,102mg,2mg,496mg,4.6,226,,
26,6600197,15 mins,40 mins,55 mins,6 ,6,243,6g,1g,,403mg,39g,3g,5g,7g,6mg,49mg,3mg,685mg,4.6,7,6 servings,
27,6603194,20 mins,30 mins,50 mins,4 ,4,378,27g,15g,84mg,819mg,18g,2g,5g,17g,13mg,200mg,2mg,552mg,4.6,19,4 servings,
28,6588733,10 mins,20 mins,30 mins,8 ,8,208,17g,11g,60mg,955mg,10g,1g,2g,3g,2mg,26mg,1mg,221mg,4.5,88,8 servings,
29,6579758,15 mins,45 mins, 1 hr,4 ,4,428,26g,19g,,1198mg,48g,5g,8g,11g,11mg,82mg,6mg,1126mg,4.9,12,4 servings,
30,6575532,10 mins,35 mins,45 mins,2 ,2,702,15g,3g,93mg,4139mg,123g,10g,10g,16g,19mg,133mg,26mg,364mg,4.5,6,2 servings,
31,6580321,35 mins,35 mins, 1 hr 30 mins,8 ,8,311,7g,4g,14mg,799mg,51g,12g,11g,13g,43mg,138mg,5mg,1317mg,4.8,5,8 servings,20 mins
32,6600742,20 mins,30 mins,50 mins,4 ,4,230,5g,1g,,1929mg,40g,8g,11g,9g,69mg,125mg,3mg,1195mg,5.0,1,6 cups,
33,6649576,15 mins,45 mins, 1 hr,6 ,6,347,25g,16g,81mg,952mg,20g,2g,,7g,,,,234mg,5.0,1,6 servings,
34,6602916,10 mins,30 mins,40 mins,4 ,4,457,40g,33g,,913mg,24g,4g,4g,6g,5mg,65mg,7mg,492mg,4.7,9,4 servings,
35,6586605,,,,50 ,50,102,5g,1g,,350mg,14g,3g,3g,3g,10mg,29mg,1mg,283mg,4.3,25,50 plus servings,
36,6578338,15 mins, 6 hrs, 14 hrs 15 mins,8 ,8,416,19g,7g,74mg,993mg,34g,6g,0g,29g,10mg,63mg,5mg,1559mg,4.4,27,4 quarts, 8 hrs
37,6739375,10 mins,35 mins,45 mins,2 ,2,188,5g,2g,15mg,325mg,27g,3g,6g,10g,19mg,99mg,1mg,690mg,4.2,25,2 servings,
38,6579061,20 mins,50 mins, 1 hr 10 mins,10 ,10,90,4g,2g,9mg,117mg,12g,2g,4g,4g,11mg,44mg,2mg,470mg,4.6,30,10 servings,
39,6601713,10 mins,40 mins,55 mins,4 ,4,214,8g,1g,,560mg,26g,7g,9g,8g,52mg,48mg,5mg,303mg,4.5,2,4 cups,5 mins
40,6575561,15 mins,35 mins,50 mins,4 ,4,350,13g,5g,18mg,957mg,49g,3g,4g,6g,4mg,38mg,3mg,537mg,5.0,2,4 servings,
41,6577286,20 mins,36 mins,56 mins,8 ,8,260,23g,12g,55mg,863mg,11g,2g,3g,4g,6mg,33mg,1mg,529mg,4.8,9,8 servings,
42,6596618,15 mins, 1 hr 20 mins, 1 hr 35 mins,6 ,6,163,6g,1g,,353mg,20g,4g,8g,9g,22mg,50mg,2mg,655mg,4.7,18,6 servings,
43,6586123,10 mins,15 mins,25 mins,6 ,6,186,8g,5g,26mg,529mg,18g,2g,12g,11g,30mg,324mg,1mg,638mg,3.3,3,6 servings,
44,6583484,20 mins, 1 hr 20 mins, 1 hr 50 mins,6 ,6,273,9g,1g,,872mg,44g,5g,20g,7g,10mg,68mg,10mg,855mg,4.8,18,6 servings,10 mins
45,6584208,15 mins,25 mins,40 mins,8 ,8,119,3g,2g,11mg,490mg,15g,2g,2g,7g,2mg,14mg,1mg,93mg,4.0,1,8 servings,
46,6574098,5 mins,15 mins,20 mins,2 ,2,348,25g,12g,42mg,1149mg,23g,2g,11g,9g,8mg,200mg,2mg,388mg,4.1,13,2 to 3 - servings,
47,6596157,10 mins,35 mins,45 mins,8 ,8,103,4g,2g,11mg,232mg,11g,2g,8g,7g,6mg,211mg,1mg,511mg,3.5,6,8 (1 cup) servings,
48,6581002,10 mins,45 mins, 1 hr 15 mins,8 ,8,251,26g,19g,,82mg,5g,2g,1g,3g,5mg,33mg,4mg,352mg,3.9,13,8 servings,20 mins
49,6588026,20 mins,25 mins,45 mins,4 ,4,327,11g,4g,108mg,1412mg,45g,3g,5g,13g,19mg,124mg,5mg,581mg,4.0,1,4 servings,
50,6585913,20 mins, 8 hrs, 8 hrs 20 mins,6 ,6,271,10g,2g,3mg,1092mg,39g,8g,6g,10g,5mg,96mg,3mg,662mg,4.0,6,6 servings,
51,6599443,20 mins,35 mins,55 mins,6 ,6,277,4g,1g,1mg,488mg,57g,9g,5g,7g,40mg,51mg,3mg,435mg,4.1,11,6 servings,
52,6598013,10 mins,40 mins,50 mins,3 ,3,202,9g,3g,10mg,459mg,22g,3g,4g,6g,9mg,29mg,4mg,80mg,4.0,1,3 servings,
53,6572960,10 mins,25 mins,40 mins,4 ,4,227,16g,10g,53mg,1088mg,12g,3g,1g,7g,1mg,31mg,2mg,46mg,4.5,2,,5 mins
54,6599689,10 mins,15 mins,40 mins,2 ,2,256,4g,1g,173mg,944mg,35g,7g,2g,24g,29mg,91mg,4mg,793mg,,,2 servings,15 mins
55,6587534,20 mins,45 mins, 1 hr 5 mins,5 ,5,199,11g,4g,12mg,578mg,21g,4g,9g,6g,54mg,207mg,3mg,734mg,3.0,2,5 servings,
56,6565765,20 mins,30 mins,50 mins,2 ,2,279,21g,3g,1mg,645mg,15g,4g,4g,8g,17mg,14mg,3mg,637mg,,,2 servings,
57,6563430,15 mins, 1 hr 25 mins, 1 hr 40 mins,4 ,4,312,16g,7g,65mg,403mg,10g,2g,2g,27g,19mg,173mg,3mg,748mg,,,4 servings,
58,6604727,5 mins,15 mins,20 mins,4 ,4,331,16g,8g,40mg,1910mg,25g,2g,14g,22g,41mg,582mg,2mg,473mg,4.5,104,,
59,6663551,,,,11 ,11,127,6g,2g,9mg,463mg,12g,2g,8g,6g,45mg,32mg,2mg,256mg,4.5,46,10 to 12 servings,
60,6574142,5 mins,20 mins,25 mins,10 ,10,630,44g,23g,145mg,2368mg,25g,3g,15g,37g,34mg,700mg,3mg,758mg,4.4,13,10 servings,
61,6569805,20 mins,25 mins,45 mins,6 ,6,267,12g,7g,108mg,708mg,21g,3g,9g,19g,36mg,330mg,5mg,1111mg,4.2,22,6 cups,
