,id_recipe,Prep Time:,Cook Time:,Total Time:,Servings:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Yield:,Additional Time:
0,6663688,10 mins, 1 hr 25 mins, 1 hr 35 mins,6 ,6,272,23g,14g,78mg,667mg,12g,2g,5g,7g,7mg,47mg,1mg,578mg,4.7,592,,
1,6736828,20 mins,30 mins,50 mins,6 ,6,165,11g,7g,31mg,408mg,14g,3g,6g,5g,7mg,61mg,3mg,568mg,4.7,"1,329",,
2,6663976,15 mins,35 mins,50 mins,6 ,6,201,14g,8g,32mg,829mg,15g,2g,6g,8g,11mg,103mg,2mg,542mg,4.8,"2,418",,
3,6648838,15 mins,55 mins, 1 hr 10 mins,6 ,6,198,10g,1g,,28mg,24g,6g,4g,6g,5mg,27mg,1mg,468mg,4.6,284,,
4,6596632,15 mins,45 mins, 1 hr,8 ,8,81,4g,2g,8mg,561mg,10g,2g,4g,5g,7mg,32mg,1mg,496mg,4.6,233,8 cups,
5,6592927,10 mins,30 mins,55 mins,6 ,6,254,19g,12g,69mg,1341mg,15g,2g,3g,6g,4mg,46mg,2mg,443mg,4.8,51,,15 mins
6,6579296,15 mins,30 mins,45 mins,12 ,12,167,8g,5g,23mg,928mg,21g,3g,3g,5g,19mg,50mg,1mg,541mg,4.7,"1,266",12 servings,
7,6588208,15 mins, 3 hrs 10 mins, 3 hrs 25 mins,6 ,6,554,25g,9g,84mg,220mg,44g,10g,10g,38g,27mg,78mg,5mg,1149mg,4.7,127,6 servings,
8,6593772,10 mins,15 mins,25 mins,4 ,4,234,19g,12g,53mg,119mg,13g,1g,2g,4g,4mg,81mg,1mg,287mg,4.7,341,4 servings,
9,6601625,10 mins,10 mins,20 mins,4 ,4,92,3g,0g,,1406mg,12g,2g,5g,6g,2mg,109mg,2mg,93mg,4.4,36,4 servings,
10,6604331,15 mins,40 mins,55 mins,8 ,8,155,10g,6g,27mg,145mg,13g,3g,3g,5g,11mg,53mg,2mg,428mg,4.8,166,8 servings,
11,6587602,15 mins,35 mins, 1 hr,4 ,4,242,17g,10g,43mg,841mg,19g,1g,4g,5g,8mg,71mg,2mg,316mg,5.0,6,4 servings,10 mins
12,6580714,15 mins,7 mins,22 mins,6 ,6,125,9g,5g,26mg,1178mg,8g,2g,4g,5g,43mg,101mg,1mg,515mg,4.6,52,6 cups,
13,6578591,15 mins,35 mins,50 mins,6 ,6,182,8g,1g,6mg,1233mg,20g,1g,2g,7g,2mg,16mg,2mg,206mg,4.5,146,6 servings,
14,6741748,20 mins,56 mins, 1 hr 16 mins,6 ,6,443,44g,27g,154mg,1083mg,8g,1g,3g,6g,3mg,77mg,1mg,298mg,4.9,92,6 servings,
15,6583097,15 mins,20 mins,35 mins,4 ,4,663,67g,42g,225mg,753mg,13g,2g,3g,6g,6mg,107mg,1mg,176mg,4.6,70,4 servings,
16,6583698,15 mins,30 mins,45 mins,4 ,4,304,28g,12g,61mg,651mg,11g,2g,5g,5g,7mg,77mg,1mg,341mg,4.6,47,,
17,6584286,20 mins,40 mins, 1 hr,6 ,6,531,50g,30g,179mg,540mg,8g,1g,3g,15g,4mg,78mg,1mg,529mg,4.9,47,,
18,6584528,10 mins,20 mins,30 mins,20 ,20,227,15g,9g,42mg,315mg,17g,2g,8g,9g,5mg,159mg,1mg,583mg,4.8,89,20 servings,
