,id_recipe,Quantity,Unit of Measure,Ingredient
0,7775410,2,cups,all purpose flour
1,7775410,1,teaspoon,salt
2,7775410,1,teaspoon,baking powder
3,7775410,1/4,teaspoon,baking soda
4,7775410,2/3,cup,unsalted butter
5,7775410,1 1/4,cups,brown sugar
6,7775410,1/2,cup,maple syrup
7,7775410,2,large,eggs
8,7775410,2,teaspoons,vanilla extract
9,7775410,1 1/2,cups,"pecans, toasted and chopped, divided"
10,7561826,1/2,cup,"unsalted butter, melted and cooled"
11,7561826,1/2,cup,maple syrup
12,7561826,1/4,cup,dark brown sugar
13,7561826,1,large,"egg, at room temperature"
14,7561826,1,teaspoon,extract
15,7561826,1,teaspoon,vanilla extract
16,7561826,1 1/4,cups,all-purpose flour
17,7561826,1/2,teaspoon,baking soda
18,7561826,1/2,teaspoon,salt
19,7561826,1/8,teaspoon,ground cinnamon
20,7561826,1/8,teaspoon,ground nutmeg
21,6601379,3,cups,all-purpose flour
22,6601379,1,cup,unsalted butter
23,6601379,¾,cup,white sugar
24,6601379,1,large,egg
25,6601379,1,teaspoon,baking powder
26,6601379,½,teaspoon,salt
27,6746737,¾,cup,unsalted butter
28,6746737,1 ½,cups,flour
29,6746737,1,cup,rolled oats
30,6746737,⅔,cup,packed brown sugar
31,6746737,¾,teaspoon,baking powder
32,6746737,¼,teaspoon,cinnamon
33,6746737,¼,teaspoon,salt
34,6746737,1,large,egg yolk
35,6746737,1,teaspoon,vanilla extract
36,7495440,,,cooking spray
37,7495440,1,(20-ounce) can,"pineapple rings in 100% pineapple juice,"
38,7495440,15,,"maraschino cherries, or as needed, stems removed"
39,7495440,1 1/2,tablespoons,brown sugar
40,7495440,1/2,cup,"unsalted butter, melted and slightly cooled"
41,7495440,1/2,cup,white sugar
42,7495440,1/4,cup,brown sugar
43,7495440,1/2,cup,pineapple juice
44,7495440,1,tablespoon,lemon juice
45,7495440,1 1/2,teaspoons,vanilla extract
46,7495440,1 1/4,cups,all-purpose flour
47,7495440,1/2,teaspoon,salt
48,7495440,1/4,teaspoon,baking soda
