,id_recipe,Quantity,Unit of Measure,Ingredient
0,7568285,2,cups,whole milk
1,7568285,1/4,cup,white vinegar
2,7568285,2 1/2,cups,flour
3,7568285,3/4,cup,sugar
4,7568285,2,teaspoons,baking powder
5,7568285,1,teaspoon,baking soda
6,7568285,1,teaspoon,salt
7,7568285,3,large,eggs
8,7568285,1,teaspoon,vanilla extract
9,7568285,,,"1 tablespoon butter, softened, or as needed, for greasing, plus more for serving"
10,7568285,"toppings of choice, e.g. maple syrup or fruit, for serving",,"toppings of choice, e.g. maple syrup or fruit, for serving"
11,7507446,2/3,cup,sweetened condensed milk
12,7507446,1/2,cup,evaporated milk
13,7507446,1/3,cup,half and half
14,7483030,2,large,"eggs, separated"
15,7483030,2/3,cup,all-purpose flour
16,7483030,6,tablespoons,milk
17,7483030,4,teaspoons,white sugar
18,7483030,1/2,teaspoon,vanilla extract
19,7483030,1/4,teaspoon,salt
20,7483030,1/4,teaspoon,lemon juice
21,7483030,2,tablespoons,unsalted butter
22,7483030,1,teaspoon,powdered sugar
23,7112423,⅓,cup,"butter, melted and cooled"
24,7112423,⅔,cup,milk
25,7112423,2,large,eggs
26,7112423,1,(15.25 ounce) package,cake mix with candy bits (such as Pillsbury® Funfetti®)
27,7112423,½,cup,"whipped cream, or to taste (Optional)"
28,7112423,2,teaspoons,"multicolored candy sprinkles, or to taste (Optional)"
29,7092709,1 ¼,cups,all-purpose flour
30,7092709,1 ½,teaspoons,baking powder
31,7092709,1,teaspoon,ground cinnamon
32,7092709,½,teaspoon,pumpkin pie spice
33,7092709,½,teaspoon,baking soda
34,7092709,¼,teaspoon,table salt
35,7092709,1,cup,whole buttermilk
36,7092709,¼,cup,packed light brown sugar
37,7092709,1,large,egg
38,7092709,1,teaspoon,vanilla extract
39,7092709,¾,cup,finely grated carrot
40,7092709,3,tablespoons,"unsalted butter, melted, plus more for griddle"
41,7506803,2/3,cup,vanilla yogurt
42,7506803,1,tablespoon,fruit preserves
43,7506803,5,(mini),Good Old-Fashioned Pancakes
44,7506803,1,cup,mixed berries
45,7506803,1,,"maple syrup, or to taste"
46,6597803,¼,cup,raisins
47,6597803,¼,cup,rum
48,6597803,5,,eggs
49,6597803,1,cup,whole milk
50,6597803,¼,cup,white sugar
51,6597803,½,teaspoon,vanilla extract
52,6597803,,,pinch of
53,6597803,1,cup,all-purpose flour
54,6597803,2,tablespoons,butter
55,6597803,1,tablespoon,"butter, melted"
56,6597803,¼,cup,"confectioners' sugar, plus more for dusting"
57,6597803,,,apple sauce or plum preserves for serving
58,6752324,1,large,egg
59,6752324,1,tablespoon,white sugar
60,6752324,⅛,teaspoon,"ground cinnamon, or to taste"
61,6752324,1,pinch,ground ginger
62,6752324,1,pinch,nutmeg
63,6752324,¼,teaspoon,kosher salt
64,6752324,⅛,teaspoon,pure vanilla extract
65,6752324,1,cup,shredded apple
