,id_recipe,Quantity,Unit of Measure,Ingredient
0,6648342,2,cups,mashed fresh strawberries
1,6648342,2,cups,whole milk
2,6648342,2,cups,heavy cream
3,6648342,1,cup,white sugar
4,6648342,2,teaspoons,vanilla extract
5,6648342,¼,teaspoon,salt
6,6648342,2,drops,red food coloring (Optional)
7,6572638,1,quart,"fresh strawberries, hulled"
8,6572638,1 ½,cups,"heavy cream, divided"
9,6572638,¾,cup,white sugar
10,6572638,3,,egg yolks
11,6572638,3,tablespoons,light corn syrup
12,6664599,¾,cup,heavy whipping cream
13,6664599,¼,cup,sweetened condensed milk
14,6664599,1 ½,teaspoons,vanilla extract
15,6664599,⅛,teaspoon,kosher salt
16,6664572,2 ¼,cups,milk
17,6664572,1,cup,heavy whipping cream
18,6664572,¾,cup,white sugar
19,6664572,2,teaspoons,vanilla extract
20,7852324,2,pounds,"blackberries, rinsed and drained, divided"
21,7852324,1/3,cup,white sugar
22,7852324,1,teaspoon,lemon juice
23,7852324,1 (14,ounce) can,sweetened condensed milk
24,7852324,1,teaspoon,vanilla extract
25,7852324,2,cups,heavy cream
26,7554240,1 1/2,cups,
27,7554240,1,cup,heavy cream
28,7554240,1/2,cup,sugar
29,6762266,3,,"ripe avocados - halved, pitted, and peeled"
30,6762266,2,,"lemons, juiced"
31,6762266,2,,"limes, juiced"
32,6762266,1,,"lemon, zested"
33,6762266,1,,"lime, zested"
34,6762266,1,(14 ounce) can,unsweetened coconut milk
35,6762266,1,cup,"agave nectar, or more to taste"
36,6762266,¼,cup,corn syrup (Optional)
37,6573446,4,,"bananas, sliced"
38,6573446,½,cup,milk
39,6573446,½,cup,heavy whipping cream
40,6740991,½,cup,white sugar
41,6740991,1,tablespoon,cornstarch
42,6740991,½,cup,water
43,6740991,1 ¼,cups,blueberries
44,6740991,1,tablespoon,lemon juice
45,6740991,2 ¼,cups,graham cracker crumbs
46,6740991,2,tablespoons,white sugar
47,6740991,½,teaspoon,ground cinnamon
48,6740991,½,cup,"butter, melted"
49,6740991,4,cups,heavy whipping cream
50,6740991,2,cups,milk
51,6740991,1 ½,cups,white sugar
52,6740991,1,(3.5 ounce) package,instant vanilla pudding mix
53,6740991,2,teaspoons,vanilla extract
54,7487374,3,large,egg yolks
55,7487374,1 1/2,cups,"cream, divided"
56,7487374,1/2,cup,sugar
57,7487374,,2 cups,raspberries
58,7487374,2,,sugar
59,7487374,2,drops,vanilla extract
60,7487374,1,pinch,salt
61,7371979,2,tablespoons,butter
62,7371979,1 1/4,cups,shredded carrots
63,7371979,1/3,cup,brown sugar
64,7371979,1/4,teaspoon,kosher salt
65,7371979,1 1/4,teaspoons,cinnamon
66,7371979,1/2,teaspoon,ginger
67,7371979,4,ounces,cream cheese
68,7371979,1,can (14 ounces),sweetened condensed milk
69,7371979,1,teaspoon,vanilla extract
70,7371979,2 1/4,cups,heavy cream
71,7371979,1/3,cup,chopped pecans
72,7371979,1/3,cup,chopped walnuts
73,7092819,1,cup,sugar-free pumpkin spice coffee creamer (such as International Delight®)
74,7092819,½,cup,pumpkin butter
75,7092819,½,cup,whole milk
76,7092819,1,tablespoon,pumpkin syrup (such as Torani®)
77,7092819,½,teaspoon,pumpkin spice
78,6663518,1,quart,vanilla ice cream
79,6663518,3,cups,crushed cornflakes cereal
80,6663518,1,teaspoon,ground cinnamon
81,6663518,3,,egg whites
82,6663518,2,quarts,oil for frying
83,6650772,1,cup,milk
84,6650772,¾,cup,sugar
85,6650772,2,tablespoons,unsweetened cocoa powder
86,6650772,¼,teaspoon,salt
87,6650772,3,,"egg yolk, lightly beaten"
88,6650772,2,ounces,"semisweet chocolate, chopped"
89,6650772,2,cups,heavy cream
90,6650772,1,teaspoon,vanilla extract
91,6600563,4,cups,half-and-half or light cream
92,6600563,1,(14 ounce) can,EAGLE BRAND Sweetened Condensed Milk
93,6600563,2,tablespoons,vanilla extract
94,6648629,1,gallon,snow
95,6648629,1,cup,white sugar
96,6648629,1,tablespoon,vanilla extract
97,6648629,2,cups,milk
98,6648645,2,cups,milk
99,6648645,1,cup,heavy cream
100,6648645,4,,egg yolks
101,6648645,½,cup,sugar
102,6651180,1,(14 ounce) can,sweetened condensed milk
103,6651180,½,cup,cold milk
104,6651180,1,tablespoon,vanilla extract
105,6651180,⅛,teaspoon,salt
106,6651180,1,pint,heavy cream
107,6584442,2,cups,2% milk
108,6584442,2,cups,heavy cream
109,6584442,1,cup,sugar
110,6584442,1,teaspoon,vanilla extract
111,6584442,1,teaspoon,peppermint extract
112,6584442,½,teaspoon,salt
113,6584442,3,drops,green food coloring (Optional)
114,6584442,1,cup,miniature semisweet chocolate chips
115,6583308,2 ½,pounds,"fresh peaches - peeled, pitted and chopped"
116,6583308,1,pint,half-and-half cream
117,6583308,½,cup,white sugar
118,6583308,1,(14 ounce) can,sweetened condensed milk
119,6583308,1,(12 fluid ounce) can,evaporated milk
120,6583308,1,teaspoon,vanilla extract
121,6583308,2,cups,"whole milk, or as needed"
122,6593458,1,(14 ounce) can,sweetened cream of coconut
123,6593458,1,cup,milk
124,6593458,1 ½,cups,heavy cream
125,6593458,1 ½,cups,sweetened flaked coconut (Optional)
126,6575000,2,cups,heavy whipping cream
127,6575000,1 ⅛,cups,white sugar
128,6575000,1,cup,half-and-half cream
129,6575000,3,tablespoons,grated lemon zest
130,6575000,5,large,egg yolks
131,6575000,¾,cup,fresh lemon juice
132,6569588,1,(10 ounce) package,frozen sliced strawberries
133,6569588,½,cup,sugar
134,6569588,⅔,cup,heavy cream
135,6664046,1,pint,heavy whipping cream
136,6664046,1,(14 ounce) can,sweetened condensed milk
137,6579808,1,(14 ounce) can,sweetened condensed milk
138,6579808,½,cup,unsweetened cocoa powder
139,6579808,2,cups,heavy cream
140,6579808,1,cup,light cream
141,6579808,1,tablespoon,vanilla extract
142,6579808,1,cup,miniature marshmallows
143,6579808,½,cup,chopped pecans
144,6599833,2,large,eggs
145,6599833,1 ½,cups,half-and-half cream
146,6599833,1,cup,white sugar
147,6599833,1,cup,heavy cream
148,6599833,2,teaspoons,ground cinnamon
149,6599833,1,teaspoon,vanilla extract
150,6604693,1,pint,fresh blackberries
151,6604693,½,cup,white sugar
152,6604693,½,teaspoon,lemon zest
153,6604693,2,cups,heavy cream
154,6604693,½,cup,whole milk
155,6604693,1,teaspoon,vanilla extract
156,6595974,2,cups,heavy whipping cream
157,6595974,2,cups,half-and-half cream
158,6595974,¾,cup,white sugar
159,6595974,1,tablespoon,vanilla extract
160,6601961,6,large,"eggs, beaten"
161,6601961,3 ½,cups,white sugar
162,6601961,10,,"fresh peaches, pitted and chopped"
163,6601961,4,cups,heavy cream
164,6601961,2,cups,half-and-half cream
165,6601961,2,teaspoons,vanilla extract
166,6601961,¾,teaspoon,salt
167,6663672,1,tablespoon,butter
168,6663672,⅓,cup,chopped pecans
169,6663672,2,large,eggs
170,6663672,1 ½,cups,half-and-half cream
171,6663672,1,cup,brown sugar
172,6663672,½,cup,heavy cream
173,6663672,1,teaspoon,vanilla extract
174,6650238,2,,"peeled and chopped bananas, frozen"
175,6650238,½,cup,skim milk
176,6581833,1,tablespoon,"matcha green tea powder, or more to taste"
177,6581833,1,cup,whole milk
178,6581833,2,cups,heavy whipping cream
179,6581833,¾,cup,white sugar
180,6581833,2,,eggs
181,6736772,2,quarts,half-and-half
182,6736772,1 ½,cups,white sugar
183,6736772,½,pint,heavy cream
184,6736772,4,teaspoons,vanilla extract
185,6736772,1,pinch,salt
186,6664584,⅔,cup,white sugar
187,6664584,5,large,egg yolks
188,6664584,1,pinch,salt
189,6664584,2,cups,heavy cream
190,6664584,1,cup,whole milk
