,id_recipe,Quantity,Unit of Measure,Ingredient
0,6741043,1,cup,white sugar
1,6741043,½,cup,vegetable oil
2,6741043,3,,eggs
3,6741043,1,tablespoon,"anise extract, or 3 drops anise oil"
4,6741043,3 ¼,cups,all-purpose flour
5,6741043,1,tablespoon,baking powder
6,6664087,¾,cup,white sugar
7,6664087,¼,cup,light olive oil
8,6664087,2,teaspoons,vanilla extract
9,6664087,½,teaspoon,almond extract
10,6664087,2,large,eggs
11,6664087,1 ¾,cups,all-purpose flour
12,6664087,1,teaspoon,baking powder
13,6664087,¼,teaspoon,salt
14,6664087,1 ½,cups,pistachio nuts
15,6664087,½,cup,dried cranberries
16,6603503,½,cup,butter at room temperature
17,6603503,1,cup,white sugar
18,6603503,2,,eggs
19,6603503,1,tablespoon,orange zest (Optional)
20,6603503,1,teaspoon,orange extract
21,6603503,¼,teaspoon,almond extract
22,6603503,2 ¾,cups,all-purpose flour
23,6603503,1,teaspoon,baking powder
24,6603503,½,teaspoon,baking soda
25,6603503,½,teaspoon,salt
26,6603503,1,(6 ounce) package,"sweetened dried cranberries (such as Craisins®), or more to taste"
27,6586524,½,cup,"butter, softened"
28,6586524,⅔,cup,white sugar
29,6586524,¼,cup,unsweetened cocoa powder
30,6586524,2,teaspoons,baking powder
31,6586524,2,,eggs
32,6586524,1 ¾,cups,all-purpose flour
33,6586524,4,(1 ounce) squares,"white chocolate, chopped"
34,6586524,¾,cup,semisweet chocolate chips
35,6580739,12,ounces,butter
36,6580739,1 ¾,cups,white sugar
37,6580739,6,,eggs
38,6580739,1,teaspoon,anise extract
39,6580739,2,teaspoons,vanilla extract
40,6580739,6,cups,all-purpose flour
41,6580739,½,teaspoon,salt
42,6580739,2,teaspoons,baking powder
43,6580739,8,ounces,chopped almonds
44,6739184,2,cups,all-purpose flour
45,6739184,1,teaspoon,baking powder
46,6739184,¼,teaspoon,fine salt
47,6739184,3,tablespoons,"unsalted butter, room temperature"
48,6739184,1,cup,white sugar
49,6739184,1,tablespoon,white sugar
50,6739184,1,tablespoon,olive oil
51,6739184,2,,large eggs
52,6739184,¼,teaspoon,vanilla extract
53,6739184,¾,teaspoon,almond extract
54,6739184,½,cup,whole roasted almonds
55,6739184,½,cup,chopped roasted almonds
56,6588668,⅓,cup,vegetable oil
57,6588668,1,cup,white sugar
58,6588668,3,,eggs
59,6588668,¼,cup,molasses
60,6588668,2 ¼,cups,all-purpose flour
61,6588668,1,cup,whole wheat flour
62,6588668,1,tablespoon,baking powder
63,6588668,1 ½,tablespoons,ground ginger
64,6588668,¾,tablespoon,ground cinnamon
65,6588668,½,tablespoon,ground cloves
66,6588668,¼,teaspoon,ground nutmeg
67,6589316,2 ¼,cups,all-purpose flour
68,6589316,1,cup,white sugar
69,6589316,1,teaspoon,baking powder
70,6589316,½,teaspoon,baking soda
71,6589316,2,,egg whites
72,6589316,2,,eggs
73,6589316,1,tablespoon,vanilla extract
74,6589316,¾,cup,sliced almonds
