,id_recipe,Quantity,Unit of Measure,Ingredient
0,6738141,1,cup,milk
1,6738141,½,cup,Irish cream liqueur (eg. Bailey's®)
2,6738141,½,cup,vodka (eg. Smirnoff®)
3,6738141,1,(3.9 ounce) package,instant chocolate pudding mix
4,6565707,1,cup,milk
5,6565707,1,cup,rum cream liqueur (such as RumChata®)
6,6565707,1,(4 ounce) package,instant chocolate pudding mix
7,6565707,1,(8 ounce) container,"frozen whipped topping (such as Cool Whip®), thawed"
8,6648174,¾,cup,boiling water
9,6648174,1,(3 ounce) package,lemon-flavored gelatin mix (such as Jell-O®)
10,6648174,1,cup,vodka
11,6648174,3,,"ice cubes, or as needed"
12,6564146,¾,cup,cold milk
13,6564146,1,(3.9 ounce) package,instant chocolate pudding mix
14,6564146,½,cup,Irish cream liqueur
15,6564146,¼,cup,vodka
16,6564146,1,(8 ounce) container,"frozen whipped topping, thawed"
17,6563263,2,cups,boiling water
18,6563263,1,(6 ounce) package,fruit-flavored gelatin (such asJell-O)
19,6563263,1 ¼,cups,"vodka, chilled"
20,6563263,¾,cup,cold water
21,6563501,¾,cup,milk
22,6563501,1,(3.4 ounce) package,instant vanilla pudding mix
23,6563501,¼,cup,vodka
24,6563501,½,cup,coffee-flavored liqueur (such as Kahlua®)
25,6563501,1,(8 ounce) container,"frozen whipped topping (such as Cool Whip®), thawed"
26,6591678,1,cup,boiling water
27,6591678,1,(3 ounce) package,lime-flavored gelatin mix (such as Jell-O®)
28,6591678,⅓,cup,tequila
29,6591678,⅓,cup,triple sec
30,6591678,⅓,cup,water
31,6591678,,,"15 plastic shot glasses, or as needed"
32,6563996,1,(6 ounce) package,raspberry flavored Jell-O® mix
33,6563996,2,cups,boiling water
34,6563996,¾,cup,ice water
35,6563996,1 ¼,cups,raspberry vodka
36,6564498,1 ¾,cups,cold milk
37,6564498,2,fluid ounces,butterscotch schnapps
38,6564498,2,fluid ounces,Irish cream liqueur (such as Bailey's®)
39,6564498,1,fluid ounce,vodka
40,6564498,1,fluid ounce,coffee-flavored liqueur (such as Kahlua®)
41,6564498,1,(3.4 ounce) package,instant butterscotch pudding mix
42,6576183,¼,cup,water
43,6576183,2,(.25 ounce) packages,unflavored gelatin
44,6576183,2,cups,mango puree
45,6576183,½,cup,white sugar
46,6576183,1,tablespoon,lemon juice
47,6576183,1,cup,vodka
48,6576183,1,teaspoon,"chamoy sauce, or to taste"
49,6576183,1,teaspoon,"chile-lime seasoning (such as Tajin®), or as needed"
50,6578295,1,cup,cold milk
51,6578295,¾,cup,cake-flavored vodka (such as UV®)
52,6578295,1,(4 ounce) package,cookies and cream instant pudding mix (such as Jell-O® Oreo®)
53,6578295,1,(8 ounce) container,"frozen whipped topping (such as Cool Whip®), thawed"
54,6591331,,,cooking spray
55,6591331,,,1 brain-shaped gelatin mold
56,6591331,4,(3 ounce) packages,peach flavored Jell-O® mix
57,6591331,3,cups,boiling water
58,6591331,1,(12 fluid ounce) can,evaporated milk
59,6591331,1 ½,cups,peach schnapps
60,6591331,4,drops,blue food coloring
61,6591331,2,drops,red food coloring
62,6591331,2,teaspoons,water
63,6563404,½,cup,milk
64,6563404,½,cup,vodka (such as Smirnoff®)
65,6563404,½,cup,pineapple rum (such as Malibu®)
66,6563404,1,(3.4 ounce) package,instant coconut cream pie pudding mix
67,6563404,1,(8 ounce) container,"frozen whipped topping (such as Cool Whip®), thawed"
68,6561666,1,(3 ounce) package,cranberry-flavored gelatin mix (such as Jell-O)
69,6561666,1,(3 ounce) package,orange-flavored gelatin mix (such as Jell-O)
70,6561666,1 ½,cups,boiling water
71,6561666,6,fluid ounces,vodka
72,6561666,6,fluid ounces,peach schnapps
73,6566884,6,,graham crackers
74,6566884,2,tablespoons,melted butter
75,6566884,1,teaspoon,white sugar
76,6566884,1,(.25 ounce) package,unflavored gelatin
77,6566884,¼,,boiling water
78,6566884,1,(12 ounce) container,whipped cream cheese
79,6566884,⅓,cup,"confectioners' sugar, or more to taste"
80,6566884,½,teaspoon,vanilla extract
81,6566884,1 ½,cups,"vodka, divided"
82,6566884,½,(3 ounce) package,strawberry flavored gelatin (such as Jell-O®)
83,6566884,¼,cup,boiling water
84,6566884,3,,ice cubes
85,6580930,½,(3 ounce) package,lime-flavored gelatin mix (such as Jell-O®)
86,6580930,½,cup,boiling water
87,6580930,½,cup,Irish whiskey (such as Jameson®)
88,6580930,1,(1 ounce) package,unflavored gelatin (such as Knox®)
89,6580930,½,cup,boiling water
90,6580930,½,cup,strawberry cream liqueur (such as Baileys®)
91,6564134,½,(1 ounce) package,unflavored gelatin (such as Knox ®)
92,6564134,¼,cup,boiling water
93,6564134,¼,cup,Irish cream liqueur (such as Baileys®)
94,6564134,½,(1 ounce) package,unflavored gelatin (such as Knox ®)
95,6564134,¼,cup,"strong brewed coffee, boiling"
96,6564134,¼,cup,Irish cream liqueur (such as Baileys®)
97,6737682,1,cup,boiling water
98,6737682,½,(3 ounce) package,lemon-flavored gelatin mix (such as Jell-O®)
99,6737682,¼,cup,gin
100,6737682,1 ¾,cups,"sparkling wine, divided"
101,6737682,3,(.25 ounce) envelopes,unflavored gelatin
102,6737682,1,drop,red food coloring
103,6563666,¾,cup,milk
104,6563666,1,(3.4 ounce) package,butterscotch instant pudding mix
105,6563666,½,cup,sour apple schnapps (such as DeKuyper® Sour Apple Pucker ®)
106,6563666,2,tablespoons,butterscotch schnapps (such as DeKuyper® Buttershots®)
107,6563666,2,tablespoons,vodka
108,6563666,1,(8 ounce) container,"frozen whipped topping (such as Cool Whip®), thawed"
109,6561772,1,(3 ounce) package,instant chocolate pudding mix
110,6561772,2,cups,"cold milk, divided"
111,6561772,½,cup,Irish cream liqueur (such as Baileys®)
112,6561772,1,(8 ounce) container,"whipped topping (such as Cool Whip®), divided"
113,6561772,1,(3 ounce) package,instant strawberry pudding mix
114,6561772,½,cup,strawberries and cream liqueur (such as Baileys®)
115,6561772,1,tablespoon,"shaved dark chocolate, or to taste"
116,6739754,3,(3 ounce) packages,lime-flavored gelatin mix (such as Jell-O®)
117,6739754,1,(3 ounce) package,lemon-flavored gelatin mix (such as Jell-O®)
118,6739754,2 ½,cups,boiling water
119,6739754,1 ⅔,cups,premium tequila
120,6739754,⅔,cup,triple sec
121,6739754,⅔,cup,brandy-based orange liqueur (such as Grand Marnier®)
122,6739754,½,cup,sweetened lime juice
123,6739754,2,cups,sparkling water
124,6739754,1,,"lime, zested"
125,6739754,1,pinch,"margarita salt, or as needed"
126,6563211,4,cups,water
127,6563211,8,large,"lemons, cut into 8 wedges each"
128,6563211,3 ½,cups,white sugar
129,6563211,8,(.25 ounce) packages,unflavored gelatin
130,6563211,4,cups,lemon vodka
131,6563211,1,tablespoon,turbinado sugar
