id_recipe,prep_time,cook_time,total_time,freeze_time,cool_time,stand_time,chill_time,soak_time,marinate_time,additional_time,refrigerate_time,rest_time,active_time,bake_time,grill_time,rise_time,fry_time,other_time_time,roast_time,process_time,release_pressure_time
6832598, 1 hr,35 mins, 4 hrs 5 mins,,5 mins,25 mins, 2 hrs,,,,,,,,,,,,,,
6737520,15 mins,20 mins,45 mins,,,,,,,10 mins,,,,,,,,,,,
6579999,10 mins,15 mins,25 mins,,,,,,,,,,,,,,,,,,
6650768,30 mins,30 mins, 3 hrs,,,,,,, 2 hrs,,,,,,,,,,,
6664341,15 mins,15 mins,30 mins,,,,,,,,,,,,,,,,,,
6650507,20 mins,15 mins,35 mins,,,,,,,,,,,,,,,,,,
6593944,10 mins,5 mins,15 mins,,,,,,,,,,,,,,,,,,
6584330,15 mins,15 mins, 1 hr 30 mins,,,,,,, 1 hr,,,,,,,,,,,
6568239,20 mins,10 mins,30 mins,,,,,,,,,,,,,,,,,,
6649866,20 mins,10 mins, 1 hr 35 mins,,,,,,, 1 hr 5 mins,,,,,,,,,,,
6583053,20 mins,25 mins, 9 hrs 15 mins,,,,,,, 8 hrs 30 mins,,,,,,,,,,,
6590436,10 mins,30 mins,40 mins,,,,,,,,,,,,,,,,,,
6585863,20 mins,15 mins,35 mins,,,,,,,,,,,,,,,,,,
6739037, 1 hr,, 5 hrs 5 mins,,,,,,, 4 hrs 5 mins,,,,,,,,,,,
6585132,15 mins,5 mins,25 mins,,,,,,,5 mins,,,,,,,,,,,
6602144,18 mins,12 mins,30 mins,,,,,,,,,,,,,,,,,,
6737872,20 mins,10 mins,30 mins,,,,,,,,,,,,,,,,,,
6651127,30 mins,20 mins, 1 hr 55 mins,,,,,,, 1 hr 5 mins,,,,,,,,,,,
6648389,15 mins,10 mins,35 mins,,,,,,,10 mins,,,,,,,,,,,
6578508,,,,,,,,,,,,,,,,,,,,,
6576747, 1 hr,15 mins, 3 hrs,,,,,,, 1 hr 45 mins,,,,,,,,,,,
6739463,10 mins,20 mins,30 mins,,,,,,,,,,,,,,,,,,
6580677,10 mins,13 mins,38 mins,,,,,,,15 mins,,,,,,,,,,,
6604795,10 mins,10 mins,20 mins,,,,,,,,,,,,,,,,,,
6578125,30 mins,15 mins, 4 hrs,,,,,,, 3 hrs 15 mins,,,,,,,,,,,
6568978,15 mins,15 mins, 2 hrs 10 mins,,,,,,, 1 hr 40 mins,,,,,,,,,,,
6600745,15 mins,10 mins,25 mins,,,,,,,,,,,,,,,,,,
6580885,20 mins,30 mins, 1 hr,,,,,,,10 mins,,,,,,,,,,,
6599150, 2 hrs,15 mins, 2 hrs 15 mins,,,,,,,,,,,,,,,,,,
6576221,10 mins,15 mins,25 mins,,,,,,,,,,,,,,,,,,
6595549,15 mins,30 mins,45 mins,,,,,,,,,,,,,,,,,,
6602590,25 mins,16 mins,41 mins,,,,,,,,,,,,,,,,,,
6587427,15 mins,20 mins,35 mins,,,,,,,,,,,,,,,,,,
6736371,30 mins,30 mins, 1 hr 30 mins,,,,,,,30 mins,,,,,,,,,,,
6574475,20 mins,35 mins, 2 hrs,,,,,,, 1 hr 5 mins,,,,,,,,,,,
6590428,25 mins,10 mins,35 mins,,,,,,,,,,,,,,,,,,
6603848,20 mins,5 mins,25 mins,,,,,,,,,,,,,,,,,,
6591508,10 mins,20 mins,30 mins,,,,,,,,,,,,,,,,,,
6573718,30 mins,40 mins, 3 hrs 30 mins,,,,,,, 2 hrs 20 mins,,,,,,,,,,,
6590849,20 mins,25 mins, 1 hr,,,,,,,15 mins,,,,,,,,,,,
6573268,10 mins,45 mins,55 mins,,,,,,,,,,,,,,,,,,
6648628,20 mins,5 mins,50 mins,,,,,,,25 mins,,,,,,,,,,,
6593035,15 mins,10 mins,25 mins,,,,,,,,,,,,,,,,,,
6663674,15 mins,10 mins,45 mins,,,,,,,20 mins,,,,,,,,,,,
6588534,25 mins,2 mins,27 mins,,,,,,,,,,,,,,,,,,
6576816,10 mins,5 mins,15 mins,,,,,,,,,,,,,,,,,,
6606027,10 mins,5 mins,15 mins,,,,,,,,,,,,,,,,,,
6585852,15 mins,15 mins,30 mins,,,,,,,,,,,,,,,,,,
6737721,10 mins,10 mins,20 mins,,,,,,,,,,,,,,,,,,
6580842,10 mins,10 mins,50 mins,,,,,,,30 mins,,,,,,,,,,,
6578580,15 mins,45 mins, 2 hrs 40 mins,,,,,,, 1 hr 40 mins,,,,,,,,,,,
6598415,10 mins,10 mins,20 mins,,,,,,,,,,,,,,,,,,
6648944,20 mins,10 mins,30 mins,,,,,,,,,,,,,,,,,,
6649247,15 mins,10 mins,25 mins,,,,,,,,,,,,,,,,,,
6604563,15 mins,20 mins,40 mins,,,,,,,5 mins,,,,,,,,,,,
6569320,10 mins,15 mins,25 mins,,,,,,,,,,,,,,,,,,
6663969,15 mins,15 mins,30 mins,,,,,,,,,,,,,,,,,,
6651093,30 mins,10 mins,40 mins,,,,,,,,,,,,,,,,,,
6663111,15 mins,15 mins,30 mins,,,,,,,,,,,,,,,,,,
6737821,10 mins,15 mins,25 mins,,,,,,,,,,,,,,,,,,
6580466,5 mins,15 mins,20 mins,,,,,,,,,,,,,,,,,,
6663429,10 mins,15 mins,25 mins,,,,,,,,,,,,,,,,,,
6738461,15 mins,5 mins,20 mins,,,,,,,,,,,,,,,,,,
6739748,15 mins,10 mins,30 mins,,,,,,,5 mins,,,,,,,,,,,
6581883,15 mins,15 mins,30 mins,,,,,,,,,,,,,,,,,,
6664622,15 mins,10 mins, 1 hr 25 mins,,,,,,, 1 hr,,,,,,,,,,,
6602318,10 mins,10 mins,20 mins,,,,,,,,,,,,,,,,,,
6587812,15 mins,20 mins,35 mins,,,,,,,,,,,,,,,,,,
6594372,10 mins,5 mins,45 mins,,,,,,,30 mins,,,,,,,,,,,
6577741,15 mins,15 mins,30 mins,,,,,,,,,,,,,,,,,,
6649170,10 mins,10 mins,20 mins,,,,,,,,,,,,,,,,,,
6571488,45 mins,15 mins, 1 hr,,,,,,,,,,,,,,,,,,
6592532,15 mins,25 mins,40 mins,,,,,,,,,,,,,,,,,,
6664287,20 mins, 1 hr 30 mins, 5 hrs,,,,,,, 3 hrs 10 mins,,,,,,,,,,,
6738007,40 mins,10 mins,50 mins,,,,,,,,,,,,,,,,,,
6648735,15 mins,12 mins,50 mins,,,,,,,23 mins,,,,,,,,,,,
6664271,15 mins,10 mins,25 mins,,,,,,,,,,,,,,,,,,
6569365,20 mins,, 1 hr 30 mins,,,,,,, 1 hr 10 mins,,,,,,,,,,,
6594395,,,,,,,,,,,,,,,,,,,,,
6603744,,,,,,,,,,,,,,,,,,,,,
6604275,15 mins,15 mins,30 mins,,,,,,,,,,,,,,,,,,
6601322,20 mins,20 mins,40 mins,,,,,,,,,,,,,,,,,,
6588505,20 mins,10 mins,30 mins,,,,,,,,,,,,,,,,,,
7369568,45 mins,10 mins,55 mins,,,,,,,,,,,,,,,,,,
6648931,30 mins, 3 hrs, 3 hrs 30 mins,,,,,,,,,,,,,,,,,,
6664208,15 mins,45 mins, 1 hr,,,,,,,,,,,,,,,,,,
6736463, 1 hr,40 mins, 1 hr 40 mins,,,,,,,,,,,,,,,,,,
6663520,25 mins,10 mins,35 mins,,,,,,,,,,,,,,,,,,
6606132,30 mins,,30 mins,,,,,,,,,,,,,,,,,,
6663984,30 mins, 2 hrs 30 mins, 9 hrs,,,,,,, 6 hrs,,,,,,,,,,,
6570672,45 mins,5 mins,50 mins,,,,,,,,,,,,,,,,,,
6598403,20 mins,20 mins,40 mins,,,,,,,,,,,,,,,,,,
6649852,35 mins,25 mins, 1 hr 30 mins,,,,,,,30 mins,,,,,,,,,,,
6581478,10 mins,10 mins,20 mins,,,,,,,,,,,,,,,,,,
6649393,20 mins,55 mins, 1 hr 25 mins,,,,,,,10 mins,,,,,,,,,,,
6736522,25 mins,15 mins,40 mins,,,,,,,,,,,,,,,,,,
6596212,10 mins,20 mins, 1 hr,,,,,,,30 mins,,,,,,,,,,,
6589171, 1 hr,20 mins, 2 hrs 20 mins,,,,,,, 1 hr,,,,,,,,,,,
6664311,45 mins,15 mins, 1 hr,,,,,,,,,,,,,,,,,,
6737372,30 mins, 1 hr, 1 hr 30 mins,,,,,,,,,,,,,,,,,,
6605456,15 mins,55 mins, 1 hr 10 mins,,,,,,,,,,,,,,,,,,
6584546, 1 hr, 2 hrs, 3 hrs 25 mins,,,,,,,25 mins,,,,,,,,,,,
6570926,15 mins,25 mins,45 mins,,,,,,,5 mins,,,,,,,,,,,
6600597,,,,,,,,,,,,,,,,,,,,,
6592796,30 mins,, 1 hr 45 mins,,,,,,, 1 hr 15 mins,,,,,,,,,,,
6586308,30 mins,20 mins,50 mins,,,,,,,,,,,,,,,,,,
6651159,30 mins, 1 hr 28 mins, 2 hrs 33 mins,,,,,,,35 mins,,,,,,,,,,,
6597639,10 mins,5 mins,35 mins,,,,,,,20 mins,,,,,,,,,,,
6579872,45 mins,30 mins, 1 hr 55 mins,,,,,,,40 mins,,,,,,,,,,,
6592490,30 mins,55 mins, 1 hr 40 mins,,,,,,,15 mins,,,,,,,,,,,
6584718,10 mins,5 mins,15 mins,,,,,,,,,,,,,,,,,,
6589216,30 mins,15 mins,45 mins,,,,,,,,,,,,,,,,,,
6663630,30 mins, 1 hr, 1 hr 30 mins,,,,,,,,,,,,,,,,,,
6602185,30 mins,15 mins,45 mins,,,,,,,,,,,,,,,,,,
6596752,30 mins,20 mins,50 mins,,,,,,,,,,,,,,,,,,
6601648,10 mins,,10 mins,,,,,,,,,,,,,,,,,,
6576662, 1 hr, 1 hr, 2 hrs,,,,,,,,,,,,,,,,,,
6739432, 1 hr, 1 hr 20 mins, 4 hrs 35 mins,,,,,,, 2 hrs 15 mins,,,,,,,,,,,
6741675,5 mins,30 mins,35 mins,,,,,,,,,,,,,,,,,,
6581936,10 mins,20 mins,30 mins,,,,,,,,,,,,,,,,,,
6600254,30 mins,45 mins, 1 hr 15 mins,,,,,,,,,,,,,,,,,,
6739529, 2 hrs,10 mins, 2 hrs 10 mins,,,,,,,,,,,,,,,,,,
6593600,40 mins,20 mins, 1 hr,,,,,,,,,,,,,,,,,,
6572961,20 mins, 2 hrs, 2 hrs 20 mins,,,,,,,,,,,,,,,,,,
6597628,15 mins,8 mins,25 mins,,,,,,,2 mins,,,,,,,,,,,
6581966,15 mins,20 mins,40 mins,,,,,,,5 mins,,,,,,,,,,,
6649036,10 mins,20 mins,30 mins,,,,,,,,,,,,,,,,,,
6651000,25 mins,20 mins, 1 hr 15 mins,,,,,,,30 mins,,,,,,,,,,,
6587057,10 mins,,10 mins,,,,,,,,,,,,,,,,,,
6650468,5 mins,,5 mins,,,,,,,,,,,,,,,,,,
6594759,9 mins,35 mins,44 mins,,,,,,,,,,,,,,,,,,
6739334,25 mins,, 4 hrs 25 mins,,,,,,, 4 hrs,,,,,,,,,,,
6574975,5 mins, 1 hr, 1 hr 5 mins,,,,,,,,,,,,,,,,,,
6596141, 1 hr 35 mins,, 1 hr 35 mins,,,,,,,,,,,,,,,,,,
6663327,15 mins,20 mins,45 mins,,,,,,,,,10 mins,,,,,,,,,
6649982,10 mins,15 mins,35 mins,,,,,,,10 mins,,,,,,,,,,,
6648180,30 mins,10 mins,40 mins,,,,,,,,,,,,,,,,,,
6602236,15 mins,45 mins, 1 hr 15 mins,,,,,,,15 mins,,,,,,,,,,,
6664044,30 mins,45 mins, 1 hr 15 mins,,,,,,,,,,,,,,,,,,
6663625,30 mins,40 mins, 1 hr 10 mins,,,,,,,,,,,,,,,,,,
6648191,15 mins,15 mins, 4 hrs 30 mins,,,,,,, 4 hrs,,,,,,,,,,,
6651114,15 mins,25 mins, 3 hrs 40 mins,,,,,,, 2 hrs,,,,,,,,,,,
6737266,30 mins, 1 hr, 1 hr 30 mins,,,,,,,,,,,,,,,,,,
6663216,15 mins,35 mins,50 mins,,,,,,,,,,,,,,,,,,
6737797,10 mins,5 mins,15 mins,,,,,,,,,,,,,,,,,,
6737749,15 mins,20 mins,35 mins,,,,,,,,,,,,,,,,,,
6648875,20 mins, 3 hrs 5 mins, 3 hrs 25 mins,,,,,,,,,,,,,,,,,,
6737994,15 mins,15 mins, 3 hrs 30 mins,,,,,,, 3 hrs,,,,,,,,,,,
6664621,20 mins, 1 hr 30 mins, 1 hr 50 mins,,,,,,,,,,,,,,,,,,
6664688,20 mins,35 mins, 1 hr 25 mins,,,,,,,30 mins,,,,,,,,,,,
6663250,30 mins, 1 hr, 1 hr 30 mins,,,,,,,,,,,,,,,,,,
6650794,5 mins,,5 mins,,,,,,,,,,,,,,,,,,
6648950,10 mins,15 mins,25 mins,,,,,,,,,,,,,,,,,,
6739820,15 mins,20 mins, 9 hrs 35 mins,,,,,,, 9 hrs,,,,,,,,,,,
6738935,20 mins,20 mins,45 mins,,,,,,,5 mins,,,,,,,,,,,
6737902,10 mins,, 1 hr 20 mins,,,,,,, 1 hr 10 mins,,,,,,,,,,,
6648550,20 mins, 4 hrs, 4 hrs 20 mins,,,,,,,,,,,,,,,,,,
6650391,5 mins,5 mins,10 mins,,,,,,,,,,,,,,,,,,
6664032,30 mins,20 mins,50 mins,,,,,,,,,,,,,,,,,,
6584902,5 mins,15 mins,20 mins,,,,,,,,,,,,,,,,,,
6582624,45 mins,40 mins, 1 hr 25 mins,,,,,,,,,,,,,,,,,,
6737244,15 mins, 1 hr 45 mins, 2 hrs 10 mins,,,,,,,10 mins,,,,,,,,,,,
6737196,15 mins,,15 mins,,,,,,,,,,,,,,,,,,
6649878,20 mins, 2 hrs 30 mins,2 days 14 hrs 50 mins,,,,,,,2 days 12 hrs,,,,,,,,,,,
6602403,20 mins,30 mins,50 mins,,,,,,,,,,,,,,,,,,
6663406,10 mins,20 mins, 1 hr 30 mins,,,,,,, 1 hr,,,,,,,,,,,
6754963,5 mins,,5 mins,,,,,,,,,,,,,,,,,,
6752351,5 mins,,5 mins,,,,,,,,,,,,,,,,,,
6825486,10 mins,,10 mins,,,,,,,,,,,,,,,,,,
6597046,15 mins,, 1 hr 15 mins,,,,,,, 1 hr,,,,,,,,,,,
6739875,5 mins,10 mins, 8 hrs 15 mins,,,,,,, 8 hrs,,,,,,,,,,,
6650055,5 mins,,5 mins,,,,,,,,,,,,,,,,,,
6598982,15 mins,, 8 hrs 15 mins,,,,,,, 8 hrs,,,,,,,,,,,
6581999,15 mins,, 1 hr 15 mins,,,,,,, 1 hr,,,,,,,,,,,
6574207,10 mins,, 1 hr 10 mins,,,,,,, 1 hr,,,,,,,,,,,
6650109,5 mins,10 mins, 1 hr 45 mins,,,,,,, 1 hr 30 mins,,,,,,,,,,,
6598908,20 mins,,20 mins,,,,,,,,,,,,,,,,,,
6566934,15 mins,,15 mins,,,,,,,,,,,,,,,,,,
6565598,10 mins,10 mins,20 mins,,,,,,,,,,,,,,,,,,
6584217,10 mins,, 1 hr 10 mins,,,,,,, 1 hr,,,,,,,,,,,
6736682,15 mins,10 mins, 6 hrs 25 mins,,,,,,, 6 hrs,,,,,,,,,,,
6567810,,5 mins,5 mins,,,,,,,,,,,,,,,,,,
6601908,20 mins,,20 mins,,,,,,,,,,,,,,,,,,
6563096,10 mins,40 mins, 3 hrs 15 mins,,,,,,, 2 hrs 25 mins,,,,,,,,,,,
6575122,30 mins,30 mins,5 days 1 hr,,,,,,,5 days,,,,,,,,,,,
6598275,5 mins,10 mins, 4 hrs 15 mins,,,,,,, 4 hrs,,,,,,,,,,,
6596764,20 mins,, 3 hrs 20 mins,,,,,,, 3 hrs,,,,,,,,,,,
6581247,5 mins,, 1 hr 5 mins,,,,,,, 1 hr,,,,,,,,,,,
6577910,10 mins,, 8 hrs 10 mins,,,,,,, 8 hrs,,,,,,,,,,,
6569771,,,,,,,,,,,,,,,,,,,,,
6576166,,,,,,,,,,,,,,,,,,,,,
6562596,10 mins,,10 mins,,,,,,,,,,,,,,,,,,
6585386,5 mins,,5 mins,,,,,,,,,,,,,,,,,,
6590346,45 mins,,45 mins,,,,,,,,,,,,,,,,,,
6589618,30 mins,, 2 hrs 30 mins,,,,,,, 2 hrs,,,,,,,,,,,
6589142,15 mins,,15 mins,,,,,,,,,,,,,,,,,,
6567707,20 mins,,20 mins,,,,,,,,,,,,,,,,,,
6561562,10 mins,,25 mins,,,,,,,15 mins,,,,,,,,,,,
6562832,10 mins,5 mins, 8 hrs 15 mins,,,,,,, 8 hrs,,,,,,,,,,,
6561763, 8 hrs 10 mins,, 8 hrs 10 mins,,,,,,,,,,,,,,,,,,
6605292,15 mins,, 1 hr 15 mins,,,,,,, 1 hr,,,,,,,,,,,
6599526,15 mins,,15 mins,,,,,,,,,,,,,,,,,,
6597641,15 mins,, 8 hrs 15 mins,,,,,,, 8 hrs,,,,,,,,,,,
6589757,10 mins,, 1 hr 10 mins,,,,,,, 1 hr,,,,,,,,,,,
6563405,15 mins,, 12 hrs 15 mins,,,,,,, 12 hrs,,,,,,,,,,,
6583784,15 mins,10 mins, 8 hrs 25 mins,,,,,,, 8 hrs,,,,,,,,,,,
6565451,15 mins,,15 mins,,,,,,,,,,,,,,,,,,
6565119,10 mins,10 mins, 2 hrs 20 mins,,,,,,, 2 hrs,,,,,,,,,,,
6564858,,,,,,,,,,,,,,,,,,,,,
6664968,25 mins,35 mins, 1 hr,,,,,,,,,,,,,,,,,,
6739023,15 mins,20 mins,35 mins,,,,,,,,,,,,,,,,,,
6740892,20 mins,45 mins, 4 hrs 5 mins,,,,,,, 3 hrs,,,,,,,,,,,
6738940,30 mins,35 mins, 1 hr 5 mins,,,,,,,,,,,,,,,,,,
6595211,30 mins,37 mins, 1 hr 7 mins,,,,,,,,,,,,,,,,,,
6570994,30 mins, 5 hrs, 5 hrs 30 mins,,,,,,,,,,,,,,,,,,
6737689,10 mins,13 mins,23 mins,,,,,,,,,,,,,,,,,,
6736766,25 mins,45 mins, 1 hr 40 mins,,,,,,,30 mins,,,,,,,,,,,
6738358,30 mins, 1 hr 15 mins, 3 hrs 5 mins,,,,,,, 1 hr 20 mins,,,,,,,,,,,
6737506,15 mins, 1 hr 5 mins, 1 hr 20 mins,,,,,,,,,,,,,,,,,,
6605180,30 mins,50 mins, 9 hrs 35 mins,,,,,,, 8 hrs 15 mins,,,,,,,,,,,
6595312,45 mins, 1 hr 5 mins, 1 hr 55 mins,,,,,,,5 mins,,,,,,,,,,,
6569319,30 mins,30 mins, 1 hr,,,,,,,,,,,,,,,,,,
6601809, 1 hr,55 mins, 2 hrs 35 mins,,,,,,,40 mins,,,,,,,,,,,
6605307,15 mins, 1 hr, 1 hr 20 mins,,,,,,,5 mins,,,,,,,,,,,
6589546,15 mins, 1 hr 20 mins, 1 hr 35 mins,,,,,,,,,,,,,,,,,,
6572306,25 mins,35 mins, 1 hr,,,,,,,,,,,,,,,,,,
6596919,20 mins,40 mins, 1 hr 20 mins,,,,,,,20 mins,,,,,,,,,,,
6664212,30 mins,55 mins, 1 hr 25 mins,,,,,,,,,,,,,,,,,,
6568740,20 mins,15 mins,55 mins,,,,,,,20 mins,,,,,,,,,,,
6572108,30 mins,40 mins, 1 hr 10 mins,,,,,,,,,,,,,,,,,,
6603224,20 mins,15 mins,45 mins,,,,,,,10 mins,,,,,,,,,,,
6596744,,45 mins, 8 hrs 45 mins,,,,,,, 8 hrs,,,,,,,,,,,
6593448,30 mins,15 mins, 1 hr 15 mins,,,,,,,30 mins,,,,,,,,,,,
7481614,15 mins,15 mins,30 mins,,,,,,,,,,,,,,,,,,
6649166,25 mins,15 mins,40 mins,,,,,,,,,,,,,,,,,,
6581074,5 mins,,5 mins,,,,,,,,,,,,,,,,,,
6663768, 1 hr,5 mins, 1 hr 25 mins,,,,,,,20 mins,,,,,,,,,,,
6606355,15 mins,5 mins,35 mins,,,,,,,15 mins,,,,,,,,,,,
6650079,10 mins,20 mins,30 mins,,,,,,,,,,,,,,,,,,
6596271,30 mins,25 mins,55 mins,,,,,,,,,,,,,,,,,,
6596614,35 mins,15 mins,55 mins,,,,,,,5 mins,,,,,,,,,,,
6649309,25 mins,25 mins,50 mins,,,,,,,,,,,,,,,,,,
6577301,10 mins,5 mins,15 mins,,,,,,,,,,,,,,,,,,
6649955,30 mins,30 mins, 1 hr,,,,,,,,,,,,,,,,,,
6604588,35 mins,15 mins, 1 hr,,,,,,,10 mins,,,,,,,,,,,
6664809,20 mins,20 mins,40 mins,,,,,,,,,,,,,,,,,,
6737977,30 mins,5 mins,50 mins,,,,,,,15 mins,,,,,,,,,,,
6600718,15 mins,15 mins,30 mins,,,,,,,,,,,,,,,,,,
6604847,15 mins,15 mins,30 mins,,,,,,,,,,,,,,,,,,
6738916,30 mins,15 mins,45 mins,,,,,,,,,,,,,,,,,,
6588126, 1 hr,30 mins, 1 hr 30 mins,,,,,,,,,,,,,,,,,,
6581846,15 mins,15 mins,30 mins,,,,,,,,,,,,,,,,,,
6583610,45 mins,5 mins, 1 hr 5 mins,,,,,,,15 mins,,,,,,,,,,,
6574416,30 mins,10 mins,40 mins,,,,,,,,,,,,,,,,,,
6578525,15 mins,15 mins,30 mins,,,,,,,,,,,,,,,,,,
6592416,45 mins,40 mins, 1 hr 25 mins,,,,,,,,,,,,,,,,,,
6586735,20 mins,4 mins,24 mins,,,,,,,,,,,,,,,,,,
6592933,30 mins,15 mins,45 mins,,,,,,,,,,,,,,,,,,
6649440,25 mins,20 mins,45 mins,,,,,,,,,,,,,,,,,,
6590292,30 mins,25 mins,55 mins,,,,,,,,,,,,,,,,,,
6605546,35 mins,25 mins, 1 hr,,,,,,,,,,,,,,,,,,
6589860,20 mins,30 mins,50 mins,,,,,,,,,,,,,,,,,,
6586619,30 mins,12 mins,42 mins,,,,,,,,,,,,,,,,,,
6592155,30 mins,25 mins,55 mins,,,,,,,,,,,,,,,,,,
6738158,20 mins,10 mins,30 mins,,,,,,,,,,,,,,,,,,
6602074,25 mins,25 mins, 1 hr 20 mins,,,,,,,30 mins,,,,,,,,,,,
6602702,30 mins,24 mins,54 mins,,,,,,,,,,,,,,,,,,
6603321,,,,,,,,,,,,,,,,,,,,,
6585743,15 mins,30 mins,45 mins,,,,,,,,,,,,,,,,,,
6591495,20 mins,20 mins, 1 hr 10 mins,,,,,,,30 mins,,,,,,,,,,,
6583628,15 mins,5 mins,20 mins,,,,,,,,,,,,,,,,,,
6601445,20 mins,18 mins,38 mins,,,,,,,,,,,,,,,,,,
6592863,20 mins,15 mins,35 mins,,,,,,,,,,,,,,,,,,
6565479,15 mins,25 mins,40 mins,,,,,,,,,,,,,,,,,,
6739141,20 mins,20 mins,40 mins,,,,,,,,,,,,,,,,,,
6591862,20 mins,8 mins,28 mins,,,,,,,,,,,,,,,,,,
6589697,15 mins,20 mins,35 mins,,,,,,,,,,,,,,,,,,
6580576,15 mins,20 mins,40 mins,,,,,,,5 mins,,,,,,,,,,,
6561953,30 mins,10 mins,40 mins,,,,,,,,,,,,,,,,,,
6600549,20 mins,3 mins,23 mins,,,,,,,,,,,,,,,,,,
6599796,35 mins,15 mins,50 mins,,,,,,,,,,,,,,,,,,
6563363,30 mins,30 mins, 1 hr 10 mins,,,,,,,10 mins,,,,,,,,,,,
6590836,20 mins,30 mins, 1 hr 5 mins,,,,,,,15 mins,,,,,,,,,,,
6571496,30 mins,45 mins, 1 hr 15 mins,,,,,,,,,,,,,,,,,,
6594831,15 mins,10 mins,25 mins,,,,,,,,,,,,,,,,,,
6561799,30 mins, 2 hrs, 3 hrs,,,,,,,30 mins,,,,,,,,,,,
6663685,20 mins, 1 hr, 1 hr 30 mins,,,,,,,10 mins,,,,,,,,,,,
6664683,20 mins,10 mins,40 mins,,,,,,,10 mins,,,,,,,,,,,
6598728, 1 hr, 1 hr 45 mins, 3 hrs 15 mins,,,,,,,30 mins,,,,,,,,,,,
6605305,15 mins,,15 mins,,,,,,,,,,,,,,,,,,
6591944,15 mins,,15 mins,,,,,,,,,,,,,,,,,,
6648687,10 mins,10 mins, 1 hr,,,,,,,40 mins,,,,,,,,,,,
6588124,10 mins,5 mins,25 mins,,,,,,,10 mins,,,,,,,,,,,
6592389,15 mins,15 mins, 1 hr,,,,,,,30 mins,,,,,,,,,,,
6586981,20 mins,,20 mins,,,,,,,,,,,,,,,,,,
6582447,10 mins, 8 hrs, 8 hrs 10 mins,,,,,,,,,,,,,,,,,,
6604832,5 mins,16 mins,21 mins,,,,,,,,,,,,,,,,,,
6601464,12 mins,10 mins,22 mins,,,,,,,,,,,,,,,,,,
6590033,10 mins,,10 mins,,,,,,,,,,,,,,,,,,
6578429,15 mins,10 mins,25 mins,,,,,,,,,,,,,,,,,,
6577880,15 mins,,15 mins,,,,,,,,,,,,,,,,,,
6568828,15 mins,, 2 hrs 15 mins,,,,,,, 2 hrs,,,,,,,,,,,
6570912,10 mins,15 mins, 1 hr 25 mins,,,,,,, 1 hr,,,,,,,,,,,
6576462,15 mins,,15 mins,,,,,,,,,,,,,,,,,,
6579654,15 mins,,15 mins,,,,,,,,,,,,,,,,,,
6594401,20 mins,10 mins,30 mins,,,,,,,,,,,,,,,,,,
6583817,30 mins,,30 mins,,,,,,,,,,,,,,,,,,
6568017,10 mins,,10 mins,,,,,,,,,,,,,,,,,,
6573058,10 mins,,10 mins,,,,,,,,,,,,,,,,,,
6650371,10 mins,,10 mins,,,,,,,,,,,,,,,,,,
6600627,20 mins,10 mins, 1 hr 30 mins,,,,,,, 1 hr,,,,,,,,,,,
6582496,15 mins,,15 mins,,,,,,,,,,,,,,,,,,
6593065,5 mins,15 mins, 2 hrs 20 mins,,,,,,, 2 hrs,,,,,,,,,,,
6578781,15 mins,10 mins,40 mins,,,,,,,15 mins,,,,,,,,,,,
6573386,15 mins,,15 mins,,,,,,,,,,,,,,,,,,
6572388,15 mins,10 mins,40 mins,,,,,,,15 mins,,,,,,,,,,,
6600979,25 mins,20 mins,45 mins,,,,,,,,,,,,,,,,,,
6570637,10 mins,,10 mins,,,,,,,,,,,,,,,,,,
6597425,20 mins,10 mins, 1 hr 30 mins,,,,,,, 1 hr,,,,,,,,,,,
6578466,15 mins,,15 mins,,,,,,,,,,,,,,,,,,
6586849,10 mins,, 2 hrs 10 mins,,,,,,, 2 hrs,,,,,,,,,,,
6591744,15 mins,,15 mins,,,,,,,,,,,,,,,,,,
6572409,5 mins,5 mins,30 mins,,,,,,,20 mins,,,,,,,,,,,
6583155,15 mins,5 mins,50 mins,,,,,,,30 mins,,,,,,,,,,,
6562039,15 mins,,15 mins,,,,,,,,,,,,,,,,,,
6650965,10 mins,10 mins, 1 hr 35 mins,,,,,,, 1 hr 15 mins,,,,,,,,,,,
6606322,15 mins,,45 mins,,,,,,,30 mins,,,,,,,,,,,
6588763,15 mins,,15 mins,,,,,,,,,,,,,,,,,,
6595166,10 mins,,40 mins,,,,,,,30 mins,,,,,,,,,,,
6579017,15 mins,,35 mins,,,,,,,20 mins,,,,,,,,,,,
6577823,10 mins,15 mins,25 mins,,,,,,,,,,,,,,,,,,
6575223,10 mins,,10 mins,,,,,,,,,,,,,,,,,,
6664710,10 mins,,10 mins,,,,,,,,,,,,,,,,,,
6578173,15 mins,,45 mins,,,,,,,30 mins,,,,,,,,,,,
6602038,10 mins,15 mins,35 mins,,,,,,,10 mins,,,,,,,,,,,
6589652,10 mins,,10 mins,,,,,,,,,,,,,,,,,,
6739522,10 mins,20 mins,30 mins,,,,,,,,,,,,,,,,,,
6570787,20 mins,10 mins, 1 hr,,,,,,,30 mins,,,,,,,,,,,
6565169,15 mins,10 mins, 1 hr 25 mins,,,,,,, 1 hr,,,,,,,,,,,
6651152,40 mins,20 mins, 1 hr,,,,,,,,,,,,,,,,,,
6571850,50 mins, 1 hr 10 mins, 3 hrs,,,,,,, 1 hr,,,,,,,,,,,
