URL,Category
https://www.allrecipes.com/recipes/2270/main-dish/savory-pies/shepherds-pie/,shepherd's_pie
https://www.allrecipes.com/recipes/855/desserts/cookies/butter-cookies/shortbread-cookies/,shortbread
https://www.allrecipes.com/recipes/15066/desserts/cakes/shortcake/,shortcakes
https://www.allrecipes.com/recipes/16685/main-dish/seafood/shrimp/shrimp-and-grits/,shrimp_and_grits
https://www.allrecipes.com/recipes/15853/main-dish/seafood/shrimp/shrimp-scampi/,shrimp_scampi
https://www.allrecipes.com/recipes/81/side-dish/,side_dishes
https://www.allrecipes.com/recipes/17640/desserts/pies/slab-pie/,slab_pie
https://www.allrecipes.com/recipes/17308/everyday-cooking/more-meal-ideas/mini-foods/main-dishes/sliders/,sliders
https://www.allrecipes.com/recipes/14930/main-dish/sandwiches/sloppy-joes/,sloppy_joes
https://www.allrecipes.com/recipes/253/everyday-cooking/slow-cooker/,slow_cooker_recipes
https://www.allrecipes.com/recipes/138/drinks/smoothies/,smoothies
https://www.allrecipes.com/recipes/16420/desserts/cookies/snickerdoodles/,snickerdoodles
https://www.allrecipes.com/recipes/16369/soups-stews-and-chili/soup/,soups
https://www.allrecipes.com/recipes/23455/everyday-cooking/cookware-and-equipment/sous-vide/,sous_vide_recipes
https://www.allrecipes.com/recipes/505/main-dish/pasta/spaghetti/,spaghetti
https://www.allrecipes.com/recipes/17482/side-dish/rice/spanish-rice/,spanish_rice
https://www.allrecipes.com/recipes/396/desserts/cakes/spice-cake/,spice_cakes
