,id_recipe,Prep Time:,Cook Time:,Freeze Time:,Total Time:,Servings:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count
0,7814346,15 mins,12 mins,20 mins,47 mins,2 ,2,257,7g,2g,98mg,1497mg,37g,6g,1g,14g,16mg,220mg,8mg,462mg,5.0,1
